Date,P/E,P/B,Div Yield
2022-05-19,15.91,4.22,2.89
2022-05-20,16.2,4.31,2.84
2022-05-23,16.15,4.3,2.84
2022-05-24,15.82,4.23,2.89
2022-05-25,15.58,4.17,2.96
2022-05-26,15.58,4.19,3.21
2022-05-27,16.1,4.23,3.18
2022-05-30,16.47,4.33,3.11
2022-05-31,16.36,4.34,3.1
2022-06-01,16.22,4.3,3.13
2022-06-02,16.32,4.33,3.11
2022-06-03,16.29,4.32,3.12
2022-06-06,16.3,4.33,3.12
2022-06-07,16.1,4.27,3.16
2022-06-08,16.07,4.26,3.16
2022-06-09,16.16,4.29,3.14
2022-06-10,15.98,4.24,2.93
2022-06-13,15.55,4.13,3.02
2022-06-14,15.53,4.12,2.94
2022-06-15,15.44,4.1,3.04
2022-06-16,15.1,4.01,3.11
2022-06-17,14.93,3.96,3.15
2022-06-20,14.98,3.97,3.17
2022-06-21,15.32,4.07,3.1
2022-06-22,15.12,4.01,3.14
2022-06-23,15.31,4.06,3.11
2022-06-24,15.35,4.07,3.1
2022-06-27,15.6,4.14,3.05
2022-06-28,15.71,4.17,3.03
2022-06-29,15.61,4.14,3.05
2022-06-30,15.6,4.15,3.13
2022-07-01,15.74,4.19,3.11
2022-07-04,15.82,4.21,3.17
2022-07-05,15.76,4.19,3.15
2022-07-06,15.91,4.23,3.12
2022-07-07,16.08,4.28,3.09
2022-07-08,16.21,4.28,2.98
2022-07-11,15.98,4.17,3.02
2022-07-12,15.79,4.12,3.06
2022-07-13,15.81,4.13,3.05
2022-07-14,15.7,4.1,3.08
2022-07-15,15.79,4.12,3.03
2022-07-18,16.07,4.2,2.98
2022-07-19,16.08,4.2,3.03
2022-07-20,16.32,4.26,2.98
2022-07-21,16.43,4.29,3.17
2022-07-22,16.44,4.29,3.15
2022-07-25,16.44,4.29,3.07
2022-07-26,16.45,4.18,3.11
2022-07-27,16.67,4.23,3.09
2022-07-28,16.82,4.29,2.95
2022-07-29,17.03,4.34,2.91
2022-08-01,17.12,4.37,2.9
2022-08-02,17.09,4.37,2.9
2022-08-03,17.02,4.38,2.89
2022-08-04,17.07,4.4,2.88
2022-08-05,17.15,4.41,2.86
2022-08-08,17.24,4.44,2.85
2022-08-10,17.75,4.43,2.92
2022-08-11,17.95,4.45,2.98
2022-08-12,17.6,4.36,2.95
2022-08-16,17.66,4.38,2.94
2022-08-17,17.68,4.42,2.91
2022-08-18,17.65,4.42,2.97
2022-08-19,17.58,4.4,3.04
2022-08-22,17.37,4.35,3.08
2022-08-23,17.29,4.33,3.09
2022-08-24,17.29,4.33,3.09
2022-08-25,17.18,4.31,3.11
2022-08-26,17.3,4.34,3.09
2022-08-29,17.01,4.26,3.14
2022-08-30,17.39,4.26,3.08
2022-09-01,17.13,4.2,3.12
2022-09-02,17.13,4.2,3.09
2022-09-05,17.27,4.23,3.06
2022-09-06,17.23,4.22,3.07
2022-09-07,17.24,4.22,3.07
2022-09-08,17.35,4.25,2.91
2022-09-09,17.47,4.28,2.89
2022-09-12,17.58,4.31,2.87
2022-09-13,17.67,4.33,2.85
2022-09-14,17.43,4.27,2.89
2022-09-15,17.3,4.24,2.91
2022-09-16,16.89,4.14,2.73
2022-09-19,16.97,4.16,2.72
2022-09-20,17.08,4.18,2.7
2022-09-21,17.0,4.16,2.71
2022-09-22,17.01,4.17,2.71
2022-09-23,16.83,4.12,2.74
2022-09-26,16.62,4.07,2.78
2022-09-27,16.69,4.09,2.76
2022-09-28,16.6,4.07,2.78
2022-09-29,16.62,4.07,2.78
2022-09-30,16.95,4.18,2.73
2022-10-03,16.75,4.13,2.76
2022-10-04,17.17,4.23,2.7
2022-10-06,17.32,4.27,2.67
2022-10-07,17.26,4.26,2.68
2022-10-10,17.26,4.26,2.68
2022-10-11,16.95,4.18,2.73
2022-10-12,17.16,4.23,2.7
2022-10-13,17.04,4.21,2.71
2022-10-14,17.2,4.25,2.65
2022-10-17,17.18,4.26,2.69
2022-10-18,17.36,4.3,2.66
2022-10-19,17.29,4.28,2.72
2022-10-20,17.47,4.32,2.69
2022-10-24,17.52,4.34,2.64
2022-10-25,17.84,4.34,2.64
2022-10-27,17.93,4.36,2.58
2022-10-28,17.93,4.36,2.58
2022-10-31,18.13,4.41,2.55
2022-11-02,18.24,4.45,2.55
2022-11-03,18.13,4.42,2.57
2022-11-04,18.14,4.43,2.56
2022-11-07,18.2,4.45,2.55
2022-11-09,18.15,4.43,2.61
2022-11-10,18.11,4.41,2.62
2022-11-11,18.43,4.49,2.56
2022-11-14,18.4,4.48,2.63
2022-11-15,18.53,4.48,2.76
2022-11-16,18.59,4.49,2.76
2022-11-17,18.53,4.47,2.77
2022-11-18,18.5,4.46,2.77
2022-11-21,18.85,4.42,2.91
2022-11-22,18.99,4.45,2.8
2022-11-23,18.98,4.45,2.8
2022-11-24,19.3,4.52,2.76
2022-11-25,19.35,4.54,2.75
2022-11-28,19.32,4.53,2.75
2022-11-29,19.43,4.55,2.74
2022-11-30,19.57,4.59,2.72
2022-12-01,19.73,4.63,2.7
2022-12-02,19.6,4.59,2.72
2022-12-05,19.65,4.61,2.71
2022-12-06,19.56,4.58,2.64
2022-12-07,19.54,4.58,2.65
2022-12-08,19.58,4.59,2.64
2022-12-09,19.32,4.53,2.68
2022-12-12,19.32,4.53,2.68
2022-12-13,19.45,4.56,2.66
2022-12-14,19.57,4.59,2.64
2022-12-15,19.29,4.52,2.68
2022-12-16,19.1,4.48,2.71
2022-12-19,19.18,4.5,2.7
2022-12-20,19.12,4.48,2.7
2022-12-21,19.06,4.47,2.71
2022-12-22,18.96,4.44,2.63
2022-12-23,18.63,4.37,2.67
2022-12-26,18.81,4.41,2.65
2022-12-27,18.94,4.44,2.63
2022-12-28,18.94,4.44,2.63
2022-12-29,18.97,4.45,2.63
2022-12-30,16.29,3.88,2.91
2023-01-02,16.4,3.91,2.89
2023-01-03,16.4,3.91,2.89
2023-01-04,16.2,3.86,2.93
2023-01-05,16.3,3.88,2.91
2023-01-06,16.12,3.84,2.94
2023-01-09,16.42,3.91,2.89
2023-01-10,16.34,3.9,2.9
2023-01-11,16.28,3.89,2.91
2023-01-12,16.3,3.89,2.91
2023-01-13,16.36,3.93,2.88
2023-01-16,16.36,3.93,3.22
2023-01-17,16.52,3.97,3.19
2023-01-18,16.65,4.0,3.17
2023-01-19,16.6,3.99,3.19
2023-01-20,16.47,3.96,3.17
2023-01-23,16.83,4.0,3.13
2023-01-24,16.83,4.0,3.14
2023-01-25,16.81,3.99,3.14
2023-01-27,16.74,3.97,3.15
2023-01-30,16.71,3.97,3.16
2023-01-31,16.78,3.97,3.16
2023-02-01,16.92,4.0,3.13
2023-02-02,16.96,4.05,3.09
2023-02-03,17.0,4.07,3.08
2023-02-06,16.91,4.05,3.1
2023-02-07,16.65,4.01,3.13
2023-02-08,17.83,4.04,3.23
2023-02-09,17.9,4.05,3.22
2023-02-10,17.79,4.03,3.22
2023-02-13,17.91,4.01,3.24
2023-02-14,18.09,4.05,3.0
2023-02-15,18.12,4.05,3.23
2023-02-16,18.06,4.07,3.13
2023-02-17,17.96,4.05,3.19
