Date,P/E,P/B,Div Yield
2022-01-03,11.01,2.11,4.21
2022-01-04,11.26,2.16,4.12
2022-01-05,11.33,2.17,4.1
2022-01-06,11.26,2.16,4.12
2022-01-07,11.36,2.18,4.08
2022-01-10,11.42,2.19,4.06
2022-01-11,11.56,2.22,4.01
2022-01-12,11.81,2.26,3.93
2022-01-13,11.95,2.29,3.88
2022-01-14,11.98,2.3,3.87
2022-01-17,12.13,2.33,3.82
2022-01-18,12.07,2.31,3.84
2022-01-19,12.18,2.34,3.81
2022-01-20,12.17,2.33,3.81
2022-01-21,12.07,2.31,3.84
2022-01-24,11.76,2.26,3.94
2022-01-25,11.76,2.28,3.9
2022-01-27,11.68,2.27,3.85
2022-01-28,11.74,2.28,3.83
2022-01-31,11.88,2.31,3.78
2022-02-01,11.76,2.3,3.8
2022-02-02,11.61,2.31,3.78
2022-02-03,11.48,2.28,4.11
2022-02-04,11.47,2.28,4.12
2022-02-07,11.38,2.29,4.1
2022-02-08,11.23,2.26,4.15
2022-02-09,11.24,2.26,4.01
2022-02-10,11.32,2.28,4.06
2022-02-11,11.23,2.27,3.86
2022-02-14,10.93,2.21,3.96
2022-02-15,10.72,2.25,3.89
2022-02-16,10.74,2.25,4.17
2022-02-17,10.9,2.29,3.78
2022-02-18,10.8,2.27,3.81
2022-02-21,10.64,2.23,3.97
2022-02-22,10.64,2.23,3.97
2022-02-23,10.63,2.23,3.97
2022-02-24,10.09,2.12,4.19
2022-02-25,10.38,2.18,4.07
2022-02-28,10.66,2.24,3.97
2022-03-02,10.79,2.26,3.92
2022-03-03,10.99,2.31,3.85
2022-03-04,10.78,2.26,3.92
2022-03-07,10.65,2.24,3.97
2022-03-08,10.66,2.24,3.8
2022-03-09,10.76,2.26,3.77
2022-03-10,10.92,2.29,3.71
2022-03-11,11.0,2.31,3.69
2022-03-14,10.95,2.3,3.7
2022-03-15,10.72,2.25,3.78
2022-03-16,10.91,2.29,3.72
2022-03-17,11.14,2.34,3.64
2022-03-21,10.97,2.3,3.83
2022-03-22,11.16,2.34,3.7
2022-03-23,11.25,2.36,3.56
2022-03-24,11.35,2.38,3.53
2022-03-25,11.37,2.39,3.45
2022-03-28,11.44,2.4,3.43
2022-03-29,11.39,2.39,3.44
2022-03-30,11.38,2.39,3.45
2022-03-31,11.44,2.39,3.41
2022-04-01,11.72,2.45,3.33
2022-04-04,11.89,2.49,3.28
2022-04-05,12.03,2.51,3.24
2022-04-06,12.17,2.54,3.2
2022-04-07,11.96,2.5,3.26
2022-04-08,12.19,2.55,3.2
2022-04-11,12.51,2.62,3.12
2022-04-12,12.43,2.6,3.14
2022-04-13,12.49,2.61,3.12
2022-04-18,12.59,2.63,3.1
2022-04-19,12.6,2.63,3.1
2022-04-20,12.71,2.66,3.07
2022-04-21,12.86,2.69,3.03
2022-04-22,12.79,2.67,3.05
2022-04-25,12.47,2.61,3.13
2022-04-26,12.8,2.68,3.05
2022-04-27,12.64,2.64,3.09
2022-04-28,12.87,2.69,3.03
2022-04-29,12.67,2.65,3.08
2022-05-02,12.66,2.65,3.08
2022-05-04,12.49,2.61,3.12
2022-05-05,12.53,2.62,3.11
2022-05-06,12.56,2.62,3.11
2022-05-09,12.21,2.55,3.19
2022-05-10,11.65,2.46,3.31
2022-05-11,11.6,2.45,3.33
2022-05-12,11.27,2.38,3.42
2022-05-13,11.11,2.35,3.47
2022-05-16,11.24,2.38,3.43
2022-05-17,11.59,2.45,3.33
2022-05-18,11.53,2.44,3.35
2022-05-19,11.43,2.39,3.41
2022-05-20,11.69,2.45,3.33
2022-05-23,11.52,2.41,3.38
2022-05-24,11.31,2.39,3.41
2022-05-25,11.29,2.39,3.42
2022-05-26,11.28,2.39,3.42
2022-05-27,11.84,2.36,3.45
2022-05-30,12.03,2.4,3.4
2022-05-31,11.75,2.37,3.43
2022-06-01,11.67,2.36,3.46
2022-06-02,11.91,2.41,3.39
2022-06-03,11.87,2.4,3.4
2022-06-06,11.84,2.39,3.41
2022-06-07,11.97,2.42,3.37
2022-06-08,11.91,2.41,3.39
2022-06-09,12.05,2.43,3.35
2022-06-10,11.83,2.39,3.41
2022-06-13,11.61,2.34,3.39
2022-06-14,11.54,2.33,3.41
2022-06-15,11.41,2.3,3.5
2022-06-16,11.17,2.26,3.57
2022-06-17,11.08,2.24,3.56
2022-06-20,10.87,2.2,3.63
2022-06-21,11.17,2.26,3.53
2022-06-22,10.91,2.2,3.62
2022-06-23,10.86,2.19,3.63
2022-06-24,11.01,2.22,3.58
2022-06-27,11.11,2.24,3.55
2022-06-28,11.22,2.27,3.51
2022-06-29,11.45,2.31,3.44
2022-06-30,11.38,2.31,3.45
2022-07-01,10.94,2.22,3.59
2022-07-04,10.92,2.21,3.6
2022-07-05,10.98,2.23,3.57
2022-07-06,10.92,2.21,3.6
2022-07-07,10.93,2.22,3.59
2022-07-08,11.04,2.27,3.56
2022-07-11,11.34,2.33,3.46
2022-07-12,11.38,2.34,3.45
2022-07-13,11.21,2.31,3.5
2022-07-14,11.32,2.33,3.47
2022-07-15,11.32,2.33,3.47
2022-07-18,11.46,2.36,3.43
2022-07-19,11.5,2.37,3.41
2022-07-20,11.61,2.39,3.38
2022-07-21,11.66,2.4,3.37
2022-07-22,11.62,2.39,3.38
2022-07-25,11.5,2.37,3.41
2022-07-26,11.32,2.36,3.43
2022-07-27,11.32,2.36,3.43
2022-07-28,11.41,2.39,3.39
2022-07-29,11.61,2.43,3.33
2022-08-01,11.94,2.5,3.26
2022-08-02,12.3,2.52,3.23
2022-08-03,12.31,2.52,3.23
2022-08-04,12.2,2.5,3.26
2022-08-05,12.03,2.47,3.25
2022-08-08,12.08,2.49,3.21
2022-08-10,12.92,2.49,3.42
2022-08-11,13.17,2.46,3.55
2022-08-12,13.42,2.44,3.48
2022-08-16,13.56,2.47,3.44
2022-08-17,13.5,2.48,3.42
2022-08-18,13.51,2.5,3.68
2022-08-19,13.43,2.49,3.89
2022-08-22,13.32,2.47,3.92
2022-08-23,13.45,2.49,3.88
2022-08-24,13.48,2.5,3.87
2022-08-25,13.46,2.49,3.88
2022-08-26,13.56,2.51,3.85
2022-08-29,13.48,2.49,3.88
2022-08-30,13.75,2.45,3.8
2022-09-01,13.48,2.4,3.87
2022-09-02,13.38,2.38,3.9
2022-09-05,13.47,2.4,3.88
2022-09-06,13.64,2.43,3.83
2022-09-07,13.56,2.42,3.85
2022-09-08,13.59,2.42,3.41
2022-09-09,13.54,2.41,3.42
2022-09-12,13.67,2.44,3.39
2022-09-13,13.72,2.44,3.38
2022-09-14,13.67,2.44,3.39
2022-09-15,13.78,2.46,3.36
2022-09-16,13.56,2.42,2.68
2022-09-19,13.49,2.4,2.69
2022-09-20,13.56,2.42,2.68
2022-09-21,13.36,2.38,2.72
2022-09-22,13.31,2.37,2.73
2022-09-23,12.96,2.31,2.8
2022-09-26,12.56,2.24,2.89
2022-09-27,12.56,2.24,2.89
2022-09-28,12.36,2.2,2.94
2022-09-29,12.26,2.18,2.96
2022-09-30,12.81,2.27,2.77
2022-10-03,12.62,2.24,2.82
2022-10-04,12.88,2.29,2.76
2022-10-06,12.95,2.3,2.74
2022-10-07,12.96,2.3,2.74
2022-10-10,12.83,2.28,2.77
2022-10-11,12.62,2.24,2.81
2022-10-12,12.75,2.26,2.79
2022-10-13,12.68,2.25,2.8
2022-10-14,12.55,2.23,2.83
2022-10-17,12.74,2.26,2.79
2022-10-18,12.91,2.29,2.75
2022-10-19,12.88,2.29,2.76
2022-10-20,13.06,2.32,2.72
2022-10-24,13.05,2.32,2.72
2022-10-25,12.92,2.29,2.75
2022-10-27,13.08,2.32,2.71
2022-10-28,13.27,2.36,2.68
2022-10-31,13.36,2.37,2.66
2022-11-02,13.93,2.39,2.64
2022-11-03,13.86,2.38,2.65
2022-11-04,13.93,2.39,2.64
2022-11-07,14.16,2.41,2.62
2022-11-09,14.08,2.39,2.63
2022-11-10,14.37,2.37,2.66
2022-11-11,14.5,2.4,2.4
2022-11-14,14.42,2.38,2.64
2022-11-15,14.49,2.39,2.63
2022-11-16,14.36,2.37,2.65
2022-11-17,14.27,2.36,2.67
2022-11-18,14.22,2.35,2.68
2022-11-21,15.04,2.31,3.08
2022-11-22,14.98,2.3,2.8
2022-11-23,15.0,2.31,2.8
2022-11-24,15.13,2.33,2.77
2022-11-25,15.21,2.34,2.76
2022-11-28,15.42,2.37,2.72
2022-11-29,15.46,2.38,2.71
2022-11-30,15.73,2.42,2.67
2022-12-01,15.63,2.4,2.68
2022-12-02,15.55,2.39,2.7
2022-12-05,15.49,2.38,2.71
2022-12-06,15.54,2.39,2.7
2022-12-07,15.37,2.36,2.73
2022-12-08,15.32,2.35,2.74
2022-12-09,15.17,2.33,2.77
2022-12-12,15.21,2.34,2.76
2022-12-13,15.23,2.34,2.75
2022-12-14,15.33,2.36,2.74
2022-12-15,15.24,2.34,2.75
2022-12-16,15.13,2.32,2.77
2022-12-19,15.29,2.35,2.74
2022-12-20,15.31,2.35,2.74
2022-12-21,15.03,2.31,2.79
2022-12-22,14.88,2.29,2.49
2022-12-23,14.31,2.2,2.59
2022-12-26,14.61,2.24,2.54
2022-12-27,14.75,2.27,2.51
2022-12-28,14.8,2.27,2.51
2022-12-29,14.88,2.29,2.49
2022-12-30,14.64,2.24,2.48
2023-01-02,14.73,2.26,2.47
2023-01-03,14.71,2.26,2.47
2023-01-04,14.49,2.22,2.51
2023-01-05,14.55,2.23,2.5
2023-01-06,14.56,2.23,2.49
2023-01-09,14.8,2.27,2.45
2023-01-10,14.76,2.26,2.46
2023-01-11,14.64,2.24,2.48
2023-01-12,14.54,2.23,2.5
2023-01-13,14.63,2.24,2.48
2023-01-16,14.73,2.26,2.47
2023-01-17,14.9,2.28,2.44
2023-01-18,14.86,2.28,2.44
2023-01-19,14.8,2.27,2.45
2023-01-20,14.79,2.27,2.46
2023-01-23,14.9,2.27,2.46
2023-01-24,14.8,2.25,2.47
2023-01-25,14.51,2.21,2.52
2023-01-27,13.78,2.1,2.65
2023-01-30,13.33,2.03,2.74
2023-01-31,14.04,2.06,2.71
2023-02-01,13.86,2.03,2.74
2023-02-02,13.93,1.98,2.81
2023-02-03,13.74,1.96,2.86
2023-02-06,13.65,1.94,2.88
2023-02-07,13.51,1.94,2.9
2023-02-08,13.56,1.95,3.16
2023-02-09,13.52,1.94,3.0
2023-02-10,13.42,1.93,2.95
2023-02-13,13.38,1.92,2.95
2023-02-14,13.38,1.92,2.95
2023-02-15,13.43,1.93,2.94
2023-02-16,13.47,1.93,2.62
2023-02-17,13.5,1.94,2.62
