Date,P/E,P/B,Div Yield
2022-04-01,25.81,3.47,1.07
2022-04-04,26.23,3.53,1.06
2022-04-05,26.59,3.58,1.03
2022-04-06,26.75,3.6,1.03
2022-04-07,26.48,3.56,1.04
2022-04-08,26.73,3.6,1.03
2022-04-11,26.9,3.62,1.02
2022-04-12,26.38,3.55,1.04
2022-04-13,26.38,3.55,1.04
2022-04-18,26.1,3.51,1.05
2022-04-19,25.74,3.46,1.07
2022-04-20,25.93,3.49,1.06
2022-04-21,26.21,3.53,1.05
2022-04-22,25.95,3.49,1.06
2022-04-25,25.43,3.43,1.08
2022-04-26,25.82,3.48,1.06
2022-04-27,25.6,3.45,1.07
2022-04-28,25.74,3.47,1.07
2022-04-29,25.41,3.44,1.07
2022-05-02,25.12,3.42,1.08
2022-05-04,23.32,3.34,1.11
2022-05-05,23.29,3.34,1.1
2022-05-06,22.87,3.28,1.12
2022-05-09,22.39,3.22,1.14
2022-05-10,21.7,3.16,1.17
2022-05-11,21.62,3.15,1.17
2022-05-12,21.19,3.08,1.2
2022-05-13,21.43,3.11,1.22
2022-05-16,21.67,3.15,1.21
2022-05-17,22.08,3.23,1.14
2022-05-18,22.03,3.22,1.14
2022-05-19,21.39,3.13,1.18
2022-05-20,21.72,3.2,1.15
2022-05-23,21.82,3.19,1.16
2022-05-24,21.42,3.16,1.17
2022-05-25,20.95,3.09,1.19
2022-05-26,21.2,3.13,1.18
2022-05-27,21.4,3.17,1.16
2022-05-30,21.98,3.25,1.14
2022-05-31,21.83,3.24,1.14
2022-06-01,21.82,3.25,1.14
2022-06-02,22.0,3.27,1.14
2022-06-03,21.69,3.21,1.16
2022-06-06,21.67,3.21,1.17
2022-06-07,21.52,3.19,1.17
2022-06-08,21.42,3.17,1.18
2022-06-09,21.52,3.19,1.19
2022-06-10,21.35,3.16,1.22
2022-06-13,20.73,3.07,1.25
2022-06-14,20.72,3.06,1.25
2022-06-15,20.79,3.07,1.34
2022-06-16,20.3,3.0,1.37
2022-06-17,20.07,2.97,1.33
2022-06-20,19.61,2.9,1.36
2022-06-21,20.31,3.0,1.32
2022-06-22,19.98,2.95,1.36
2022-06-23,20.22,2.99,1.35
2022-06-24,20.51,3.03,1.33
2022-06-27,20.71,3.06,1.31
2022-06-28,20.77,3.07,1.31
2022-06-29,20.68,3.06,1.32
2022-06-30,20.57,3.04,1.34
2022-07-01,20.67,3.06,1.29
2022-07-04,20.81,3.08,1.3
2022-07-05,20.76,3.07,1.34
2022-07-06,21.15,3.13,1.31
2022-07-07,21.44,3.17,1.33
2022-07-08,21.5,3.09,1.19
2022-07-11,21.7,3.11,1.18
2022-07-12,21.6,3.09,1.22
2022-07-13,21.63,3.1,1.22
2022-07-14,21.62,3.1,1.24
2022-07-15,21.77,3.12,1.21
2022-07-18,21.95,3.16,1.19
2022-07-19,22.1,3.19,1.19
2022-07-20,22.13,3.19,1.24
2022-07-21,22.42,3.23,1.23
2022-07-22,22.38,3.23,1.23
2022-07-25,22.31,3.23,1.23
2022-07-26,21.98,3.17,1.25
2022-07-27,22.07,3.21,1.23
2022-07-28,22.15,3.23,1.22
2022-07-29,22.42,3.28,1.2
2022-08-01,22.23,3.33,1.18
2022-08-02,22.03,3.35,1.21
2022-08-03,21.83,3.32,1.22
2022-08-04,21.98,3.34,1.22
2022-08-05,22.02,3.35,1.22
2022-08-08,22.0,3.32,1.24
2022-08-10,23.81,3.32,1.23
2022-08-11,23.69,3.31,1.22
2022-08-12,23.64,3.32,1.21
2022-08-16,23.88,3.37,1.18
2022-08-17,23.96,3.36,1.18
2022-08-18,24.0,3.36,1.19
2022-08-19,23.66,3.31,1.22
2022-08-22,23.16,3.24,1.31
2022-08-23,23.43,3.28,1.29
2022-08-24,23.61,3.31,1.28
2022-08-25,23.59,3.3,1.28
2022-08-26,23.72,3.32,1.27
2022-08-29,23.53,3.3,1.28
2022-08-30,24.03,3.35,1.25
2022-09-01,24.06,3.36,1.25
2022-09-02,23.97,3.34,1.24
2022-09-05,24.06,3.36,1.23
2022-09-06,24.2,3.38,1.23
2022-09-07,24.33,3.39,1.22
2022-09-08,24.37,3.4,1.21
2022-09-09,24.46,3.41,1.21
2022-09-12,24.69,3.44,1.2
2022-09-13,24.73,3.45,1.16
2022-09-14,24.65,3.44,1.15
2022-09-15,24.75,3.45,1.2
2022-09-16,24.04,3.35,1.2
2022-09-19,24.05,3.35,1.22
2022-09-20,24.39,3.4,1.21
2022-09-21,24.21,3.38,1.21
2022-09-22,24.3,3.39,1.21
2022-09-23,23.72,3.31,1.23
2022-09-26,22.99,3.21,1.27
2022-09-27,23.02,3.21,1.27
2022-09-28,22.95,3.2,1.27
2022-09-29,23.04,3.21,1.27
2022-09-30,22.81,2.88,1.32
2022-10-03,22.53,2.85,1.34
2022-10-04,23.13,2.92,1.3
2022-10-06,23.42,2.96,1.28
2022-10-07,23.36,2.95,1.29
2022-10-10,23.14,2.93,1.3
2022-10-11,22.74,2.87,1.32
2022-10-12,22.88,2.89,1.31
2022-10-13,22.72,2.87,1.32
2022-10-14,22.7,2.87,1.32
2022-10-17,22.74,2.88,1.32
2022-10-18,22.88,2.91,1.31
2022-10-19,22.9,2.91,1.31
2022-10-20,22.81,2.91,1.31
2022-10-24,22.77,2.9,1.31
2022-10-25,22.41,2.91,1.31
2022-10-27,22.55,2.93,1.29
2022-10-28,22.44,2.92,1.3
2022-10-31,22.64,2.96,1.28
2022-11-02,22.84,2.98,1.27
2022-11-03,22.92,2.99,1.27
2022-11-04,23.76,2.98,1.27
2022-11-07,23.94,3.0,1.31
2022-11-09,23.76,2.98,1.25
2022-11-10,23.47,2.95,1.27
2022-11-11,23.49,2.95,1.25
2022-11-14,24.07,2.95,1.25
2022-11-15,24.26,2.95,1.25
2022-11-16,24.12,2.93,1.26
2022-11-17,24.02,2.92,1.21
2022-11-18,23.85,2.91,1.22
2022-11-21,23.82,2.9,1.28
2022-11-22,23.95,2.92,1.28
2022-11-23,24.01,2.93,1.3
2022-11-24,24.11,2.94,1.28
2022-11-25,24.34,2.97,1.27
2022-11-28,24.52,2.99,1.26
2022-11-29,24.41,2.97,1.27
2022-11-30,24.68,3.01,1.25
2022-12-01,24.87,3.03,1.24
2022-12-02,25.09,3.06,1.23
2022-12-05,25.15,3.07,1.23
2022-12-06,25.04,3.05,1.23
2022-12-07,24.89,3.03,1.24
2022-12-08,25.04,3.05,1.23
2022-12-09,24.94,3.04,1.24
2022-12-12,25.03,3.05,1.23
2022-12-13,25.17,3.07,1.23
2022-12-14,25.32,3.09,1.19
2022-12-15,25.06,3.05,1.2
2022-12-16,24.66,3.01,1.22
2022-12-19,24.8,3.02,1.21
2022-12-20,24.75,3.02,1.22
2022-12-21,24.35,2.97,1.24
2022-12-22,24.14,2.94,1.25
2022-12-23,23.24,2.83,1.29
2022-12-26,23.87,2.91,1.26
2022-12-27,24.1,2.94,1.25
2022-12-28,24.14,2.94,1.25
2022-12-29,24.15,2.94,1.25
2022-12-30,24.48,2.99,1.22
2023-01-02,24.69,3.02,1.21
2023-01-03,24.75,3.03,1.23
2023-01-04,24.47,2.99,1.25
2023-01-05,24.6,3.01,1.24
2023-01-06,24.41,2.99,1.25
2023-01-09,24.64,3.01,1.24
2023-01-10,24.52,3.0,1.24
2023-01-11,24.44,2.99,1.25
2023-01-12,24.36,2.98,1.25
2023-01-13,24.34,2.98,1.25
2023-01-16,24.54,2.97,1.26
2023-01-17,24.37,2.97,1.26
2023-01-18,24.51,2.98,1.25
2023-01-19,24.46,2.98,1.25
2023-01-20,24.24,2.96,1.26
2023-01-23,24.26,2.97,1.26
2023-01-24,23.93,2.96,1.26
2023-01-25,23.56,2.92,1.29
2023-01-27,23.15,2.87,1.31
2023-01-30,23.1,2.87,1.33
2023-01-31,23.5,2.91,1.31
2023-02-01,23.28,2.89,1.33
2023-02-02,23.02,2.89,1.33
2023-02-03,22.88,2.89,1.33
2023-02-06,22.8,2.91,1.33
2023-02-07,22.88,2.91,1.33
2023-02-08,23.12,2.94,1.32
2023-02-09,23.17,2.94,1.35
2023-02-10,23.15,2.95,1.32
2023-02-13,23.05,2.9,1.35
2023-02-14,23.08,2.9,1.34
2023-02-15,23.4,2.91,1.3
2023-02-16,23.59,2.93,1.29
2023-02-17,22.69,2.9,1.29
