Date,P/E,P/B,Div Yield
2022-01-03,61.7,4.62,1.1
2022-01-04,61.84,4.63,1.1
2022-01-05,62.49,4.68,1.09
2022-01-06,62.82,4.71,1.08
2022-01-07,62.68,4.7,1.09
2022-01-10,63.85,4.78,1.07
2022-01-11,63.73,4.78,1.07
2022-01-12,64.65,4.84,1.05
2022-01-13,64.87,4.86,1.05
2022-01-14,64.63,4.84,1.05
2022-01-17,65.95,4.94,1.03
2022-01-18,64.39,4.82,1.06
2022-01-19,64.84,4.86,1.05
2022-01-20,64.3,4.82,1.06
2022-01-21,65.19,4.81,1.06
2022-01-24,63.5,4.68,1.09
2022-01-25,64.97,4.79,1.06
2022-01-27,65.19,4.81,1.06
2022-01-28,68.31,4.78,1.07
2022-01-31,69.55,4.87,1.05
2022-02-01,69.04,4.83,1.05
2022-02-02,94.14,4.84,1.05
2022-02-03,94.55,4.86,1.05
2022-02-04,93.56,4.81,1.03
2022-02-07,92.32,4.75,1.07
2022-02-08,92.5,4.75,1.06
2022-02-09,92.6,4.86,1.04
2022-02-10,92.55,4.86,1.04
2022-02-11,91.36,4.81,1.05
2022-02-14,73.29,4.62,1.09
2022-02-15,79.44,4.81,0.87
2022-02-16,79.53,4.79,0.88
2022-02-17,79.42,4.78,0.88
2022-02-18,78.92,4.75,0.89
2022-02-21,78.51,4.73,1.07
2022-02-22,78.38,4.72,1.06
2022-02-23,78.21,4.71,1.07
2022-02-24,73.32,4.41,1.14
2022-02-25,75.29,4.53,1.1
2022-02-28,74.77,4.5,1.11
2022-03-02,72.56,4.37,1.14
2022-03-03,70.91,4.27,1.17
2022-03-04,68.39,4.12,1.21
2022-03-07,65.51,3.94,1.26
2022-03-08,66.06,3.98,1.25
2022-03-09,67.94,4.09,1.22
2022-03-10,69.24,4.17,1.19
2022-03-11,68.96,4.15,1.2
2022-03-14,69.62,4.19,1.19
2022-03-15,70.01,4.21,1.18
2022-03-16,71.52,4.31,1.16
2022-03-17,73.08,4.4,1.13
2022-03-21,72.2,4.35,1.14
2022-03-22,73.06,4.4,1.13
2022-03-23,72.3,4.35,1.14
2022-03-24,71.95,4.33,1.15
2022-03-25,71.55,4.31,1.17
2022-03-28,72.02,4.34,1.16
2022-03-29,71.98,4.33,1.17
2022-03-30,72.85,4.39,1.15
2022-03-31,77.31,4.62,1.09
2022-04-01,78.23,4.68,1.08
2022-04-04,79.16,4.73,1.07
2022-04-05,80.13,4.79,1.05
2022-04-06,79.91,4.78,1.06
2022-04-07,79.28,4.74,1.06
2022-04-08,79.82,4.77,1.06
2022-04-11,79.73,4.77,1.06
2022-04-12,79.05,4.73,1.07
2022-04-13,78.38,4.69,1.08
2022-04-18,78.73,4.71,1.07
2022-04-19,77.77,4.65,1.08
2022-04-20,79.49,4.75,1.06
2022-04-21,81.26,4.86,1.04
2022-04-22,80.8,4.83,1.04
2022-04-25,79.98,4.78,1.05
2022-04-26,82.22,4.92,1.03
2022-04-27,81.76,4.89,1.03
2022-04-28,82.0,4.9,1.03
2022-04-29,81.31,4.85,1.04
2022-05-02,80.28,4.79,1.05
2022-05-04,75.0,4.67,1.08
2022-05-05,75.32,4.69,1.08
2022-05-06,74.0,4.61,1.09
2022-05-09,73.76,4.59,1.1
2022-05-10,75.68,4.59,1.1
2022-05-11,74.99,4.55,1.11
2022-05-12,74.38,4.45,1.13
2022-05-13,76.19,4.56,1.11
2022-05-16,52.78,4.67,1.08
2022-05-17,53.88,4.78,1.05
2022-05-18,53.81,4.78,1.06
2022-05-19,52.38,4.65,1.08
2022-05-20,53.84,4.78,1.05
2022-05-23,55.67,4.87,1.04
2022-05-24,55.68,4.87,1.04
2022-05-25,55.16,4.82,1.05
2022-05-26,55.58,4.86,1.04
2022-05-27,56.45,4.94,1.02
2022-05-30,57.56,5.03,1.0
2022-05-31,53.78,5.08,0.99
2022-06-01,53.67,5.07,1.0
