Date,P/E,P/B,Div Yield
2022-01-03,725.12,3.4,0.55
2022-01-04,725.18,3.4,0.55
2022-01-05,721.96,3.38,0.56
2022-01-06,728.53,3.41,0.55
2022-01-07,722.5,3.39,0.55
2022-01-10,738.77,3.46,0.54
2022-01-11,738.46,3.46,0.54
2022-01-12,744.5,3.49,0.54
2022-01-13,748.49,3.51,0.54
2022-01-14,746.22,3.5,0.54
2022-01-17,749.95,3.52,0.53
2022-01-18,741.28,3.47,0.54
2022-01-19,855.39,3.51,0.54
2022-01-20,2402.35,3.48,0.54
2022-01-21,1819.55,3.36,0.56
2022-01-24,1736.11,3.21,0.59
2022-01-25,377.39,3.28,0.57
2022-01-27,379.6,3.3,0.57
2022-01-28,382.89,3.33,0.56
2022-01-31,388.27,3.37,0.61
2022-02-01,390.32,3.39,0.61
2022-02-02,397.23,3.45,0.6
2022-02-03,394.9,3.43,0.6
2022-02-04,654.78,3.37,0.62
2022-02-07,645.05,3.32,0.62
2022-02-08,638.42,3.28,0.63
2022-02-09,650.31,3.34,0.62
2022-02-10,661.11,3.4,0.61
2022-02-11,652.11,3.35,0.62
2022-02-14,566.8,3.21,0.64
2022-02-15,594.2,3.33,0.62
2022-02-16,629.69,3.31,0.63
2022-02-17,625.0,3.29,0.57
2022-02-18,620.69,3.27,0.57
2022-02-21,603.87,3.18,0.59
2022-02-22,583.92,3.07,0.61
2022-02-23,588.2,3.1,0.6
2022-02-24,547.32,2.88,0.65
2022-02-25,572.99,3.02,0.62
2022-02-28,576.88,3.04,0.62
2022-03-02,587.65,3.09,0.61
2022-03-03,589.93,3.1,0.6
2022-03-04,572.99,3.02,0.62
2022-03-07,570.33,3.0,0.62
2022-03-08,586.04,3.08,0.61
2022-03-09,609.78,3.21,0.58
2022-03-10,611.76,3.22,0.58
2022-03-11,611.57,3.22,0.58
2022-03-14,626.53,3.3,0.57
2022-03-15,612.11,3.22,0.58
2022-03-16,616.12,3.24,0.58
2022-03-17,623.1,3.28,0.69
2022-03-21,625.98,3.29,0.69
2022-03-22,627.65,3.3,0.69
2022-03-23,628.99,3.31,0.69
2022-03-24,666.14,3.51,0.65
2022-03-25,666.42,3.51,0.65
2022-03-28,670.35,3.53,0.64
2022-03-29,662.18,3.48,0.65
2022-03-30,677.26,3.56,0.64
2022-03-31,263.71,3.57,0.65
2022-04-01,268.25,3.63,0.64
2022-04-04,272.02,3.68,0.63
2022-04-05,271.31,3.67,0.6
2022-04-06,269.01,3.64,0.6
2022-04-07,265.59,3.59,0.61
2022-04-08,267.35,3.62,0.61
2022-04-11,271.0,3.67,0.6
2022-04-12,266.89,3.61,0.61
2022-04-13,264.83,3.58,0.61
2022-04-18,277.92,3.53,0.62
