Date,P/E,P/B,Div Yield
2022-01-03,32.48,4.19,0.79
2022-01-04,32.58,4.2,0.79
2022-01-05,32.5,4.19,0.79
2022-01-06,32.57,4.2,0.8
2022-01-07,32.69,4.22,0.79
2022-01-10,33.11,4.27,0.78
2022-01-11,33.13,4.27,0.78
2022-01-12,33.42,4.31,0.77
2022-01-13,33.51,4.34,0.76
2022-01-14,33.76,4.37,0.75
2022-01-17,33.94,4.4,0.75
2022-01-18,33.11,4.29,0.77
2022-01-19,33.05,4.29,0.77
2022-01-20,32.97,4.29,0.77
2022-01-21,32.69,4.19,0.78
2022-01-24,31.09,3.99,0.83
2022-01-25,31.07,4.02,0.82
2022-01-27,30.83,3.99,0.82
2022-01-28,31.15,4.03,0.8
2022-01-31,31.43,4.08,0.79
2022-02-01,31.45,4.1,0.78
2022-02-02,31.77,4.16,0.77
2022-02-03,31.43,4.15,0.8
2022-02-04,31.1,4.11,0.82
2022-02-07,30.68,4.05,0.84
2022-02-08,29.65,3.98,0.85
2022-02-09,29.76,4.0,0.85
2022-02-10,29.8,4.02,0.85
2022-02-11,29.1,3.92,0.87
2022-02-14,27.93,3.75,0.91
2022-02-15,28.52,3.84,0.89
2022-02-16,28.63,3.87,0.9
2022-02-17,28.25,3.83,0.91
2022-02-18,27.95,3.79,0.91
2022-02-21,27.18,3.69,0.95
2022-02-22,26.63,3.61,0.96
2022-02-23,26.94,3.65,0.96
2022-02-24,25.25,3.42,1.03
2022-02-25,26.47,3.59,0.98
2022-02-28,26.74,3.62,0.97
2022-03-02,27.31,3.64,0.97
2022-03-03,27.41,3.65,0.96
2022-03-04,26.92,3.59,0.98
2022-03-07,26.37,3.51,1.0
2022-03-08,26.78,3.57,0.99
2022-03-09,27.42,3.65,0.97
2022-03-10,27.8,3.7,0.97
2022-03-11,28.06,3.74,0.96
2022-03-14,28.12,3.75,0.96
2022-03-15,27.72,3.69,0.97
2022-03-16,28.05,3.74,0.96
2022-03-17,28.39,3.78,0.95
2022-03-21,28.46,3.79,0.92
2022-03-22,28.54,3.8,0.92
2022-03-23,28.48,3.79,0.92
2022-03-24,28.6,3.81,0.94
2022-03-25,28.46,3.79,0.95
2022-03-28,28.25,3.76,0.96
2022-03-29,28.35,3.78,0.96
2022-03-30,28.63,3.81,0.95
2022-03-31,24.71,3.69,0.94
2022-04-01,25.13,3.76,0.92
2022-04-04,25.53,3.82,0.91
2022-04-05,25.75,3.85,0.9
2022-04-06,25.78,3.85,0.9
2022-04-07,25.7,3.84,0.9
2022-04-08,25.8,3.86,0.89
2022-04-11,25.79,3.85,0.89
2022-04-12,25.66,3.83,0.9
2022-04-13,25.71,3.83,0.9
2022-04-18,25.39,3.79,0.91
2022-04-19,24.81,3.72,0.96
2022-04-20,24.77,3.72,0.96
2022-04-21,25.15,3.77,0.95
2022-04-22,24.99,3.76,0.95
2022-04-25,24.34,3.67,0.97
2022-04-26,24.62,3.71,0.96
2022-04-27,24.41,3.69,0.97
2022-04-28,24.5,3.7,0.96
2022-04-29,24.27,3.66,0.97
2022-05-02,24.05,3.61,0.98
2022-05-04,23.41,3.53,1.01
2022-05-05,23.05,3.5,1.01
2022-05-06,22.46,3.41,1.04
2022-05-09,22.0,3.34,1.06
2022-05-10,21.37,3.27,1.09
2022-05-11,20.23,3.17,1.11
2022-05-12,19.86,3.11,1.13
2022-05-13,20.05,3.14,1.12
2022-05-16,20.19,3.18,1.1
2022-05-17,20.63,3.28,1.07
2022-05-18,20.54,3.26,1.07
2022-05-19,19.68,3.17,1.1
2022-05-20,20.15,3.25,1.07
2022-05-23,20.11,3.23,1.12
2022-05-24,19.62,3.18,1.13
2022-05-25,18.93,3.07,1.17
2022-05-26,19.06,3.1,1.16
2022-05-27,19.41,3.14,1.14
2022-05-30,19.95,3.24,1.01
2022-05-31,20.22,3.28,1.0
2022-06-01,20.34,3.29,1.0
2022-06-02,20.49,3.31,0.99
2022-06-03,20.29,3.28,0.96
2022-06-06,20.08,3.24,0.97
2022-06-07,19.96,3.23,0.98
2022-06-08,19.9,3.22,0.98
2022-06-09,19.95,3.22,0.98
2022-06-10,19.73,3.19,0.99
2022-06-13,18.96,3.06,1.03
2022-06-14,18.88,3.05,1.04
2022-06-15,18.99,3.06,1.07
2022-06-16,18.34,2.96,1.11
2022-06-17,18.19,2.93,1.12
2022-06-20,17.61,2.84,1.17
2022-06-21,18.21,2.94,1.13
2022-06-22,17.96,2.9,1.14
2022-06-23,18.19,2.93,1.19
2022-06-24,18.51,2.99,1.17
2022-06-27,18.89,3.05,1.15
2022-06-28,18.82,3.04,1.15
2022-06-29,18.72,3.02,1.16
2022-06-30,18.64,3.05,1.15
2022-07-01,18.71,3.06,1.15
2022-07-04,18.83,3.08,1.14
2022-07-05,18.82,3.08,1.15
2022-07-06,18.91,3.09,1.14
2022-07-07,19.21,3.14,1.15
2022-07-08,19.27,3.14,1.14
2022-07-11,19.38,3.12,1.13
2022-07-12,19.3,3.11,1.13
2022-07-13,19.29,3.11,1.13
2022-07-14,19.07,3.08,1.27
2022-07-15,19.1,3.09,1.3
2022-07-18,19.42,3.14,1.2
2022-07-19,19.59,3.17,1.13
2022-07-20,19.76,3.2,1.12
2022-07-21,19.92,3.22,1.14
2022-07-22,20.0,3.23,1.13
2022-07-25,19.06,3.21,1.15
2022-07-26,18.77,3.17,1.17
2022-07-27,18.74,3.17,1.17
2022-07-28,18.96,3.19,1.15
2022-07-29,19.29,3.25,1.11
2022-08-01,19.67,3.31,1.09
2022-08-02,19.56,3.33,1.08
2022-08-03,19.46,3.31,1.08
2022-08-04,19.34,3.3,1.1
2022-08-05,19.3,3.3,1.07
2022-08-08,19.38,3.31,1.05
2022-08-10,19.36,3.3,1.07
2022-08-11,18.7,3.33,1.08
2022-08-12,18.64,3.3,1.1
2022-08-16,17.47,3.33,1.08
2022-08-17,17.43,3.29,1.07
2022-08-18,17.46,3.22,1.07
2022-08-19,17.26,3.18,1.09
2022-08-22,16.97,3.13,1.11
2022-08-23,17.17,3.17,1.08
2022-08-24,17.31,3.19,1.09
2022-08-25,17.39,3.21,1.1
2022-08-26,17.51,3.23,1.05
