Date,P/E,P/B,Div Yield
2022-01-03,23.12,4.34,1.36
2022-01-04,23.12,4.34,1.36
2022-01-05,23.23,4.36,1.35
2022-01-06,23.17,4.35,1.35
2022-01-07,23.27,4.37,1.35
2022-01-10,23.36,4.38,1.34
2022-01-11,23.34,4.38,1.34
2022-01-12,23.51,4.41,1.33
2022-01-13,23.62,4.43,1.33
2022-01-14,23.65,4.44,1.32
2022-01-17,23.74,4.46,1.32
2022-01-18,23.33,4.38,1.35
2022-01-19,23.31,4.38,1.35
2022-01-20,23.3,4.37,1.36
2022-01-21,22.9,4.3,1.38
2022-01-24,22.07,4.14,1.43
2022-01-25,22.21,4.18,1.42
2022-01-27,21.81,4.11,1.4
2022-01-28,22.01,4.14,1.38
2022-01-31,22.13,4.19,1.36
2022-02-01,21.43,4.26,1.34
2022-02-02,21.84,4.31,1.34
2022-02-03,21.71,4.29,1.34
2022-02-04,21.69,4.28,1.36
2022-02-07,21.26,4.25,1.37
2022-02-08,20.91,4.23,1.26
2022-02-09,21.14,4.28,1.24
2022-02-10,21.36,4.3,1.24
2022-02-11,21.49,4.24,1.26
2022-02-14,20.75,4.1,1.3
2022-02-15,21.22,4.19,1.26
2022-02-16,21.21,4.19,1.26
2022-02-17,21.26,4.2,1.32
2022-02-18,21.03,4.15,1.33
2022-02-21,20.76,4.1,1.35
2022-02-22,20.79,4.09,1.35
2022-02-23,20.96,4.12,1.34
2022-02-24,19.79,3.89,1.42
2022-02-25,20.54,4.04,1.37
2022-02-28,20.77,4.07,1.35
2022-03-02,20.77,4.07,1.35
2022-03-03,20.74,4.07,1.35
2022-03-04,20.24,3.97,1.39
2022-03-07,19.71,3.86,1.42
2022-03-08,20.01,3.92,1.4
2022-03-09,20.29,3.98,1.53
2022-03-10,20.68,4.06,1.48
2022-03-11,20.78,4.08,1.47
2022-03-14,20.71,4.06,1.48
2022-03-15,20.51,4.02,1.49
2022-03-16,20.98,4.11,1.46
2022-03-17,21.29,4.17,1.44
2022-03-21,21.0,4.12,1.52
2022-03-22,21.04,4.12,1.41
2022-03-23,21.08,4.13,1.4
2022-03-24,21.12,4.14,1.4
2022-03-25,21.13,4.14,1.4
2022-03-28,21.06,4.13,1.43
2022-03-29,21.16,4.15,1.43
2022-03-30,21.29,4.17,1.43
2022-03-31,21.02,4.41,1.52
2022-04-01,21.35,4.47,1.5
2022-04-04,21.68,4.54,1.51
2022-04-05,21.86,4.58,1.5
2022-04-06,21.94,4.6,1.5
2022-04-07,21.88,4.58,1.5
2022-04-08,22.21,4.65,1.48
2022-04-11,22.44,4.7,1.46
2022-04-12,22.18,4.65,1.48
2022-04-13,22.21,4.65,1.48
2022-04-18,22.13,4.64,1.48
2022-04-19,21.73,4.55,1.51
2022-04-20,21.82,4.58,1.5
2022-04-21,22.11,4.63,1.48
2022-04-22,21.95,4.6,1.48
2022-04-25,21.51,4.51,1.53
2022-04-26,22.02,4.61,1.49
2022-04-27,21.73,4.54,1.51
2022-04-28,22.03,4.6,1.49
2022-04-29,21.74,4.54,1.51
2022-05-02,21.7,4.52,1.51
2022-05-04,21.08,4.39,1.56
