Date,P/E,P/B,Div Yield
2022-01-03,6.0,1.38,7.7
2022-01-04,6.1,1.4,7.57
2022-01-05,6.14,1.41,7.51
2022-01-06,6.14,1.41,7.52
2022-01-07,6.19,1.42,7.45
2022-01-10,6.25,1.44,7.38
2022-01-11,6.21,1.43,7.43
2022-01-12,6.27,1.44,7.36
2022-01-13,6.35,1.46,7.27
2022-01-14,6.38,1.47,7.23
2022-01-17,6.4,1.47,7.21
2022-01-18,6.31,1.45,7.32
2022-01-19,6.36,1.46,7.25
2022-01-20,6.4,1.47,7.21
2022-01-21,6.27,1.44,7.37
2022-01-24,6.15,1.41,7.5
2022-01-25,6.26,1.44,7.37
2022-01-27,6.24,1.43,7.31
2022-01-28,6.3,1.45,7.23
2022-01-31,6.4,1.47,7.11
2022-02-01,6.32,1.46,7.15
2022-02-02,6.32,1.47,7.12
2022-02-03,6.25,1.46,7.57
2022-02-04,6.21,1.45,7.59
2022-02-07,6.16,1.45,7.58
2022-02-08,6.08,1.43,7.63
2022-02-09,6.1,1.44,7.44
2022-02-10,6.14,1.45,7.48
2022-02-11,6.1,1.44,7.25
2022-02-14,5.92,1.4,7.47
2022-02-15,5.78,1.41,7.5
2022-02-16,5.76,1.42,7.86
2022-02-17,5.75,1.41,7.68
2022-02-18,5.72,1.41,7.72
2022-02-21,5.64,1.39,8.17
2022-02-22,5.6,1.38,8.28
2022-02-23,5.6,1.38,8.25
2022-02-24,5.31,1.31,8.7
2022-02-25,5.51,1.36,8.53
2022-02-28,5.69,1.4,8.26
2022-03-02,5.77,1.42,8.15
2022-03-03,5.88,1.45,7.99
2022-03-04,5.77,1.42,8.15
2022-03-07,5.85,1.44,8.01
2022-03-08,5.84,1.44,7.83
2022-03-09,5.81,1.43,7.86
2022-03-10,5.81,1.43,7.86
2022-03-11,5.89,1.45,7.76
2022-03-14,5.83,1.43,7.83
2022-03-15,5.7,1.4,7.81
2022-03-16,5.8,1.43,7.67
2022-03-17,5.83,1.43,7.63
2022-03-21,5.8,1.43,7.57
2022-03-22,5.85,1.44,7.2
2022-03-23,5.86,1.44,7.0
2022-03-24,5.9,1.45,6.99
2022-03-25,5.89,1.45,6.92
2022-03-28,5.9,1.45,6.97
2022-03-29,5.85,1.44,7.03
2022-03-30,5.83,1.44,7.05
2022-03-31,5.88,1.45,7.0
2022-04-01,6.07,1.49,6.78
2022-04-04,6.15,1.51,6.69
2022-04-05,6.21,1.53,6.62
2022-04-06,6.31,1.55,6.52
2022-04-07,6.26,1.54,6.57
2022-04-08,6.32,1.56,6.5
2022-04-11,6.36,1.56,6.47
2022-04-12,6.27,1.54,6.56
2022-04-13,6.3,1.55,6.53
2022-04-18,6.37,1.57,6.46
2022-04-19,6.37,1.57,6.46
2022-04-20,6.38,1.57,6.45
2022-04-21,6.43,1.58,6.4
2022-04-22,6.37,1.57,6.45
2022-04-25,6.16,1.52,6.67
2022-04-26,6.23,1.53,6.6
2022-04-27,6.16,1.51,6.68
2022-04-28,6.24,1.53,6.59
2022-04-29,6.09,1.5,6.75
2022-05-02,6.1,1.5,6.74
2022-05-04,6.11,1.5,6.73
2022-05-05,6.12,1.51,6.73
2022-05-06,6.11,1.5,6.73
2022-05-09,6.07,1.49,6.78
2022-05-10,5.9,1.45,6.97
2022-05-11,5.85,1.44,7.03
2022-05-12,5.76,1.42,7.14
2022-05-13,5.72,1.41,7.19
2022-05-16,5.79,1.42,7.1
2022-05-17,5.95,1.47,6.88
2022-05-18,5.84,1.45,7.0
2022-05-19,5.81,1.43,7.09
2022-05-20,5.89,1.45,6.99
2022-05-23,5.82,1.42,7.11
2022-05-24,5.69,1.41,7.16
2022-05-25,5.68,1.41,7.18
2022-05-26,5.74,1.42,7.13
2022-05-27,5.84,1.4,7.22
2022-05-30,5.94,1.42,7.13
2022-05-31,5.96,1.44,7.0
2022-06-01,5.98,1.45,6.98
2022-06-02,6.01,1.46,6.95
2022-06-03,5.96,1.44,7.01
2022-06-06,5.94,1.44,7.02
2022-06-07,6.01,1.46,6.95
2022-06-08,6.02,1.46,6.94
2022-06-09,6.04,1.47,6.94
2022-06-10,6.02,1.46,6.97
2022-06-13,5.83,1.41,7.19
2022-06-14,5.81,1.41,7.21
2022-06-15,5.75,1.39,7.29
2022-06-16,5.56,1.35,7.54
2022-06-17,5.5,1.33,7.63
2022-06-20,5.33,1.29,7.87
2022-06-21,5.48,1.33,7.65
2022-06-22,5.4,1.31,7.76
2022-06-23,5.4,1.31,7.76
2022-06-24,5.44,1.32,7.71
2022-06-27,5.54,1.34,7.56
2022-06-28,5.59,1.36,7.5
2022-06-29,5.63,1.37,7.44
2022-06-30,5.56,1.35,7.5
2022-07-01,5.43,1.32,7.63
2022-07-04,5.43,1.32,7.63
2022-07-05,5.44,1.32,7.62
2022-07-06,5.4,1.31,7.68
2022-07-07,5.49,1.33,7.55
2022-07-08,5.53,1.34,7.19
2022-07-11,5.55,1.35,7.16
2022-07-12,5.51,1.34,7.31
2022-07-13,5.52,1.34,7.3
2022-07-14,5.53,1.34,7.29
2022-07-15,5.54,1.34,7.28
2022-07-18,5.6,1.36,7.18
2022-07-19,5.62,1.36,7.16
2022-07-20,5.64,1.37,7.13
2022-07-21,5.7,1.39,7.05
2022-07-22,5.66,1.37,7.11
2022-07-25,5.67,1.38,7.1
2022-07-26,5.64,1.37,7.13
2022-07-27,5.69,1.38,7.06
2022-07-28,5.73,1.39,7.08
2022-07-29,5.84,1.42,6.95
2022-08-01,5.92,1.44,6.89
2022-08-02,6.03,1.45,6.85
2022-08-03,5.99,1.44,6.9
2022-08-04,5.94,1.43,6.96
2022-08-05,5.97,1.43,6.86
2022-08-08,6.23,1.49,6.51
2022-08-10,6.95,1.49,6.83
2022-08-11,7.02,1.46,7.15
2022-08-12,6.9,1.46,7.01
2022-08-16,7.06,1.48,6.9
2022-08-17,7.02,1.48,6.89
2022-08-18,7.02,1.49,7.14
2022-08-19,6.92,1.47,7.51
2022-08-22,6.83,1.45,7.79
2022-08-23,6.9,1.47,7.7
2022-08-24,6.93,1.47,7.67
2022-08-25,6.94,1.47,7.66
2022-08-26,7.05,1.5,7.55
2022-08-29,6.98,1.48,7.62
2022-08-30,7.08,1.43,7.52
2022-09-01,7.02,1.42,7.58
2022-09-02,6.99,1.41,7.47
2022-09-05,7.03,1.42,7.44
2022-09-06,7.06,1.43,7.4
2022-09-07,7.11,1.44,7.34
2022-09-08,7.13,1.44,6.73
2022-09-09,7.13,1.44,6.73
2022-09-12,7.18,1.45,6.68
2022-09-13,7.18,1.45,6.68
2022-09-14,7.22,1.46,6.62
2022-09-15,7.25,1.47,6.66
2022-09-16,7.13,1.44,5.68
2022-09-19,7.08,1.43,5.72
2022-09-20,7.11,1.44,5.67
2022-09-21,7.02,1.42,5.72
2022-09-22,6.98,1.41,5.76
2022-09-23,6.78,1.37,5.91
2022-09-26,6.57,1.33,6.1
2022-09-27,6.6,1.34,6.08
2022-09-28,6.56,1.33,6.11
2022-09-29,6.61,1.34,6.06
2022-09-30,6.71,1.33,5.97
2022-10-03,6.71,1.33,5.97
2022-10-04,6.83,1.35,5.87
2022-10-06,6.89,1.37,5.81
2022-10-07,6.89,1.37,5.81
2022-10-10,6.87,1.36,5.83
2022-10-11,6.76,1.34,5.92
2022-10-12,6.86,1.36,5.84
2022-10-13,6.82,1.35,5.88
2022-10-14,6.79,1.35,5.9
2022-10-17,6.83,1.35,5.87
2022-10-18,6.9,1.37,5.8
2022-10-19,6.89,1.37,5.82
