unix,date,open,high,low,close,Volume USDT
1666569600000,2022-10-24,19570.40000000,21085.00000000,19157.00000000,20627.48000000,41163103270.30045070
1665964800000,2022-10-17,19262.98000000,19706.66000000,18650.00000000,19570.40000000,27726087449.71050710
1665360000000,2022-10-10,19439.96000000,19951.87000000,18190.00000000,19262.98000000,31973285240.12004080
1664755200000,2022-10-03,19057.74000000,20475.00000000,18959.68000000,19439.02000000,33498469288.87016030
1664150400000,2022-09-26,18809.13000000,20385.86000000,18471.28000000,19056.80000000,53761170640.89073340
1663545600000,2022-09-19,19417.45000000,19956.00000000,18125.98000000,18807.38000000,43488049829.07041010
1662940800000,2022-09-12,21826.87000000,22799.00000000,19320.01000000,19416.18000000,45784151832.43753880
1662336000000,2022-09-05,20000.30000000,21860.00000000,18510.77000000,21826.87000000,43460053550.45976670
1661731200000,2022-08-29,19555.61000000,20576.25000000,19540.00000000,20000.30000000,30597230623.48951400
1661126400000,2022-08-22,21516.70000000,21900.00000000,19520.00000000,19555.61000000,28273617081.52032370
1660521600000,2022-08-15,24305.25000000,25211.32000000,20761.90000000,21515.61000000,32016009263.43493180
1659916800000,2022-08-08,23174.39000000,25047.56000000,22664.69000000,24305.24000000,30077619286.84656770
1659312000000,2022-08-01,23296.36000000,23647.68000000,22400.00000000,23174.39000000,21943150279.73161500
1658707200000,2022-07-25,22577.13000000,24668.00000000,20706.50000000,23293.32000000,29215844069.13143200
1658102400000,2022-07-18,20799.58000000,24276.74000000,20762.45000000,22579.68000000,30419505018.44636220
1657497600000,2022-07-11,20861.11000000,21684.54000000,18910.94000000,20798.16000000,21225657682.25720400
1656892800000,2022-07-04,19315.83000000,22527.37000000,19055.31000000,20862.47000000,23540958829.80106150
1656288000000,2022-06-27,21038.08000000,21539.85000000,18626.00000000,19315.83000000,10107464161.05023200
1655683200000,2022-06-20,20574.00000000,21888.00000000,19637.03000000,21038.07000000,11870152671.08868070
1655078400000,2022-06-13,26574.53000000,26895.84000000,17622.00000000,20574.00000000,24718445373.53246736
1654473600000,2022-06-06,29919.20000000,31765.64000000,26560.00000000,26574.53000000,15683647970.68714704
1653868800000,2022-05-30,29468.10000000,32399.00000000,29282.36000000,29919.21000000,12912323442.26139610
1653264000000,2022-05-23,30293.93000000,30670.51000000,28019.56000000,29468.10000000,12611294754.57210520
1652659200000,2022-05-16,31328.89000000,31328.90000000,28654.47000000,30293.94000000,11177195347.94081740
1652054400000,2022-05-09,34038.39000000,34243.15000000,26700.00000000,31328.89000000,29301810530.84179151
1651449600000,2022-05-02,38468.35000000,40023.77000000,33713.95000000,34038.40000000,15553421461.79525020
1650844800000,2022-04-25,39450.12000000,40797.31000000,37386.38000000,38468.35000000,14366905362.21120210
1650240000000,2022-04-18,39678.11000000,42976.00000000,38536.51000000,39450.13000000,11530224571.57788770
1649635200000,2022-04-11,42158.85000000,42414.71000000,39200.00000000,39678.12000000,10492029074.43206470
1649030400000,2022-04-04,46407.36000000,47200.00000000,41868.00000000,42158.85000000,11891061200.07450150
1648425600000,2022-03-28,46827.76000000,48189.84000000,44200.00000000,46407.35000000,14562359846.87901710
1647820800000,2022-03-21,41262.11000000,46999.00000000,40467.94000000,46827.76000000,13657786157.68832790
1647216000000,2022-03-14,37777.35000000,42400.00000000,37555.00000000,41262.11000000,13045068424.15988040
1646611200000,2022-03-07,38420.80000000,42594.06000000,37155.00000000,37777.34000000,14764496466.37706670
1646006400000,2022-02-28,37699.08000000,45400.00000000,37450.17000000,38420.81000000,15676665511.51379860
1645401600000,2022-02-21,38386.89000000,40348.45000000,34322.28000000,37699.07000000,15524273633.72955460
1644796800000,2022-02-14,42053.65000000,44751.40000000,38000.00000000,38386.89000000,10134957033.78946220
1644192000000,2022-02-07,42380.87000000,45821.00000000,41645.85000000,42053.66000000,13148234178.64964670
1643587200000,2022-01-31,37881.75000000,42656.00000000,36250.00000000,42380.87000000,10064164364.24220800
1642982400000,2022-01-24,36244.55000000,38919.98000000,32917.17000000,37881.76000000,12907284440.45525624
1642377600000,2022-01-17,43071.66000000,43505.00000000,34008.00000000,36244.55000000,13695568421.72647182
1641772800000,2022-01-10,41864.62000000,44500.00000000,39650.00000000,43071.66000000,9875457752.62500370
1641168000000,2022-01-03,47286.18000000,47570.00000000,40501.00000000,41864.62000000,11564043206.34263770
1640563200000,2021-12-27,50775.48000000,52088.00000000,45678.00000000,47286.18000000,10458190881.73458400
1639958400000,2021-12-20,46681.24000000,51810.00000000,45558.85000000,50775.49000000,10272926890.97976390
1639353600000,2021-12-13,50053.90000000,50189.97000000,45456.00000000,46681.23000000,12915658909.98844090
1638748800000,2021-12-06,49396.32000000,51936.33000000,46751.00000000,50053.90000000,13393900447.45717150
1638144000000,2021-11-29,57274.89000000,59176.99000000,42000.30000000,49396.33000000,20822450911.08779426
1637539200000,2021-11-22,58617.70000000,59444.00000000,53256.64000000,57274.88000000,17762591467.11146970
1636934400000,2021-11-15,65519.11000000,66401.82000000,55600.00000000,58622.02000000,20344773160.10561018
1636329600000,2021-11-08,63273.58000000,69000.00000000,62278.00000000,65519.10000000,19286358161.91070355
1635724800000,2021-11-01,61299.81000000,64270.00000000,59405.00000000,63273.59000000,15663897405.53356700
1635120000000,2021-10-25,60852.22000000,63710.63000000,57820.00000000,61299.80000000,19208389552.55153220
1634515200000,2021-10-18,61528.32000000,67000.00000000,59510.63000000,60852.22000000,21141785986.45504030
1633910400000,2021-10-11,54659.01000000,62933.00000000,53879.00000000,61528.33000000,21121567502.01108526
1633305600000,2021-10-04,48200.01000000,56561.31000000,46891.00000000,54659.00000000,22567545317.79379255
1632700800000,2021-09-27,43160.90000000,49228.08000000,40753.88000000,48200.01000000,12968253396.57883250
1632096000000,2021-09-20,47241.75000000,47347.25000000,39600.00000000,43160.90000000,18788601896.91996211
1631491200000,2021-09-13,46025.23000000,48843.20000000,43370.00000000,47241.75000000,13558597825.93569980
1630886400000,2021-09-06,51756.88000000,52920.00000000,42843.05000000,46025.24000000,18994715843.65673673
1630281600000,2021-08-30,48767.84000000,51900.00000000,46512.00000000,51756.88000000,16058724402.75739571
1629676800000,2021-08-23,49239.22000000,50500.00000000,46250.00000000,48767.83000000,14485841663.35656822
1629072000000,2021-08-16,46973.82000000,49757.04000000,43927.70000000,49239.22000000,16753728276.42880147
1628467200000,2021-08-09,43794.36000000,48144.00000000,42779.00000000,46973.82000000,17083554277.88681005
1627862400000,2021-08-02,39850.27000000,45310.00000000,37332.70000000,43794.37000000,18969963699.51856751
1627257600000,2021-07-26,35381.02000000,42599.00000000,35205.78000000,39845.44000000,22398899801.82214972
1626652800000,2021-07-19,31778.57000000,35398.00000000,29278.00000000,35381.02000000,12281627047.30479809
1626048000000,2021-07-12,34259.00000000,34678.43000000,31020.00000000,31778.56000000,9889122842.33197944
1625443200000,2021-07-05,35288.13000000,35293.78000000,32077.00000000,34258.99000000,12142509770.88803056
1624838400000,2021-06-28,34702.49000000,36600.00000000,32699.00000000,35286.51000000,16063893736.16357360
1624233600000,2021-06-21,35600.17000000,35750.00000000,28805.00000000,34700.34000000,29582225083.09103260
1623628800000,2021-06-14,39020.56000000,41330.00000000,33336.00000000,35600.16000000,23170552929.95740146
1623024000000,2021-06-07,35796.31000000,39380.00000000,31000.00000000,39020.57000000,24888579254.61198672
1622419200000,2021-05-31,35641.26000000,39476.00000000,34153.84000000,35796.31000000,19486187883.41845834
1621814400000,2021-05-24,34681.44000000,40841.00000000,33379.00000000,35641.27000000,29203522868.25162264
1621209600000,2021-05-17,46426.83000000,46686.00000000,30000.00000000,34655.25000000,53866174537.68214886
1620604800000,2021-05-10,58240.83000000,59500.00000000,43825.39000000,46431.50000000,35228801446.48219432
1620000000000,2021-05-03,56578.21000000,59500.00000000,52900.00000000,58240.84000000,28725771451.78632514
1619395200000,2021-04-26,49066.76000000,58458.07000000,48753.44000000,56578.21000000,21707164512.76862292
1618790400000,2021-04-19,56150.01000000,57526.81000000,46930.00000000,49066.77000000,29936891043.81596597
1618185600000,2021-04-12,59998.80000000,64854.00000000,50931.30000000,56150.01000000,33238307417.43093745
1617580800000,2021-04-05,58202.01000000,61500.00000000,55473.00000000,60002.43000000,21944712196.72618414
1616976000000,2021-03-29,55777.65000000,60200.00000000,54800.01000000,58202.01000000,21438740639.10086236
1616371200000,2021-03-22,57351.56000000,58430.73000000,50427.56000000,55777.63000000,24254500734.20622091
1615766400000,2021-03-15,58976.08000000,60633.43000000,53271.34000000,57351.56000000,26483848363.71589063
1615161600000,2021-03-08,50959.11000000,61844.00000000,49274.67000000,58968.31000000,28846698413.56186936
1614556800000,2021-03-01,45134.11000000,52640.00000000,44950.53000000,50971.75000000,24017266082.75058310
1613952000000,2021-02-22,57412.35000000,57508.47000000,43000.00000000,45135.66000000,36056079517.94150238
1613347200000,2021-02-15,48580.47000000,58352.80000000,45570.79000000,57408.57000000,27769064381.54326372
1612742400000,2021-02-08,38795.69000000,49707.43000000,37988.89000000,48577.79000000,30558163844.53544086
1612137600000,2021-02-01,33092.97000000,40955.51000000,32296.16000000,38795.69000000,21599895189.58115991
1611532800000,2021-01-25,32259.45000000,38531.90000000,29241.72000000,33092.98000000,24948673733.69000799
1610928000000,2021-01-18,35824.99000000,37850.00000000,28850.00000000,32259.90000000,21440700273.04002577
1610323200000,2021-01-11,38150.02000000,40100.00000000,30420.00000000,35828.61000000,31840267961.01892181
1609718400000,2021-01-04,33000.05000000,41950.00000000,28130.00000000,38150.02000000,30894408653.64545837
1609113600000,2020-12-28,26281.54000000,34778.11000000,25880.00000000,33000.05000000,18574944969.54836231
1608508800000,2020-12-21,23455.54000000,28422.00000000,21815.00000000,26281.66000000,16891515231.04649072
1607904000000,2020-12-14,19174.99000000,24295.00000000,19000.00000000,23455.52000000,14274952056.64488863
1607299200000,2020-12-07,19358.67000000,19420.91000000,17572.33000000,19174.99000000,7670610991.46273377
1606694400000,2020-11-30,18185.00000000,19888.00000000,18001.12000000,19359.40000000,10256527452.72600820
1606089600000,2020-11-23,18413.88000000,19484.21000000,16188.00000000,18184.99000000,12148026464.92742721
1605484800000,2020-11-16,15957.00000000,18965.90000000,15864.00000000,18414.43000000,12173051529.63961983
1604880000000,2020-11-09,15475.10000000,16480.00000000,14805.54000000,15957.00000000,8341020276.11894477
1604275200000,2020-11-02,13761.49000000,15960.00000000,13195.05000000,15475.10000000,9752972636.00488172
1603670400000,2020-10-26,13029.64000000,14100.00000000,12765.00000000,13761.50000000,6514147172.61064051
1603065600000,2020-10-19,11503.14000000,13350.00000000,11407.96000000,13028.83000000,5252707161.49440108
1602460800000,2020-10-12,11369.02000000,11720.01000000,11172.00000000,11503.14000000,3188831299.71762594
1601856000000,2020-10-05,10666.62000000,11491.00000000,10525.00000000,11369.02000000,3147355378.40371594
1601251200000,2020-09-28,10774.26000000,10950.00000000,10374.00000000,10666.63000000,3079535042.62974857
1600646400000,2020-09-21,10920.28000000,10988.86000000,10136.82000000,10774.25000000,3499594157.46256281
1600041600000,2020-09-14,10332.84000000,11179.79000000,10212.34000000,10920.28000000,4052903078.38121605
1599436800000,2020-09-07,10255.89000000,10580.11000000,9850.00000000,10332.83000000,3756191422.92663254
1598832000000,2020-08-31,11711.17000000,12050.85000000,9825.00000000,10256.20000000,6357675711.97273107
1598227200000,2020-08-24,11648.12000000,11824.90000000,11117.64000000,11711.16000000,4078471242.67494041
1597622400000,2020-08-17,11910.99000000,12468.00000000,11376.81000000,11648.13000000,5061638056.36649646
1597017600000,2020-08-10,11681.69000000,12067.35000000,11125.00000000,11911.00000000,5471151052.23187439
1596412800000,2020-08-03,11071.36000000,11909.94000000,10936.00000000,11681.68000000,4646926089.61999056
1595808000000,2020-07-27,9931.54000000,12123.46000000,9917.21000000,11071.35000000,7048671346.49350152
1595203200000,2020-07-20,9208.99000000,10111.00000000,9131.00000000,9931.54000000,3295996462.14176744
1594598400000,2020-07-13,9303.31000000,9343.82000000,9047.25000000,9208.99000000,2275998962.74170516
1593993600000,2020-07-06,9069.41000000,9470.00000000,9055.92000000,9302.75000000,2642350802.57967435
1593388800000,2020-06-29,9116.16000000,9292.00000000,8893.03000000,9069.41000000,2255910006.08682482
1592784000000,2020-06-22,9294.69000000,9780.00000000,8833.00000000,9116.35000000,3199982407.72062904
1592179200000,2020-06-15,9342.10000000,9589.00000000,8910.45000000,9294.69000000,3025511745.34879693
1591574400000,2020-06-08,9746.99000000,9992.72000000,9113.00000000,9342.10000000,3222940574.57083382
1590969600000,2020-06-01,9448.27000000,10380.00000000,9266.00000000,9746.99000000,4156656856.71064880
1590364800000,2020-05-25,8718.14000000,9740.00000000,8642.72000000,9448.27000000,3923220452.29656258
1589760000000,2020-05-18,9681.11000000,9950.00000000,8700.00000000,8720.34000000,4856615582.53833233
1589155200000,2020-05-11,8722.77000000,9939.00000000,8200.00000000,9680.04000000,6639127977.31872860
1588550400000,2020-05-04,8894.15000000,10067.00000000,8117.00000000,8722.77000000,7191007480.43899635
1587945600000,2020-04-27,7693.10000000,9460.00000000,7606.00000000,8894.16000000,6374997759.19676330
1587340800000,2020-04-20,7121.40000000,7738.00000000,6751.00000000,7693.10000000,3396617806.43142183
1586736000000,2020-04-13,6903.79000000,7293.08000000,6468.27000000,7120.74000000,3470075398.32840905
1586131200000,2020-04-06,6772.78000000,7459.69000000,6739.98000000,6903.79000000,4149639337.00349419
1585526400000,2020-03-30,5880.50000000,7198.00000000,5857.76000000,6772.78000000,4388764837.97591744
1584921600000,2020-03-23,5816.05000000,6957.96000000,5688.00000000,5881.42000000,4963224056.18681841
1584316800000,2020-03-16,5360.33000000,6900.00000000,4442.12000000,5816.19000000,6710917850.66102064
1583712000000,2020-03-09,8034.76000000,8179.31000000,3782.13000000,5361.30000000,7415770282.10866018
1583107200000,2020-03-02,8530.30000000,9188.00000000,8000.00000000,8033.31000000,3340552932.03535460
1582502400000,2020-02-24,9936.40000000,9990.00000000,8411.00000000,8531.88000000,3834682199.60150333
1581897600000,2020-02-17,9910.70000000,10250.00000000,9350.00000000,9936.40000000,3518226163.31666353
1581292800000,2020-02-10,10151.72000000,10500.00000000,9638.12000000,9917.27000000,4316211115.18231746
1580688000000,2020-02-03,9331.59000000,10166.00000000,9093.01000000,10151.75000000,3508270140.59509893
1580083200000,2020-01-27,8614.39000000,9578.00000000,8535.00000000,9331.51000000,3344610390.03319243
1579478400000,2020-01-20,8701.72000000,8818.00000000,8238.00000000,8615.00000000,2139257584.57574260
1578873600000,2020-01-13,8184.97000000,9198.98000000,8055.89000000,8701.70000000,4075229206.68356880
1578268800000,2020-01-06,7357.64000000,8455.00000000,7346.76000000,8184.98000000,3978362245.86038637
1577664000000,2019-12-30,7388.43000000,7495.00000000,6871.04000000,7358.75000000,1751045575.97107759
1577059200000,2019-12-23,7500.71000000,7695.38000000,7076.42000000,7388.24000000,1960970043.82261289
1576454400000,2019-12-16,7119.60000000,7518.54000000,6435.00000000,7501.44000000,2377549933.38077343
1575849600000,2019-12-09,7510.11000000,7650.00000000,7008.35000000,7118.59000000,1829594877.05051751
1575244800000,2019-12-02,7391.50000000,7750.00000000,7067.00000000,7510.11000000,2440899200.86257705
1574640000000,2019-11-25,6900.23000000,7850.00000000,6515.00000000,7390.89000000,3668731159.58461657
1574035200000,2019-11-18,8502.87000000,8503.52000000,6790.00000000,6903.28000000,3194974913.59657473
1573430400000,2019-11-11,9040.16000000,9072.32000000,8350.68000000,8502.40000000,2074354316.34981959
1572825600000,2019-11-04,9196.46000000,9513.68000000,8696.00000000,9039.47000000,2687414282.87026593
1572220800000,2019-10-28,9528.23000000,9902.10000000,8913.00000000,9194.71000000,3288114749.75204981
1571616000000,2019-10-21,8223.35000000,10370.00000000,7300.00000000,9529.93000000,4412131949.68310137
1571011200000,2019-10-14,8275.24000000,8403.00000000,7816.01000000,8223.35000000,1772929260.86621671
1570406400000,2019-10-07,7855.30000000,8779.51000000,7762.00000000,8275.01000000,2342638084.59517027
1569801600000,2019-09-30,8043.04000000,8500.00000000,7710.00000000,7854.25000000,1946805026.69096559
1569196800000,2019-09-23,10028.05000000,10049.99000000,7750.00000000,8043.82000000,3105752375.22909284
1568592000000,2019-09-16,10303.34000000,10355.00000000,9653.00000000,10028.87000000,1906343743.64614148
1567987200000,2019-09-09,10381.24000000,10480.00000000,9880.00000000,10302.01000000,2120624279.68187212
1567382400000,2019-09-02,9723.59000000,10905.87000000,9712.50000000,10381.18000000,2937882776.08149445
1566777600000,2019-08-26,10142.69000000,10604.00000000,9320.00000000,9724.98000000,2087949081.16621686
1566172800000,2019-08-19,10306.17000000,10949.96000000,9762.00000000,10142.69000000,2394985938.28376699
1565568000000,2019-08-12,11539.08000000,11577.89000000,9750.00000000,10306.78000000,2598294179.23241588
1564963200000,2019-08-05,10929.99000000,12330.70000000,10927.80000000,11549.97000000,4345174154.72953212
1564358400000,2019-07-29,9541.54000000,11040.00000000,9395.00000000,10929.23000000,2646182927.61586226
1563753600000,2019-07-22,10590.15000000,10683.16000000,9165.00000000,9541.54000000,2669509015.23209095
1563148800000,2019-07-15,10174.18000000,11100.00000000,9060.00000000,10589.45000000,4956031258.62016089
1562544000000,2019-07-08,11410.00000000,13147.08000000,10103.00000000,10174.18000000,6013145209.00872031
1561939200000,2019-07-01,10854.10000000,12000.00000000,9727.00000000,11406.24000000,5704614704.93586627
1561334400000,2019-06-24,10905.95000000,13970.00000000,10525.10000000,10854.10000000,8152194088.57419306
1560729600000,2019-06-17,8953.00000000,11392.64000000,8950.00000000,10906.07000000,3761392791.59373696
1560124800000,2019-06-10,7627.57000000,9333.00000000,7511.00000000,8953.33000000,2290974623.73243976
1559520000000,2019-06-03,8726.00000000,8800.95000000,7444.58000000,7628.13000000,2321265141.03700873
1558915200000,2019-05-27,8612.54000000,9074.26000000,8005.00000000,8725.98000000,2508992950.94447563
1558310400000,2019-05-20,8147.94000000,8740.00000000,7461.00000000,8614.43000000,2706217167.17889253
1557705600000,2019-05-13,6968.24000000,8366.00000000,6870.00000000,8148.48000000,3556014747.63429744
1557100800000,2019-05-06,5773.18000000,7521.78000000,5619.14000000,6967.31000000,2043228005.87687719
1556496000000,2019-04-29,5309.81000000,5900.00000000,5178.80000000,5775.62000000,1069857115.70259369
1555891200000,2019-04-22,5257.41000000,5600.00000000,5102.00000000,5307.52000000,1329057592.82658380
1555286400000,2019-04-15,5131.28000000,5333.42000000,4950.00000000,5256.14000000,875025579.97905363
1554681600000,2019-04-08,5170.27000000,5422.00000000,4861.22000000,5131.30000000,1271184321.40452200
1554076800000,2019-04-01,4102.44000000,5275.01000000,4067.00000000,5170.27000000,2046260260.72830678
1553472000000,2019-03-25,3991.35000000,4140.00000000,3888.71000000,4103.95000000,715252731.25724998
1552867200000,2019-03-18,3981.85000000,4069.32000000,3880.01000000,3992.18000000,624615988.91417612
1552262400000,2019-03-11,3915.99000000,4056.98000000,3810.43000000,3981.14000000,725510328.96129966
1551657600000,2019-03-04,3807.32000000,3971.75000000,3670.69000000,3916.82000000,799736773.67252840
1551052800000,2019-02-25,3743.56000000,3888.00000000,3677.17000000,3807.75000000,726304516.11421283
1550448000000,2019-02-18,3667.62000000,4198.00000000,3655.00000000,3743.56000000,1179944577.93464593
1549843200000,2019-02-11,3679.75000000,3700.11000000,3568.11000000,3667.58000000,608476271.54980941
1549238400000,2019-02-04,3458.11000000,3733.58000000,3373.10000000,3680.06000000,696930950.57518930
1548633600000,2019-01-28,3550.05000000,3557.75000000,3349.92000000,3458.11000000,642262558.33850544
1548028800000,2019-01-21,3539.26000000,3662.94000000,3434.85000000,3550.84000000,549194588.04379181
1547424000000,2019-01-14,3477.56000000,3720.00000000,3467.02000000,3539.28000000,716452001.87770063
1546819200000,2019-01-07,3987.62000000,4069.80000000,3441.30000000,3476.81000000,927969289.15430455
1546214400000,2018-12-31,3803.12000000,4027.71000000,3630.33000000,3987.60000000,814657329.25612980
1545609600000,2018-12-24,3929.71000000,4198.00000000,3535.00000000,3801.91000000,1265644273.27097719
1545004800000,2018-12-17,3229.22000000,4139.99000000,3216.00000000,3929.71000000,1847572336.33090055
1544400000000,2018-12-10,3548.49000000,3610.00000000,3156.26000000,3228.67000000,836152010.42528735
1543795200000,2018-12-03,4160.55000000,4179.00000000,3222.00000000,3545.37000000,1482749121.29389788
1543190400000,2018-11-26,4088.69000000,4450.38000000,3689.12000000,4161.01000000,1958215351.37196717
1542585600000,2018-11-19,5661.94000000,5664.00000000,3652.66000000,4085.78000000,2227689691.73637045
1541980800000,2018-11-12,6450.71000000,6498.00000000,5403.42000000,5662.00000000,1193362837.90360881
1541376000000,2018-11-05,6485.85000000,6615.15000000,6355.00000000,6449.81000000,494186439.10114736
1540771200000,2018-10-29,6489.93000000,6525.00000000,6245.02000000,6485.85000000,459573574.67943707
1540166400000,2018-10-22,6590.12000000,6639.00000000,6453.00000000,6489.93000000,494030438.14773757
1539561600000,2018-10-15,6339.34000000,7680.00000000,6300.00000000,6590.11000000,1434684785.85105283
1538956800000,2018-10-08,6615.26000000,6715.60000000,6205.00000000,6339.34000000,1068868812.27913379
1538352000000,2018-10-01,6626.57000000,6697.00000000,6430.00000000,6615.26000000,931813926.77497266
1537747200000,2018-09-24,6706.81000000,6814.80000000,6325.02000000,6626.57000000,1592066012.40530938
1537142400000,2018-09-17,6500.08000000,6839.03000000,6123.00000000,6708.00000000,1590443498.59327462
1536537600000,2018-09-10,6252.26000000,6584.99000000,6169.68000000,6505.00000000,1455546755.85411984
1535932800000,2018-09-03,7302.00000000,7410.00000000,6111.00000000,6250.81000000,2060238359.34515521
1535328000000,2018-08-27,6700.00000000,7345.45000000,6646.50000000,7302.01000000,2064905776.21966505
1534723200000,2018-08-20,6477.53000000,6882.54000000,6220.00000000,6700.00000000,1870078552.63444254
1534118400000,2018-08-13,6308.56000000,6620.00000000,5880.00000000,6477.53000000,2401304850.57815240
1533513600000,2018-08-06,7024.19000000,7160.00000000,5971.00000000,6308.33000000,2169762287.52026111
1532908800000,2018-07-30,8210.99000000,8273.00000000,6882.29000000,7024.19000000,2132225331.26565758
1532304000000,2018-07-23,7394.78000000,8491.77000000,7375.00000000,8211.00000000,2332298260.58447165
1531699200000,2018-07-16,6354.15000000,7700.00000000,6330.40000000,7394.79000000,2128249956.99732357
1531094400000,2018-07-09,6712.10000000,6802.06000000,6070.00000000,6353.01000000,1225870847.47314433
1530489600000,2018-07-02,6360.82000000,6818.16000000,6271.62000000,6712.10000000,1393368254.07600692
1529884800000,2018-06-25,6137.95000000,6528.99000000,5780.00000000,6356.81000000,1282960927.49240566
1529280000000,2018-06-18,6444.06000000,6841.74000000,5750.00000000,6136.97000000,1493387501.45827074
1528675200000,2018-06-11,6765.00000000,6922.00000000,6118.68000000,6449.61000000,1532387822.70808579
1528070400000,2018-06-04,7714.26000000,7765.00000000,6622.81000000,6764.99000000,1574558979.83733276
1527465600000,2018-05-28,7338.99000000,7786.69000000,7032.95000000,7714.26000000,1580400448.72951901
1526860800000,2018-05-21,8526.97000000,8595.31000000,7231.11000000,7338.99000000,1473706966.33428654
1526256000000,2018-05-14,8679.71000000,8879.99000000,7911.90000000,8526.98000000,1528659945.07915334
1525651200000,2018-05-07,9661.02000000,9689.67000000,8153.00000000,8679.71000000,1995981257.43474280
1525046400000,2018-04-30,9417.04000000,10020.00000000,8800.49000000,9659.01000000,2089890919.30010291
1524441600000,2018-04-23,8785.70000000,9759.82000000,8651.62000000,9419.00000000,2812613536.48155942
1523836800000,2018-04-16,8355.07000000,9035.00000000,7825.40000000,8787.02000000,1952372499.38639334
1523232000000,2018-04-09,7011.04000000,8429.54000000,6611.00000000,8355.00000000,1959208437.53564023
1522627200000,2018-04-02,6813.01000000,7520.00000000,6500.00000000,7018.00000000,1616723766.06607239
1522022400000,2018-03-26,8470.14000000,8514.89000000,6430.00000000,6813.01000000,2276980709.59205236
1521417600000,2018-03-19,8189.00000000,9177.01000000,8088.40000000,8470.15000000,2464528929.91490584
1520812800000,2018-03-12,9533.57000000,9888.88000000,7322.00000000,8189.99000000,2657745291.10901253
1520208000000,2018-03-05,11515.00000000,11710.00000000,8329.00000000,9533.57000000,2719942892.64730906
1519603200000,2018-02-26,9590.00000000,11565.00000000,9350.00000000,11515.00000000,1967477246.42707215
1518998400000,2018-02-19,10375.01000000,11786.01000000,9274.80000000,9590.00000000,3657589238.53289945
1518393600000,2018-02-12,8063.82000000,11274.00000000,8053.00000000,10383.43000000,3026660454.85449099
1517788800000,2018-02-05,8179.99000000,9065.78000000,6000.01000000,8063.88000000,2608962030.92850646
1517184000000,2018-01-29,11879.95000000,11975.02000000,7930.00000000,8184.81000000,1896352538.67067303
1516579200000,2018-01-22,11530.00000000,12244.00000000,9900.24000000,11879.95000000,2184045152.49622084
1515974400000,2018-01-15,13477.98000000,14249.99000000,9035.00000000,11530.00000000,3434833014.70379800
1515369600000,2018-01-08,16218.85000000,16322.30000000,11400.00000000,13474.99000000,1919927016.02062138
1514764800000,2018-01-01,13715.65000000,17176.24000000,12750.00000000,16150.03000000,1828148890.85411918
1514160000000,2017-12-25,13500.00000000,16498.05000000,11750.00000000,13716.36000000,1636613418.33164790
1513555200000,2017-12-18,18860.04000000,19300.00000000,10961.00000000,13500.00000000,1998479799.11456170
1512950400000,2017-12-11,14946.26000000,19798.68000000,14666.56000000,18860.02000000,1143594375.37658067
1512345600000,2017-12-04,11165.41000000,17204.99000000,10802.00000000,14899.98000000,1022228203.79649083
1511740800000,2017-11-27,9128.00000000,11825.00000000,8520.00000000,11165.41000000,493261876.52474081
