Date,P/E,P/B,Div Yield
2022-01-03,53.05,8.34,1.68
2022-01-04,53.15,8.35,1.67
2022-01-05,53.31,8.38,1.67
2022-01-06,53.19,8.36,1.67
2022-01-07,53.38,8.39,1.67
2022-01-10,53.63,8.43,1.66
2022-01-11,53.36,8.39,1.67
2022-01-12,53.66,8.43,1.66
2022-01-13,53.86,8.46,1.65
2022-01-14,53.62,8.43,1.66
2022-01-17,53.73,8.44,1.66
2022-01-18,52.77,8.29,1.69
2022-01-19,52.44,8.24,1.7
2022-01-20,52.18,8.2,1.72
2022-01-21,52.13,8.19,1.72
2022-01-24,50.48,7.96,1.77
2022-01-25,54.77,8.1,1.74
2022-01-27,54.25,8.03,1.74
2022-01-28,55.7,8.05,1.74
2022-01-31,56.12,8.11,1.73
2022-02-01,55.19,8.23,1.7
2022-02-02,55.45,8.27,1.69
2022-02-03,55.41,8.24,1.7
2022-02-04,55.33,8.23,1.7
2022-02-07,54.72,8.14,1.72
2022-02-08,54.66,8.13,1.74
2022-02-09,54.12,8.25,1.69
2022-02-10,54.09,8.26,1.68
2022-02-11,53.26,8.15,1.7
2022-02-14,51.58,7.92,1.75
2022-02-15,53.19,8.1,1.71
2022-02-16,53.1,8.09,1.72
2022-02-17,53.2,8.1,1.71
2022-02-18,52.81,8.04,1.72
2022-02-21,52.8,8.02,1.75
2022-02-22,53.57,7.99,1.75
2022-02-23,53.7,8.01,1.75
2022-02-24,51.65,7.71,1.82
2022-02-25,52.79,7.87,1.78
2022-02-28,53.07,7.91,1.77
2022-03-02,52.66,7.85,1.79
2022-03-03,52.02,7.75,1.81
2022-03-04,50.76,7.56,1.85
2022-03-07,49.34,7.35,1.91
2022-03-08,49.53,7.38,1.9
2022-03-09,50.31,7.5,2.18
2022-03-10,51.3,7.65,2.13
2022-03-11,51.16,7.62,2.14
2022-03-14,51.25,7.64,2.14
2022-03-15,51.0,7.6,2.15
2022-03-16,51.87,7.73,2.11
2022-03-17,52.57,7.83,2.08
2022-03-21,52.23,7.78,2.08
2022-03-22,51.89,7.73,2.1
2022-03-23,51.75,7.71,2.1
2022-03-24,51.66,7.7,2.11
2022-03-25,51.21,7.63,2.13
2022-03-28,51.16,7.62,2.13
2022-03-29,51.51,7.68,2.11
2022-03-30,51.95,7.74,2.13
2022-03-31,57.64,8.27,2.02
2022-04-01,58.16,8.35,2.0
2022-04-04,58.96,8.46,1.97
2022-04-05,59.4,8.53,1.96
2022-04-06,59.56,8.55,1.95
2022-04-07,59.42,8.53,1.96
2022-04-08,59.85,8.59,1.82
2022-04-11,60.03,8.62,1.81
2022-04-12,59.26,8.51,1.91
2022-04-13,59.25,8.5,1.91
2022-04-18,59.11,8.48,1.92
2022-04-19,58.03,8.33,1.89
2022-04-20,58.79,8.44,1.87
2022-04-21,59.41,8.53,1.9
2022-04-22,59.02,8.47,1.88
2022-04-25,58.19,8.35,1.91
2022-04-26,58.86,8.45,1.89
2022-04-27,58.5,8.27,1.91
2022-04-28,58.81,8.36,1.89
2022-04-29,58.31,8.3,1.85
2022-05-02,58.82,8.25,1.86
2022-05-04,52.54,7.95,1.9
2022-05-05,52.51,7.95,1.95
2022-05-06,51.55,7.81,2.62
2022-05-09,50.94,7.71,2.65
2022-05-10,50.56,7.69,2.66
2022-05-11,50.24,7.65,2.65
2022-05-12,49.13,7.54,2.69
2022-05-13,49.19,7.55,2.77
2022-05-16,49.4,7.58,2.76
2022-05-17,50.57,7.76,2.61
2022-05-18,50.89,7.79,2.59
2022-05-19,49.95,7.62,2.65
2022-05-20,51.08,7.79,2.59
2022-05-23,52.15,7.85,2.57
2022-05-24,51.83,7.81,2.59
2022-05-25,51.35,7.74,2.58
2022-05-26,51.75,7.8,2.56
2022-05-27,52.31,7.89,2.53
2022-05-30,53.02,8.01,2.49
2022-05-31,53.24,8.03,2.48
2022-06-01,52.77,7.96,2.51
2022-06-02,53.03,8.0,2.52
2022-06-03,52.23,7.88,2.56
2022-06-06,52.05,7.85,2.57
2022-06-07,51.48,7.76,2.6
2022-06-08,51.31,7.74,2.61
2022-06-09,51.41,7.75,2.6
2022-06-10,51.27,7.73,2.61
2022-06-13,50.69,7.65,2.64
2022-06-14,51.01,7.61,2.56
2022-06-15,51.03,7.62,2.66
2022-06-16,50.34,7.51,2.7
2022-06-17,49.59,7.4,2.73
2022-06-20,49.52,7.39,2.86
2022-06-21,50.29,7.51,2.81
2022-06-22,49.78,7.43,2.84
2022-06-23,50.7,7.57,2.79
2022-06-24,51.24,7.65,2.76
2022-06-27,51.73,7.72,2.73
2022-06-28,51.89,7.75,2.74
2022-06-29,51.63,7.71,2.75
2022-06-30,51.0,7.66,2.85
2022-07-01,51.39,7.71,2.82
2022-07-04,52.1,7.82,2.78
2022-07-05,52.01,7.81,2.86
2022-07-06,53.42,8.02,2.78
2022-07-07,53.56,8.04,2.84
2022-07-08,53.52,7.99,2.85
2022-07-11,53.66,8.03,2.84
2022-07-12,53.1,7.94,2.85
2022-07-13,53.23,7.96,2.84
2022-07-14,53.33,7.98,2.9
2022-07-15,54.06,8.09,2.86
2022-07-18,54.14,8.1,2.85
2022-07-19,54.17,8.1,2.8
2022-07-20,54.69,8.18,2.78
2022-07-21,55.73,8.27,2.75
2022-07-22,56.16,8.29,2.74
2022-07-25,55.84,8.25,2.75
2022-07-26,54.71,8.1,3.2
2022-07-27,54.94,8.13,3.19
2022-07-28,54.95,8.19,3.17
2022-07-29,54.75,8.29,3.13
2022-08-01,54.67,8.35,3.1
2022-08-02,54.22,8.38,3.15
2022-08-03,53.46,8.3,3.25
2022-08-04,53.61,8.34,3.27
2022-08-05,53.28,8.33,3.26
2022-08-08,53.49,8.34,3.28
2022-08-10,53.68,8.32,3.29
2022-08-11,53.58,8.23,3.25
2022-08-12,53.58,8.15,3.25
2022-08-16,53.94,8.28,3.2
2022-08-17,54.11,8.31,3.19
2022-08-18,54.09,8.21,3.2
2022-08-19,53.66,8.14,3.23
2022-08-22,53.08,8.06,3.26
2022-08-23,53.19,8.07,3.26
2022-08-24,53.38,8.1,3.24
2022-08-25,53.33,8.09,3.25
2022-08-26,53.41,8.1,3.24
2022-08-29,53.37,8.1,3.24
2022-08-30,54.37,8.98,3.19
2022-09-01,54.31,8.97,3.17
2022-09-02,54.18,8.95,3.18
2022-09-05,54.04,8.93,3.19
2022-09-06,53.94,8.91,3.2
2022-09-07,54.06,8.93,3.19
2022-09-08,54.25,8.96,2.82
2022-09-09,54.3,8.97,2.82
2022-09-12,54.57,9.02,2.8
2022-09-13,55.02,9.09,2.69
2022-09-14,55.46,9.16,2.67
2022-09-15,55.65,9.19,2.66
2022-09-16,54.12,8.94,2.73
2022-09-19,54.61,9.02,2.72
2022-09-20,54.97,9.08,2.7
2022-09-21,54.81,9.05,2.71
2022-09-22,55.13,9.11,2.69
2022-09-23,54.61,9.02,2.72
2022-09-26,53.46,8.83,2.77
2022-09-27,53.51,8.84,2.77
2022-09-28,53.43,8.83,2.78
2022-09-29,53.54,8.84,2.77
2022-09-30,58.0,9.1,2.62
2022-10-03,56.93,8.93,2.67
2022-10-04,57.92,9.09,2.62
2022-10-06,58.23,9.13,2.61
2022-10-07,58.42,9.16,2.6
2022-10-10,58.17,9.12,2.61
2022-10-11,56.88,8.92,2.67
2022-10-12,57.35,9.0,2.65
2022-10-13,57.14,8.96,2.66
2022-10-14,57.11,8.96,2.66
2022-10-17,57.33,8.99,2.65
2022-10-18,57.71,9.05,2.63
2022-10-19,57.63,9.05,2.63
2022-10-20,57.71,9.07,2.63
2022-10-24,57.76,9.07,2.63
2022-10-25,58.34,9.04,2.64
2022-10-27,58.49,9.06,2.52
2022-10-28,58.94,9.11,2.5
2022-10-31,59.44,9.19,2.58
2022-11-02,62.94,9.22,2.6
2022-11-03,62.82,9.21,2.6
2022-11-04,64.22,9.26,2.6
2022-11-07,65.01,9.33,2.57
2022-11-09,64.76,9.3,2.57
2022-11-10,64.42,9.25,2.58
2022-11-11,64.5,9.27,2.58
2022-11-14,64.49,9.28,2.57
2022-11-15,64.22,9.3,2.57
2022-11-16,63.9,9.27,2.58
2022-11-17,63.58,9.22,2.59
2022-11-18,62.5,9.19,2.6
2022-11-21,62.31,9.16,2.65
2022-11-22,62.36,9.17,2.64
2022-11-23,62.32,9.17,2.65
2022-11-24,62.69,9.22,2.63
2022-11-25,62.85,9.24,2.62
2022-11-28,62.9,9.26,2.62
2022-11-29,63.15,9.3,2.93
2022-11-30,63.61,9.37,2.91
2022-12-01,63.86,9.41,2.89
2022-12-02,63.68,9.38,2.9
2022-12-05,63.58,9.37,2.91
2022-12-06,63.53,9.36,2.91
2022-12-07,63.71,9.39,2.9
2022-12-08,63.94,9.42,2.89
2022-12-09,63.99,9.43,2.89
2022-12-12,64.15,9.45,2.88
2022-12-13,64.1,9.44,2.88
2022-12-14,64.02,9.43,2.89
2022-12-15,63.32,9.33,2.92
2022-12-16,62.75,9.24,2.95
2022-12-19,63.52,9.36,2.66
2022-12-20,63.33,9.33,2.67
2022-12-21,62.59,9.22,2.7
2022-12-22,62.39,9.19,2.71
2022-12-23,60.9,8.97,2.78
2022-12-26,61.46,9.05,2.75
2022-12-27,61.71,9.09,2.74
2022-12-28,61.74,9.1,2.74
2022-12-29,61.66,9.08,2.74
2022-12-30,61.2,8.98,2.73
2023-01-02,61.26,8.99,2.73
2023-01-03,61.26,8.99,2.73
2023-01-04,60.92,8.94,2.75
2023-01-05,61.54,9.03,2.72
2023-01-06,61.45,9.02,2.72
2023-01-09,61.9,9.08,2.7
2023-01-10,61.65,9.04,2.71
2023-01-11,61.52,9.03,2.72
2023-01-12,61.54,9.03,2.72
2023-01-13,61.61,9.04,2.72
2023-01-16,61.33,9.0,2.73
2023-01-17,61.71,9.05,2.71
2023-01-18,62.04,9.1,2.7
2023-01-19,61.85,9.07,2.71
2023-01-20,61.0,8.97,2.73
2023-01-23,60.91,8.98,2.72
2023-01-24,61.13,8.99,2.72
2023-01-25,58.71,8.89,2.75
2023-01-27,57.8,8.75,2.79
2023-01-30,61.96,8.75,2.79
2023-01-31,62.49,8.78,2.78
2023-02-01,61.68,8.67,2.82
2023-02-02,62.48,8.78,2.79
2023-02-03,59.58,8.82,3.01
2023-02-06,59.72,8.84,3.0
2023-02-07,59.74,8.84,3.0
2023-02-08,59.94,8.87,2.99
2023-02-09,59.82,8.86,2.99
2023-02-10,59.13,8.85,3.0
2023-02-13,58.88,8.8,3.01
2023-02-14,58.75,8.79,3.02
2023-02-15,59.05,8.84,3.0
2023-02-16,59.25,8.87,2.99
2023-02-17,48.15,8.21,3.01
