Date,P/E,P/B,Div Yield
2022-01-03,39.33,12.06,1.33
2022-01-04,39.58,12.14,1.32
2022-01-05,38.82,11.9,1.35
2022-01-06,38.21,11.72,1.37
2022-01-07,38.34,11.76,1.36
2022-01-10,38.42,11.78,1.36
2022-01-11,38.81,11.9,1.35
2022-01-12,38.81,11.9,1.35
2022-01-13,38.81,11.9,1.35
2022-01-14,38.44,11.97,1.3
2022-01-17,38.32,11.96,1.3
2022-01-18,37.81,11.74,1.32
2022-01-19,37.01,11.49,1.4
2022-01-20,36.36,11.3,1.5
2022-01-21,35.7,11.11,1.51
2022-01-24,34.48,10.73,1.55
2022-01-25,34.34,10.7,1.56
2022-01-27,33.12,10.32,1.61
2022-01-28,33.49,10.44,1.6
2022-01-31,34.38,10.74,1.55
2022-02-01,34.92,10.9,1.53
2022-02-02,35.33,11.03,1.51
2022-02-03,34.55,10.81,1.54
2022-02-04,34.57,10.81,1.54
2022-02-07,34.12,10.67,1.57
2022-02-08,34.02,10.64,1.57
2022-02-09,34.47,10.78,1.55
2022-02-10,34.83,10.9,1.54
2022-02-11,33.88,10.6,1.58
2022-02-14,33.39,10.44,1.6
2022-02-15,34.4,10.76,1.55
2022-02-16,34.29,10.73,1.56
2022-02-17,34.13,10.68,1.57
2022-02-18,33.98,10.63,1.57
2022-02-21,33.97,10.63,1.57
2022-02-22,33.63,10.52,1.59
2022-02-23,33.62,10.52,1.59
2022-02-24,32.07,10.03,1.67
2022-02-25,32.99,10.32,1.62
2022-02-28,33.35,10.43,1.6
2022-03-02,33.23,10.4,1.61
2022-03-03,33.63,10.52,1.59
2022-03-04,33.68,10.54,1.59
2022-03-07,33.64,10.52,1.59
2022-03-08,34.54,10.81,1.55
2022-03-09,34.92,10.93,1.53
2022-03-10,34.88,10.91,1.53
2022-03-11,34.83,10.9,1.53
2022-03-14,35.5,11.11,1.51
2022-03-15,34.59,10.82,1.55
2022-03-16,35.21,11.01,1.52
2022-03-17,35.12,10.99,1.52
2022-03-21,34.86,10.91,1.53
2022-03-22,35.54,11.12,1.5
2022-03-23,35.56,11.12,1.5
2022-03-24,35.98,11.26,1.49
2022-03-25,35.63,11.14,1.5
2022-03-28,35.5,11.11,1.51
2022-03-29,35.62,11.14,1.5
2022-03-30,35.93,11.24,1.49
2022-03-31,35.85,11.2,1.48
2022-04-01,35.87,11.21,1.48
2022-04-04,35.97,11.24,1.48
2022-04-05,35.99,11.24,1.55
2022-04-06,35.41,11.06,1.57
2022-04-07,34.96,10.92,1.59
2022-04-08,34.93,10.91,1.59
2022-04-11,34.44,10.76,1.62
2022-04-12,33.93,10.6,1.64
2022-04-13,33.75,10.59,1.64
2022-04-18,32.21,10.11,1.72
2022-04-19,31.01,9.81,1.77
2022-04-20,31.24,9.92,1.75
2022-04-21,31.62,10.06,1.73
2022-04-22,31.44,10.0,1.74
2022-04-25,30.04,9.79,1.78
2022-04-26,30.13,9.82,1.77
2022-04-27,29.9,9.74,1.78
2022-04-28,30.2,9.84,1.91
2022-04-29,29.93,9.75,1.8
2022-05-02,29.47,9.6,1.83
2022-05-04,29.05,9.49,1.85
2022-05-05,29.65,9.69,1.81
2022-05-06,28.98,9.47,1.85
2022-05-09,28.99,9.48,1.85
2022-05-10,28.7,9.38,1.87
2022-05-11,28.35,9.27,1.89
2022-05-12,28.07,9.17,1.91
2022-05-13,27.95,9.13,1.92
2022-05-16,27.66,9.07,1.94
2022-05-17,28.15,9.32,1.88
2022-05-18,28.02,9.27,1.88
2022-05-19,26.41,8.74,2.0
2022-05-20,26.82,8.88,1.97
2022-05-23,27.09,8.97,1.96
2022-05-24,26.58,8.8,1.99
