Date,P/E,P/B,Div Yield
2022-01-03,10.28,0.76,0.32
2022-01-04,10.41,0.77,0.32
2022-01-05,10.57,0.78,0.31
2022-01-06,10.62,0.79,0.31
2022-01-07,10.63,0.79,0.31
2022-01-10,10.98,0.81,0.3
2022-01-11,10.95,0.81,0.3
2022-01-12,11.02,0.82,0.3
2022-01-13,11.09,0.82,0.3
2022-01-14,11.07,0.82,0.3
2022-01-17,11.1,0.82,0.3
2022-01-18,10.9,0.81,0.3
2022-01-19,11.14,0.83,0.3
2022-01-20,11.12,0.82,0.3
2022-01-21,10.78,0.8,0.31
2022-01-24,10.54,0.78,0.31
2022-01-25,10.99,0.82,0.3
2022-01-27,11.54,0.86,0.28
2022-01-28,11.5,0.85,0.29
2022-01-31,11.23,0.88,0.28
2022-02-01,11.15,0.87,0.28
2022-02-02,11.52,0.9,0.27
2022-02-03,11.46,0.9,0.27
2022-02-04,11.22,0.88,0.28
2022-02-07,11.33,0.89,0.27
2022-02-08,10.58,0.9,0.27
2022-02-09,10.3,0.89,0.27
2022-02-10,10.26,0.89,0.27
2022-02-11,10.06,0.87,0.28
2022-02-14,9.46,0.82,0.3
2022-02-15,9.83,0.85,0.29
2022-02-16,9.72,0.84,0.29
2022-02-17,9.6,0.83,0.29
2022-02-18,9.59,0.83,0.29
2022-02-21,9.45,0.82,0.3
2022-02-22,9.31,0.81,0.3
2022-02-23,9.41,0.82,0.3
2022-02-24,8.63,0.75,0.33
2022-02-25,9.04,0.79,0.31
2022-02-28,9.05,0.79,0.31
2022-03-02,8.95,0.78,0.31
2022-03-03,8.89,0.77,0.32
2022-03-04,8.75,0.76,0.32
2022-03-07,8.35,0.73,0.34
2022-03-08,8.56,0.74,0.33
2022-03-09,8.73,0.76,0.32
2022-03-10,8.93,0.78,0.31
2022-03-11,9.01,0.78,0.31
2022-03-14,9.19,0.8,0.31
2022-03-15,9.1,0.79,0.31
2022-03-16,9.23,0.8,0.3
2022-03-17,9.31,0.81,0.3
2022-03-21,9.2,0.8,0.31
2022-03-22,9.22,0.8,0.31
2022-03-23,9.17,0.8,0.31
2022-03-24,9.13,0.79,0.31
2022-03-25,9.17,0.8,0.31
2022-03-28,9.29,0.81,0.3
2022-03-29,9.21,0.8,0.31
2022-03-30,9.32,0.81,0.3
2022-03-31,9.1,0.77,0.3
2022-04-01,9.46,0.8,0.29
2022-04-04,9.55,0.81,0.28
2022-04-05,9.59,0.81,0.28
2022-04-06,9.78,0.83,0.28
2022-04-07,9.75,0.83,0.28
2022-04-08,9.83,0.83,0.28
2022-04-11,9.78,0.83,0.28
2022-04-12,9.66,0.82,0.28
2022-04-13,9.68,0.82,0.28
2022-04-18,9.44,0.8,0.29
2022-04-19,9.41,0.8,0.29
2022-04-20,9.39,0.8,0.29
2022-04-21,9.5,0.81,0.29
2022-04-22,9.3,0.79,0.29
2022-04-25,9.18,0.78,0.29
2022-04-26,9.39,0.8,0.29
2022-04-27,9.31,0.79,0.29
2022-04-28,9.36,0.79,0.29
2022-04-29,9.21,0.78,0.29
2022-05-02,9.14,0.78,0.3
2022-05-04,8.9,0.76,0.3
2022-05-05,8.84,0.75,0.31
2022-05-06,8.79,0.75,0.31
2022-05-09,8.58,0.73,0.32
2022-05-10,8.3,0.72,0.32
2022-05-11,8.12,0.72,0.32
2022-05-12,7.68,0.68,0.34
2022-05-13,7.83,0.68,0.34
2022-05-16,8.15,0.7,0.33
2022-05-17,7.5,0.72,0.32
2022-05-18,7.39,0.7,0.33
2022-05-19,7.18,0.68,0.34
2022-05-20,7.39,0.71,0.33
2022-05-23,7.33,0.7,0.33
2022-05-24,7.3,0.7,0.33
2022-05-25,7.15,0.69,0.79
