Date,P/E,P/B,Div Yield
2022-01-03,22.92,2.69,0.33
2022-01-04,23.19,2.72,0.33
2022-01-05,23.73,2.79,0.32
2022-01-06,23.6,2.77,0.32
2022-01-07,23.75,2.79,0.32
2022-01-10,24.14,2.83,0.32
2022-01-11,24.2,2.84,0.32
2022-01-12,24.38,2.86,0.31
2022-01-13,24.21,2.84,0.31
2022-01-14,24.15,2.84,0.32
2022-01-17,24.05,2.83,0.32
2022-01-18,23.72,2.82,0.32
2022-01-19,23.61,2.81,0.32
2022-01-20,23.49,2.8,0.32
2022-01-21,23.32,2.78,0.32
2022-01-24,22.93,2.73,0.33
2022-01-25,23.14,2.79,0.32
2022-01-27,22.59,2.81,0.32
2022-01-28,22.36,2.79,0.32
2022-01-31,22.48,2.81,0.32
2022-02-01,22.53,2.85,0.31
2022-02-02,23.01,2.91,0.31
2022-02-03,22.82,2.88,0.31
2022-02-04,22.69,2.87,0.31
2022-02-07,22.23,2.81,0.32
2022-02-08,21.83,2.81,0.32
2022-02-09,22.16,2.85,0.31
2022-02-10,22.39,2.88,0.31
2022-02-11,22.11,2.85,0.31
2022-02-14,21.18,2.73,0.33
2022-02-15,21.91,2.82,0.32
2022-02-16,21.78,2.81,0.32
2022-02-17,21.54,2.77,0.32
2022-02-18,21.58,2.78,0.32
2022-02-21,21.63,2.79,0.32
2022-02-22,21.45,2.76,0.32
2022-02-23,21.46,2.76,0.32
2022-02-24,20.22,2.6,0.34
2022-02-25,20.91,2.69,0.33
2022-02-28,20.78,2.68,0.33
2022-03-02,20.3,2.61,0.34
2022-03-03,20.06,2.58,0.35
2022-03-04,19.75,2.54,0.35
2022-03-07,18.87,2.43,0.37
2022-03-08,19.03,2.45,0.37
2022-03-09,19.41,2.5,0.36
2022-03-10,19.79,2.55,0.35
2022-03-11,19.83,2.55,0.35
2022-03-14,20.27,2.61,0.34
2022-03-15,20.1,2.59,0.35
2022-03-16,20.52,2.64,0.34
2022-03-17,20.91,2.69,0.33
2022-03-21,20.67,2.66,0.34
2022-03-22,20.86,2.69,0.33
