Date,P/E,P/B,Div Yield
2022-03-24,33.35,4.89,0.67
2022-03-25,33.06,4.85,0.68
2022-03-28,32.95,4.84,0.68
2022-03-29,33.46,4.91,0.67
2022-03-30,33.4,4.9,0.67
2022-03-31,33.0,4.85,0.68
2022-04-01,32.99,4.85,0.68
2022-04-04,33.5,4.92,0.67
2022-04-05,33.54,4.93,0.67
2022-04-06,33.42,4.91,0.67
2022-04-07,33.56,4.93,0.67
2022-04-08,33.62,4.94,0.67
2022-04-11,33.61,4.94,0.67
2022-04-12,33.39,4.91,0.67
2022-04-13,33.46,4.92,0.67
2022-04-18,33.32,4.9,0.67
2022-04-19,32.85,4.83,0.68
2022-04-20,33.18,4.88,0.68
2022-04-21,33.57,4.94,0.67
2022-04-22,32.96,4.85,0.68
2022-04-25,32.3,4.75,0.69
2022-04-26,32.66,4.8,0.69
2022-04-27,32.45,4.77,0.69
2022-04-28,32.74,4.81,0.69
2022-04-29,32.7,4.81,0.69
2022-05-02,32.81,4.81,0.69
2022-05-04,31.97,4.68,0.7
2022-05-05,31.87,4.65,0.71
2022-05-06,31.41,4.58,0.72
2022-05-09,31.32,4.57,0.72
2022-05-10,30.86,4.5,0.74
2022-05-11,30.76,4.48,0.74
2022-05-12,30.5,4.44,0.75
2022-05-13,31.0,4.51,0.73
2022-05-16,30.95,4.5,0.74
2022-05-17,31.42,4.55,0.73
2022-05-18,31.75,4.6,0.72
2022-05-19,31.14,4.5,0.74
2022-05-20,33.59,4.67,0.71
2022-05-23,34.01,4.6,0.72
2022-05-24,33.64,4.53,0.73
2022-05-25,32.76,4.48,0.74
2022-05-26,32.83,4.48,0.74
2022-05-27,33.5,4.52,0.73
2022-05-30,33.5,4.53,0.73
2022-05-31,33.41,4.5,0.74
2022-06-01,37.29,4.44,0.75
2022-06-02,37.83,4.46,0.74
2022-06-03,37.58,4.44,0.77
2022-06-06,37.56,4.43,0.81
2022-06-07,37.16,4.39,0.82
2022-06-08,37.28,4.4,0.81
2022-06-09,37.72,4.45,0.8
2022-06-10,37.58,4.44,0.81
2022-06-13,36.89,4.35,0.82
2022-06-14,37.01,4.36,0.82
2022-06-15,37.14,4.38,0.82
2022-06-16,36.55,4.31,0.83
2022-06-17,35.75,4.22,0.83
2022-06-20,35.88,4.23,0.83
2022-06-21,36.64,4.32,0.81
2022-06-22,36.16,4.26,0.82
2022-06-23,36.73,4.33,0.81
2022-06-24,36.89,4.35,0.8
2022-06-27,37.02,4.36,0.8
2022-06-28,37.0,4.36,0.8
2022-06-29,36.98,4.36,0.8
2022-06-30,36.76,4.34,0.81
2022-07-01,37.07,4.38,0.8
2022-07-04,36.94,4.36,0.8
2022-07-05,36.99,4.37,0.8
2022-07-06,37.28,4.4,0.8
2022-07-07,37.46,4.42,0.79
2022-07-08,37.64,4.42,0.79
2022-07-11,37.99,4.46,0.8
2022-07-12,37.65,4.42,0.8
2022-07-13,38.16,4.48,0.79
2022-07-14,38.46,4.52,0.81
2022-07-15,38.5,4.52,0.81
2022-07-18,38.44,4.51,0.81
2022-07-19,38.35,4.5,0.76
2022-07-20,38.43,4.51,0.76
2022-07-21,38.25,4.49,0.76
2022-07-22,38.29,4.48,0.77
2022-07-25,37.9,4.43,0.77
2022-07-26,37.45,4.38,0.78
2022-07-27,38.32,4.48,0.73
2022-07-28,38.42,4.5,0.72
2022-07-29,38.66,4.54,0.71
2022-08-01,36.66,4.53,0.71
2022-08-02,35.57,4.54,0.74
2022-08-03,35.3,4.5,0.75
2022-08-04,36.13,4.61,0.73
2022-08-05,36.01,4.59,0.73
2022-08-08,37.27,4.6,0.8
2022-08-10,37.96,4.6,0.73
2022-08-11,37.72,4.57,0.8
2022-08-12,37.77,4.44,0.81
2022-08-16,38.37,4.47,0.81
2022-08-17,38.27,4.47,0.76
2022-08-18,38.14,4.38,0.77
2022-08-19,37.74,4.34,0.87
2022-08-22,37.11,4.27,0.88
2022-08-23,37.39,4.3,0.82
2022-08-24,37.28,4.28,0.82
2022-08-25,37.13,4.27,0.82
2022-08-26,37.09,4.26,0.82
2022-08-29,36.99,4.25,0.82
2022-08-30,37.44,4.24,0.81
2022-09-01,37.01,4.18,0.82
2022-09-02,36.87,4.17,0.82
2022-09-05,37.05,4.19,0.82
2022-09-06,37.14,4.2,0.81
2022-09-07,37.43,4.23,0.81
2022-09-08,37.41,4.23,0.8
2022-09-09,37.41,4.23,0.8
2022-09-12,37.49,4.24,0.81
2022-09-13,37.58,4.25,0.8
2022-09-14,37.39,4.23,0.81
2022-09-15,36.91,4.17,0.82
2022-09-16,36.4,4.11,0.83
2022-09-19,36.47,4.12,0.84
2022-09-20,37.59,4.25,0.81
2022-09-21,37.07,4.19,0.83
2022-09-22,37.19,4.2,0.82
2022-09-23,37.18,4.2,0.82
2022-09-26,36.78,4.16,0.83
2022-09-27,37.14,4.2,0.82
2022-09-28,37.46,4.23,0.82
2022-09-29,37.96,4.29,0.81
2022-09-30,36.55,4.44,1.0
2022-10-03,36.96,4.49,0.99
2022-10-04,37.28,4.53,0.98
2022-10-06,37.15,4.52,0.99
2022-10-07,37.0,4.5,0.99
2022-10-10,36.7,4.46,1.0
2022-10-11,36.14,4.39,1.02
2022-10-12,36.17,4.4,1.02
2022-10-13,36.25,4.41,1.01
2022-10-14,36.49,4.43,1.01
2022-10-17,36.58,4.44,1.0
2022-10-18,36.65,4.45,1.0
2022-10-19,36.69,4.46,1.0
2022-10-20,36.88,4.48,1.0
2022-10-24,36.8,4.47,1.0
2022-10-25,36.77,4.49,0.99
2022-10-27,37.09,4.53,0.99
2022-10-28,36.65,4.47,1.0
2022-10-31,37.11,4.52,0.99
2022-11-02,37.57,4.64,0.96
2022-11-03,37.58,4.64,0.97
2022-11-04,37.69,4.6,0.98
2022-11-07,36.97,4.53,0.99
2022-11-09,36.72,4.48,1.0
2022-11-10,36.45,4.45,1.01
2022-11-11,36.54,4.46,1.01
2022-11-14,33.29,4.46,1.01
2022-11-15,33.9,4.46,1.01
2022-11-16,33.76,4.45,1.01
2022-11-17,33.63,4.43,1.0
2022-11-18,33.48,4.4,1.0
2022-11-21,33.3,4.38,1.01
2022-11-22,33.41,4.39,1.01
2022-11-23,33.52,4.41,1.0
2022-11-24,33.55,4.41,1.0
2022-11-25,33.76,4.44,1.0
2022-11-28,33.82,4.45,0.99
2022-11-29,34.07,4.48,0.99
2022-11-30,34.21,4.5,0.98
2022-12-01,34.15,4.49,0.98
2022-12-02,34.06,4.48,0.99
2022-12-05,33.98,4.47,0.99
2022-12-06,33.72,4.44,1.0
2022-12-07,33.5,4.41,1.0
2022-12-08,33.13,4.36,1.01
2022-12-09,33.25,4.37,1.01
2022-12-12,33.21,4.37,1.01
2022-12-13,33.31,4.38,1.01
2022-12-14,33.54,4.41,1.0
2022-12-15,33.36,4.39,1.01
2022-12-16,32.89,4.33,1.02
2022-12-19,32.92,4.33,1.02
2022-12-20,32.85,4.32,1.02
2022-12-21,33.63,4.42,1.0
2022-12-22,33.56,4.41,1.0
2022-12-23,33.28,4.38,1.01
2022-12-26,33.0,4.34,1.02
2022-12-27,33.04,4.35,1.02
2022-12-28,32.86,4.32,1.02
2022-12-29,32.89,4.33,1.02
2022-12-30,32.74,4.31,1.02
2023-01-02,32.62,4.29,1.03
2023-01-03,32.85,4.32,1.02
2023-01-04,32.8,4.32,1.02
2023-01-05,33.14,4.36,1.01
2023-01-06,32.89,4.33,1.02
2023-01-09,33.19,4.37,1.01
2023-01-10,33.18,4.37,1.01
2023-01-11,32.96,4.34,1.02
2023-01-12,32.93,4.33,1.02
2023-01-13,32.92,4.33,1.02
2023-01-16,32.9,4.33,1.02
2023-01-17,32.87,4.32,1.02
2023-01-18,33.09,4.35,1.01
2023-01-19,33.0,4.34,1.02
2023-01-20,32.76,4.31,1.02
2023-01-23,33.05,4.35,1.01
2023-01-24,32.77,4.31,1.02
2023-01-25,32.33,4.25,1.04
2023-01-27,31.46,4.28,1.03
2023-01-30,31.4,4.27,1.03
2023-01-31,31.0,4.23,1.04
2023-02-01,30.99,4.22,1.04
2023-02-02,30.81,4.21,1.02
2023-02-03,30.51,4.17,1.06
2023-02-06,30.53,4.17,1.06
2023-02-07,31.12,4.17,1.06
2023-02-08,31.54,4.23,1.24
2023-02-09,31.39,4.21,1.06
2023-02-10,31.45,4.21,1.03
2023-02-13,31.44,4.19,1.03
2023-02-14,31.88,4.19,1.03
2023-02-15,31.85,4.18,1.03
2023-02-16,32.13,4.21,1.03
2023-02-17,31.97,4.16,1.11
