Date,P/E,P/B,Div Yield
2022-01-03,24.97,4.32,1.16
2022-01-04,25.17,4.35,1.15
2022-01-05,25.32,4.38,1.14
2022-01-06,25.12,4.34,1.15
2022-01-07,25.22,4.36,1.15
2022-01-10,25.46,4.4,1.14
2022-01-11,25.52,4.41,1.14
2022-01-12,25.75,4.45,1.12
2022-01-13,25.84,4.47,1.12
2022-01-14,25.79,4.47,1.12
2022-01-17,25.86,4.48,1.11
2022-01-18,25.46,4.42,1.13
2022-01-19,25.27,4.39,1.14
2022-01-20,25.04,4.36,1.16
2022-01-21,24.77,4.31,1.17
2022-01-24,24.03,4.18,1.21
2022-01-25,23.99,4.22,1.2
2022-01-27,23.62,4.17,1.2
2022-01-28,23.69,4.18,1.2
2022-01-31,23.98,4.24,1.18
2022-02-01,24.06,4.3,1.17
2022-02-02,24.4,4.35,1.16
2022-02-03,24.12,4.3,1.19
2022-02-04,24.0,4.29,1.19
2022-02-07,23.56,4.22,1.21
2022-02-08,23.23,4.23,1.19
2022-02-09,23.46,4.27,1.17
2022-02-10,23.42,4.3,1.17
2022-02-11,23.13,4.24,1.17
2022-02-14,22.28,4.11,1.26
2022-02-15,22.77,4.23,1.22
2022-02-16,22.71,4.22,1.24
2022-02-17,22.69,4.21,1.23
2022-02-18,22.61,4.2,1.23
2022-02-21,22.47,4.17,1.27
2022-02-22,22.33,4.15,1.24
2022-02-23,22.35,4.15,1.23
2022-02-24,21.23,3.94,1.3
2022-02-25,21.85,4.06,1.27
2022-02-28,22.04,4.09,1.26
2022-03-02,21.85,4.06,1.27
2022-03-03,21.74,4.03,1.28
2022-03-04,21.36,3.96,1.3
2022-03-07,20.85,3.87,1.33
2022-03-08,21.07,3.91,1.3
2022-03-09,21.49,3.99,1.3
2022-03-10,21.81,4.05,1.27
2022-03-11,21.88,4.06,1.27
2022-03-14,22.11,4.1,1.26
2022-03-15,21.85,4.05,1.26
2022-03-16,22.28,4.13,1.24
2022-03-17,22.66,4.2,1.22
2022-03-21,22.45,4.17,1.22
2022-03-22,22.66,4.2,1.2
2022-03-23,22.61,4.2,1.19
2022-03-24,22.61,4.2,1.19
2022-03-25,22.54,4.18,1.19
2022-03-28,22.59,4.19,1.19
2022-03-29,22.72,4.22,1.19
2022-03-30,22.93,4.25,1.18
2022-03-31,23.18,4.31,1.16
2022-04-01,23.48,4.37,1.15
2022-04-04,23.95,4.46,1.13
2022-04-05,23.93,4.45,1.13
2022-04-06,23.81,4.43,1.14
2022-04-07,23.6,4.39,1.15
2022-04-08,23.83,4.43,1.13
2022-04-11,23.78,4.42,1.13
2022-04-12,23.54,4.38,1.15
2022-04-13,23.48,4.37,1.15
2022-04-18,23.15,4.31,1.17
2022-04-19,22.72,4.25,1.18
2022-04-20,22.93,4.29,1.17
2022-04-21,23.26,4.35,1.16
2022-04-22,22.99,4.3,1.17
2022-04-25,22.6,4.24,1.19
2022-04-26,22.82,4.3,1.17
2022-04-27,22.6,4.26,1.18
2022-04-28,22.83,4.31,1.19
2022-04-29,22.61,4.27,1.18
2022-05-02,22.46,4.26,1.18
2022-05-04,21.74,4.16,1.21
2022-05-05,21.69,4.16,1.21
2022-05-06,21.32,4.09,1.27
2022-05-09,21.09,4.05,1.28
2022-05-10,20.68,4.01,1.29
2022-05-11,20.58,4.0,1.3
2022-05-12,20.11,3.9,1.4
2022-05-13,20.1,3.9,1.41
2022-05-16,20.09,3.93,1.41
2022-05-17,20.43,4.03,1.36
2022-05-18,20.41,4.03,1.37
2022-05-19,19.84,3.92,1.4
2022-05-20,20.35,4.02,1.37
2022-05-23,20.31,4.0,1.37
2022-05-24,20.14,3.98,1.38
2022-05-25,19.94,3.94,1.43
2022-05-26,20.12,3.98,1.47
2022-05-27,20.47,4.02,1.46
2022-05-30,20.89,4.11,1.43
2022-05-31,20.69,4.09,1.45
2022-06-01,20.67,4.07,1.46
2022-06-02,20.81,4.1,1.45
2022-06-03,20.68,4.08,1.44
2022-06-06,20.65,4.07,1.45
2022-06-07,20.47,4.04,1.46
2022-06-08,20.4,4.02,1.47
2022-06-09,20.54,4.05,1.47
2022-06-10,20.24,3.99,1.43
2022-06-13,19.71,3.89,1.45
2022-06-14,19.68,3.88,1.43
2022-06-15,19.65,3.87,1.51
2022-06-16,19.24,3.79,1.54
2022-06-17,19.1,3.76,1.53
2022-06-20,19.08,3.76,1.54
2022-06-21,19.51,3.84,1.5
2022-06-22,19.21,3.79,1.53
2022-06-23,19.4,3.82,1.52
2022-06-24,19.6,3.86,1.5
2022-06-27,19.77,3.9,1.49
2022-06-28,19.8,3.9,1.48
2022-06-29,19.72,3.89,1.46
2022-06-30,19.67,3.88,1.49
2022-07-01,19.68,3.88,1.48
2022-07-04,19.79,3.9,1.49
2022-07-05,19.77,3.9,1.49
2022-07-06,20.03,3.95,1.47
2022-07-07,20.22,3.99,1.46
2022-07-08,20.32,3.89,1.42
2022-07-11,20.37,3.83,1.41
2022-07-12,20.21,3.79,1.43
2022-07-13,20.12,3.78,1.43
2022-07-14,20.09,3.77,1.47
2022-07-15,20.23,3.8,1.44
2022-07-18,20.5,3.85,1.42
2022-07-19,20.59,3.87,1.42
2022-07-20,20.71,3.9,1.42
2022-07-21,20.86,3.93,1.46
2022-07-22,20.93,3.95,1.44
2022-07-25,20.83,3.93,1.43
2022-07-26,20.54,3.88,1.47
2022-07-27,20.58,3.91,1.45
2022-07-28,20.85,3.97,1.41
2022-07-29,21.1,4.03,1.38
2022-08-01,21.24,4.08,1.37
2022-08-02,21.24,4.08,1.37
2022-08-03,21.2,4.08,1.38
2022-08-04,21.23,4.09,1.38
2022-08-05,21.23,4.09,1.37
2022-08-08,21.52,4.15,1.38
2022-08-10,21.81,4.15,1.39
2022-08-11,21.96,4.12,1.41
2022-08-12,21.87,4.08,1.4
2022-08-16,22.11,4.12,1.39
2022-08-17,22.2,4.14,1.38
2022-08-18,22.24,4.14,1.41
2022-08-19,21.99,4.09,1.45
2022-08-22,21.64,4.02,1.48
2022-08-23,21.76,4.05,1.47
2022-08-24,21.82,4.06,1.46
2022-08-25,21.75,4.05,1.47
2022-08-26,21.81,4.06,1.46
2022-08-29,21.55,4.01,1.48
2022-08-30,22.08,4.08,1.44
2022-09-01,21.89,4.05,1.46
2022-09-02,21.87,4.04,1.45
2022-09-05,21.99,4.06,1.44
2022-09-06,22.02,4.07,1.44
2022-09-07,22.01,4.07,1.44
2022-09-08,22.18,4.1,1.38
2022-09-09,22.23,4.11,1.38
2022-09-12,22.38,4.14,1.37
2022-09-13,22.53,4.16,1.35
2022-09-14,22.47,4.15,1.35
2022-09-15,22.39,4.14,1.37
2022-09-16,21.9,4.05,1.34
2022-09-19,21.99,4.06,1.34
2022-09-20,22.24,4.11,1.32
2022-09-21,22.08,4.08,1.33
2022-09-22,22.03,4.07,1.34
2022-09-23,21.63,4.0,1.36
2022-09-26,21.18,3.91,1.39
2022-09-27,21.17,3.91,1.39
2022-09-28,21.01,3.88,1.4
2022-09-29,20.96,3.87,1.4
2022-09-30,21.52,3.96,1.37
2022-10-03,21.22,3.9,1.39
2022-10-04,21.72,3.99,1.35
2022-10-06,21.84,4.02,1.35
2022-10-07,21.81,4.01,1.35
2022-10-10,21.69,3.99,1.36
2022-10-11,21.35,3.93,1.38
2022-10-12,21.52,3.96,1.37
2022-10-13,21.36,3.93,1.38
2022-10-14,21.49,3.95,1.36
2022-10-17,21.61,3.98,1.36
2022-10-18,21.76,4.02,1.35
2022-10-19,21.79,4.03,1.35
2022-10-20,21.84,4.04,1.35
2022-10-24,21.97,4.06,1.33
2022-10-25,21.73,4.05,1.33
2022-10-27,21.85,4.07,1.31
2022-10-28,21.87,4.08,1.31
2022-10-31,22.14,4.13,1.3
2022-11-02,22.55,4.15,1.3
2022-11-03,22.54,4.15,1.3
2022-11-04,22.63,4.16,1.3
2022-11-07,22.63,4.18,1.3
2022-11-09,22.56,4.17,1.3
