Date,P/E,P/B,Div Yield
2022-03-30,24.42,4.89,1.93
2022-03-31,26.43,4.97,1.67
2022-04-01,26.74,5.03,1.65
2022-04-04,27.11,5.1,1.68
2022-04-05,27.25,5.13,1.68
2022-04-06,27.17,5.11,1.68
2022-04-07,27.1,5.1,1.69
2022-04-08,27.33,5.14,1.62
2022-04-11,27.29,5.13,1.63
2022-04-12,27.02,5.08,1.64
2022-04-13,27.02,5.08,1.64
2022-04-18,26.93,5.07,1.65
2022-04-19,26.34,4.96,1.68
2022-04-20,26.71,5.03,1.66
2022-04-21,27.09,5.09,1.65
2022-04-22,26.85,5.05,1.67
2022-04-25,26.37,4.98,1.69
2022-04-26,26.84,5.07,1.66
2022-04-27,26.71,5.02,1.67
2022-04-28,27.06,5.09,1.67
2022-04-29,26.77,5.04,1.65
2022-05-02,26.72,5.03,1.66
2022-05-04,26.16,4.94,1.68
2022-05-05,26.09,4.93,1.73
2022-05-06,25.78,4.87,1.75
2022-05-09,25.62,4.84,1.76
2022-05-10,25.74,4.82,1.77
2022-05-11,25.64,4.81,1.77
2022-05-12,25.5,4.74,1.82
2022-05-13,25.48,4.75,1.9
2022-05-16,25.46,4.75,1.9
2022-05-17,25.86,4.83,1.78
2022-05-18,25.93,4.84,1.78
2022-05-19,25.57,4.73,1.82
2022-05-20,26.43,4.84,1.78
2022-05-23,26.48,4.83,1.78
2022-05-24,26.21,4.79,1.8
2022-05-25,25.88,4.74,1.81
2022-05-26,26.17,4.79,1.84
2022-05-27,26.5,4.84,1.82
2022-05-30,26.96,4.93,1.79
2022-05-31,27.13,4.95,1.79
2022-06-01,26.89,4.9,1.81
2022-06-02,26.93,4.91,1.81
2022-06-03,26.67,4.86,1.84
2022-06-06,26.58,4.85,1.84
2022-06-07,26.31,4.8,1.86
2022-06-08,26.18,4.77,1.87
2022-06-09,26.3,4.8,1.93
2022-06-10,26.16,4.77,1.87
2022-06-13,25.77,4.7,1.9
2022-06-14,25.69,4.69,1.88
2022-06-15,25.73,4.69,1.9
2022-06-16,25.32,4.62,1.93
2022-06-17,24.91,4.54,1.95
2022-06-20,25.03,4.57,2.0
2022-06-21,25.45,4.64,1.96
2022-06-22,25.22,4.6,1.98
2022-06-23,25.53,4.66,1.96
2022-06-24,25.75,4.7,1.94
2022-06-27,25.93,4.73,1.93
2022-06-28,25.94,4.73,1.93
2022-06-29,25.81,4.71,1.89
2022-06-30,25.28,4.59,2.0
2022-07-01,25.62,4.65,1.94
2022-07-04,25.83,4.69,1.97
2022-07-05,25.78,4.68,1.97
2022-07-06,26.2,4.75,1.94
2022-07-07,26.33,4.78,1.94
2022-07-08,26.47,4.76,1.84
2022-07-11,26.51,4.75,1.84
2022-07-12,26.22,4.7,1.86
2022-07-13,26.32,4.72,1.86
2022-07-14,26.32,4.72,1.88
2022-07-15,26.6,4.75,1.86
2022-07-18,26.78,4.78,1.84
2022-07-19,26.76,4.78,1.86
2022-07-20,26.87,4.8,1.85
2022-07-21,27.11,4.84,1.93
2022-07-22,27.1,4.84,1.9
2022-07-25,26.95,4.81,1.86
2022-07-26,26.58,4.73,1.89
2022-07-27,26.94,4.79,1.86
2022-07-28,27.1,4.83,1.83
2022-07-29,27.31,4.89,1.8
2022-08-01,27.43,4.93,1.79
2022-08-02,27.92,4.94,1.79
2022-08-03,27.78,4.93,1.8
2022-08-04,27.86,4.94,1.84
2022-08-05,27.91,4.95,1.8
2022-08-08,28.2,4.96,1.81
2022-08-10,28.25,4.94,1.84
2022-08-11,28.59,4.84,1.94
2022-08-12,28.54,4.78,1.94
2022-08-16,28.81,4.86,1.91
2022-08-17,28.84,4.86,1.9
2022-08-18,28.89,4.85,1.9
2022-08-19,28.65,4.81,1.93
2022-08-22,28.26,4.74,1.96
2022-08-23,28.34,4.76,1.95
2022-08-24,28.34,4.76,1.95
2022-08-25,28.24,4.74,1.96
2022-08-26,28.34,4.76,1.95
2022-08-29,28.22,4.73,1.96
2022-08-30,28.68,4.65,1.93
2022-09-01,28.51,4.62,1.94
2022-09-02,28.41,4.61,1.95
2022-09-05,28.46,4.61,1.95
2022-09-06,28.46,4.61,1.95
2022-09-07,28.65,4.64,1.93
2022-09-08,28.8,4.67,1.86
2022-09-09,28.77,4.66,1.86
2022-09-12,28.97,4.7,1.85
2022-09-13,29.09,4.72,1.84
2022-09-14,29.02,4.7,1.85
2022-09-15,28.97,4.7,1.85
2022-09-16,28.19,4.57,1.9
2022-09-19,28.32,4.59,1.86
2022-09-20,28.66,4.64,1.84
2022-09-21,28.39,4.6,1.86
2022-09-22,28.43,4.61,1.85
2022-09-23,28.07,4.55,1.88
2022-09-26,27.64,4.48,1.91
2022-09-27,27.79,4.5,1.9
2022-09-28,27.77,4.5,1.9
2022-09-29,27.77,4.5,1.9
2022-09-30,27.74,4.47,1.89
2022-10-03,27.4,4.41,1.91
2022-10-04,27.84,4.49,1.88
2022-10-06,27.9,4.49,1.88
2022-10-07,27.84,4.49,1.88
2022-10-10,27.67,4.46,1.9
2022-10-11,27.19,4.38,1.93
2022-10-12,27.44,4.42,1.91
2022-10-13,27.29,4.4,1.92
2022-10-14,27.38,4.41,1.91
2022-10-17,27.48,4.43,1.91
2022-10-18,27.76,4.46,1.89
2022-10-19,27.94,4.46,1.92
2022-10-20,28.21,4.5,1.9
2022-10-24,28.24,4.5,1.88
2022-10-25,28.25,4.5,1.88
2022-10-27,28.41,4.53,1.85
2022-10-28,28.46,4.53,1.84
2022-10-31,28.76,4.58,1.87
2022-11-02,30.14,4.62,1.81
2022-11-03,30.09,4.62,1.82
2022-11-04,29.93,4.62,1.82
2022-11-07,29.92,4.63,1.82
2022-11-09,29.68,4.59,1.85
2022-11-10,29.55,4.57,1.86
2022-11-11,29.75,4.59,1.74
2022-11-14,28.66,4.59,1.79
2022-11-15,28.86,4.61,1.78
2022-11-16,28.82,4.6,1.79
2022-11-17,28.76,4.59,1.72
2022-11-18,28.66,4.58,1.72
2022-11-21,28.53,4.55,1.8
2022-11-22,28.6,4.57,1.8
2022-11-23,28.64,4.57,1.8
2022-11-24,28.86,4.61,1.78
2022-11-25,28.97,4.63,1.77
2022-11-28,29.12,4.65,1.76
2022-11-29,29.29,4.68,1.75
2022-11-30,29.58,4.72,1.74
2022-12-01,29.65,4.74,1.73
2022-12-02,29.59,4.73,1.74
2022-12-05,29.56,4.72,1.74
2022-12-06,29.5,4.71,1.74
2022-12-07,29.49,4.71,1.74
2022-12-08,29.5,4.71,1.74
2022-12-09,29.4,4.7,1.75
2022-12-12,29.44,4.7,1.75
2022-12-13,29.46,4.71,1.74
2022-12-14,29.5,4.71,1.74
2022-12-15,29.24,4.67,1.76
2022-12-16,28.91,4.62,1.78
2022-12-19,29.17,4.66,1.76
2022-12-20,29.05,4.64,1.77
2022-12-21,28.91,4.62,1.78
2022-12-22,28.84,4.61,1.72
2022-12-23,28.25,4.51,1.75
2022-12-26,28.48,4.55,1.74
2022-12-27,28.61,4.57,1.73
2022-12-28,28.6,4.57,1.73
2022-12-29,28.53,4.56,1.74
2022-12-30,28.42,4.63,1.75
2023-01-02,28.43,4.63,1.74
2023-01-03,28.55,4.65,1.74
2023-01-04,28.37,4.63,1.75
2023-01-05,28.63,4.67,1.73
2023-01-06,28.46,4.64,1.74
2023-01-09,28.72,4.68,1.73
2023-01-10,28.56,4.66,1.74
2023-01-11,28.44,4.64,1.74
2023-01-12,28.44,4.64,1.74
2023-01-13,28.43,4.65,1.74
2023-01-16,28.35,4.64,1.79
2023-01-17,28.52,4.67,1.78
2023-01-18,28.66,4.69,1.78
2023-01-19,28.57,4.68,1.8
2023-01-20,28.36,4.64,1.78
2023-01-23,28.49,4.66,1.77
2023-01-24,28.43,4.65,1.78
2023-01-25,28.04,4.59,1.8
2023-01-27,27.64,4.56,1.82
2023-01-30,27.64,4.56,1.82
2023-01-31,27.68,4.56,1.82
2023-02-01,27.57,4.55,1.83
2023-02-02,28.39,4.55,1.81
2023-02-03,28.36,4.55,1.83
2023-02-06,28.19,4.56,1.8
2023-02-07,28.2,4.55,1.78
2023-02-08,28.39,4.58,1.83
2023-02-09,28.3,4.57,1.75
2023-02-10,28.34,4.57,1.72
2023-02-13,28.17,4.53,1.73
2023-02-14,28.4,4.54,1.7
2023-02-15,28.56,4.56,1.73
2023-02-16,28.6,4.57,1.68
2023-02-17,28.44,4.55,1.76
