Date,P/E,P/B,Div Yield
2022-11-09,23.47,2.62,1.44
2022-11-10,23.25,2.6,1.46
2022-11-11,23.27,2.6,1.43
2022-11-14,23.97,2.6,1.43
2022-11-15,24.22,2.6,1.43
2022-11-16,24.04,2.57,1.44
2022-11-17,24.0,2.57,1.36
2022-11-18,23.79,2.56,1.37
2022-11-21,23.77,2.55,1.44
2022-11-22,23.9,2.57,1.45
2022-11-23,24.02,2.58,1.44
2022-11-24,24.14,2.59,1.44
2022-11-25,24.38,2.62,1.42
2022-11-28,24.51,2.63,1.42
2022-11-29,24.39,2.62,1.42
2022-11-30,24.65,2.65,1.41
2022-12-01,24.86,2.67,1.4
2022-12-02,25.03,2.69,1.39
2022-12-05,25.09,2.7,1.38
2022-12-06,24.96,2.68,1.39
2022-12-07,24.82,2.67,1.4
2022-12-08,24.98,2.68,1.39
2022-12-09,24.82,2.67,1.4
2022-12-12,24.94,2.68,1.39
2022-12-13,25.04,2.69,1.39
2022-12-14,25.24,2.71,1.38
2022-12-15,25.0,2.69,1.39
2022-12-16,24.58,2.64,1.41
2022-12-19,24.74,2.66,1.4
2022-12-20,24.66,2.65,1.41
2022-12-21,24.32,2.61,1.43
2022-12-22,24.19,2.6,1.43
2022-12-23,23.38,2.51,1.48
2022-12-26,23.92,2.57,1.45
2022-12-27,24.15,2.6,1.44
2022-12-28,24.21,2.6,1.43
2022-12-29,24.21,2.6,1.43
2022-12-30,24.3,2.61,1.43
2023-01-02,24.49,2.64,1.41
2023-01-03,24.55,2.64,1.45
2023-01-04,24.28,2.61,1.46
2023-01-05,24.46,2.63,1.45
2023-01-06,24.3,2.62,1.46
2023-01-09,24.51,2.64,1.45
2023-01-10,24.39,2.63,1.46
2023-01-11,24.39,2.62,1.46
2023-01-12,24.29,2.61,1.46
2023-01-13,24.29,2.61,1.46
2023-01-16,24.17,2.6,1.47
2023-01-17,23.92,2.6,1.47
2023-01-18,24.08,2.62,1.46
2023-01-19,24.06,2.62,1.46
2023-01-20,23.79,2.6,1.47
2023-01-23,23.93,2.63,1.46
2023-01-24,23.44,2.61,1.47
2023-01-25,23.08,2.57,1.5
2023-01-27,22.7,2.53,1.51
2023-01-30,22.73,2.53,1.51
2023-01-31,23.22,2.58,1.48
2023-02-01,22.99,2.56,1.5
2023-02-02,22.6,2.56,1.5
2023-02-03,22.54,2.57,1.5
2023-02-06,22.7,2.59,1.51
2023-02-07,22.75,2.59,1.5
2023-02-08,23.08,2.61,1.49
2023-02-09,23.12,2.62,1.53
2023-02-10,23.04,2.62,1.5
2023-02-13,23.08,2.58,1.52
2023-02-14,23.29,2.58,1.52
2023-02-15,23.82,2.59,1.44
2023-02-16,24.01,2.61,1.43
2023-02-17,22.58,2.58,1.47
