Date,P/E,P/B,Div Yield
2022-01-03,17.67,1.84,1.43
2022-01-04,17.7,1.84,1.42
2022-01-05,17.96,1.87,1.4
2022-01-06,17.96,1.87,1.4
2022-01-07,18.03,1.87,1.4
2022-01-10,18.28,1.9,1.38
2022-01-11,18.2,1.89,1.39
2022-01-12,18.51,1.92,1.36
2022-01-13,18.66,1.94,1.35
2022-01-14,18.64,1.94,1.35
2022-01-17,18.74,1.95,1.34
2022-01-18,18.31,1.9,1.38
2022-01-19,18.37,1.91,1.37
2022-01-20,18.35,1.91,1.37
2022-01-21,17.93,1.86,1.4
2022-01-24,17.18,1.79,1.47
2022-01-25,17.78,1.82,1.44
2022-01-27,17.77,1.83,1.43
2022-01-28,18.07,1.84,1.42
2022-01-31,17.99,1.86,1.41
2022-02-01,18.28,1.9,1.38
2022-02-02,18.81,1.93,1.35
2022-02-03,18.65,1.92,1.36
2022-02-04,18.16,1.91,1.36
2022-02-07,18.01,1.89,1.35
2022-02-08,17.45,1.89,1.36
2022-02-09,17.49,1.91,1.34
2022-02-10,17.8,1.93,1.32
2022-02-11,17.44,1.89,1.35
2022-02-14,16.33,1.79,1.42
2022-02-15,16.75,1.86,1.38
2022-02-16,16.77,1.85,1.38
2022-02-17,16.61,1.83,1.53
2022-02-18,16.46,1.82,1.54
2022-02-21,16.19,1.79,1.57
2022-02-22,16.08,1.77,1.58
2022-02-23,16.14,1.78,1.57
2022-02-24,14.96,1.65,1.7
2022-02-25,15.68,1.73,1.71
2022-02-28,15.87,1.75,1.69
2022-03-02,15.87,1.75,1.69
2022-03-03,15.84,1.75,1.69
2022-03-04,15.4,1.7,1.74
2022-03-07,14.92,1.65,1.8
2022-03-08,15.13,1.67,1.77
2022-03-09,15.5,1.71,1.8
2022-03-10,15.78,1.74,1.77
2022-03-11,15.85,1.75,1.78
2022-03-14,15.84,1.75,1.78
2022-03-15,15.65,1.73,1.81
2022-03-16,16.06,1.77,1.77
2022-03-17,16.35,1.81,1.73
