Date,P/E,P/B,Div Yield
2022-01-03,39.8,9.37,2.08
2022-01-04,40.0,9.42,2.06
2022-01-05,40.12,9.45,2.06
2022-01-06,39.81,9.38,2.07
2022-01-07,40.07,9.44,2.06
2022-01-10,40.2,9.47,2.05
2022-01-11,40.05,9.43,2.06
2022-01-12,40.21,9.47,2.05
2022-01-13,40.31,9.49,2.05
2022-01-14,40.02,9.43,2.06
2022-01-17,40.2,9.47,2.05
2022-01-18,39.69,9.35,2.08
2022-01-19,39.27,9.25,2.1
2022-01-20,38.82,9.14,2.13
2022-01-21,38.96,9.18,2.12
2022-01-24,37.76,8.96,2.17
2022-01-25,38.23,9.07,2.14
2022-01-27,37.79,8.96,2.17
2022-01-28,38.01,9.02,2.16
2022-01-31,38.3,9.09,2.14
2022-02-01,39.15,9.27,2.1
2022-02-02,39.57,9.37,2.08
2022-02-03,39.47,9.34,2.08
2022-02-04,39.44,9.35,2.11
2022-02-07,37.87,9.16,2.15
2022-02-08,37.88,9.16,2.17
2022-02-09,37.97,9.19,2.16
2022-02-10,38.08,9.22,2.15
2022-02-11,37.76,9.14,2.17
2022-02-14,36.72,8.89,2.87
2022-02-15,37.52,9.08,2.81
2022-02-16,37.54,9.09,2.81
2022-02-17,37.66,9.12,2.8
2022-02-18,37.58,9.1,2.8
2022-02-21,37.34,9.02,2.83
2022-02-22,37.01,8.94,2.25
2022-02-23,37.07,8.96,2.25
2022-02-24,35.83,8.66,2.33
2022-02-25,36.41,8.8,2.29
2022-02-28,36.64,8.85,2.27
2022-03-02,36.48,8.81,2.28
2022-03-03,36.12,8.73,2.31
2022-03-04,35.72,8.63,2.33
2022-03-07,34.72,8.39,2.4
2022-03-08,35.08,8.48,2.38
2022-03-09,35.58,8.6,2.34
2022-03-10,36.65,8.86,2.24
2022-03-11,36.74,8.88,2.24
2022-03-14,36.71,8.87,2.24
2022-03-15,36.78,8.87,2.23
2022-03-16,37.42,9.03,2.2
2022-03-17,37.94,9.15,2.17
2022-03-21,37.29,9.0,2.2
2022-03-22,37.02,8.93,2.22
2022-03-23,36.92,8.91,2.23
2022-03-24,36.93,8.91,2.22
2022-03-25,36.64,8.84,2.24
2022-03-28,36.78,8.87,2.23
2022-03-29,36.76,8.87,2.23
2022-03-30,36.99,8.92,2.18
2022-03-31,37.78,9.1,2.13
2022-04-01,38.22,9.21,2.1
2022-04-04,38.72,9.33,2.07
2022-04-05,39.2,9.45,2.05
2022-04-06,39.13,9.43,2.05
