Date,P/E,P/B,Div Yield
2022-01-03,28.36,7.42,1.9
2022-01-04,28.53,7.47,1.89
2022-01-05,28.29,7.4,1.91
2022-01-06,27.95,7.31,1.93
2022-01-07,28.17,7.37,1.91
2022-01-10,28.4,7.43,1.9
2022-01-11,28.55,7.47,1.89
2022-01-12,28.62,7.49,1.88
2022-01-13,28.73,7.52,1.88
2022-01-14,28.58,7.55,1.84
2022-01-17,28.69,7.58,1.84
2022-01-18,28.37,7.48,1.86
2022-01-19,27.85,7.35,1.93
2022-01-20,27.44,7.24,2.0
2022-01-21,27.16,7.16,2.0
2022-01-24,26.47,6.98,2.05
2022-01-25,26.52,7.0,2.05
2022-01-27,25.95,6.85,2.1
2022-01-28,26.03,6.87,2.09
2022-01-31,26.49,6.99,2.05
2022-02-01,26.79,7.11,2.02
2022-02-02,26.82,7.16,2.0
2022-02-03,26.42,7.06,2.03
2022-02-04,26.44,7.07,2.03
2022-02-07,26.1,6.98,2.06
2022-02-08,26.1,6.98,2.06
2022-02-09,26.34,7.04,2.04
2022-02-10,26.56,7.1,2.04
2022-02-11,26.05,6.96,2.08
2022-02-14,25.64,6.86,2.11
2022-02-15,25.63,7.03,2.02
2022-02-16,25.41,7.04,2.02
2022-02-17,25.35,7.02,1.93
2022-02-18,25.24,6.99,1.94
2022-02-21,25.12,6.95,2.06
2022-02-22,24.89,6.89,2.08
2022-02-23,24.86,6.88,2.08
2022-02-24,23.77,6.58,2.17
2022-02-25,24.26,6.71,2.13
2022-02-28,24.48,6.77,2.11
2022-03-02,24.24,6.71,2.13
2022-03-03,24.17,6.69,2.14
2022-03-04,23.97,6.63,2.16
2022-03-07,23.89,6.61,2.16
2022-03-08,24.3,6.72,2.13
2022-03-09,24.7,6.84,2.09
2022-03-10,24.94,6.9,2.07
2022-03-11,24.96,6.91,2.07
2022-03-14,25.3,7.0,2.04
2022-03-15,24.92,6.9,2.03
2022-03-16,25.44,7.04,1.99
2022-03-17,25.5,7.06,1.98
2022-03-21,25.22,6.98,2.0
2022-03-22,25.45,7.04,1.99
2022-03-23,25.39,7.03,1.99
2022-03-24,25.58,7.08,1.98
2022-03-25,25.39,7.03,1.97
2022-03-28,25.37,7.02,1.97
2022-03-29,25.45,7.04,1.96
2022-03-30,25.61,7.09,1.95
2022-03-31,25.54,7.07,1.95
2022-04-01,25.66,7.1,1.95
2022-04-04,25.75,7.13,1.94
2022-04-05,25.79,7.14,1.94
2022-04-06,25.57,7.08,1.95
2022-04-07,25.43,7.04,1.96
2022-04-08,25.58,7.08,1.92
2022-04-11,25.35,7.02,1.94
2022-04-12,25.07,6.94,1.96
2022-04-13,25.0,6.93,1.96
