Date,P/E,P/B,Div Yield
2022-01-03,27.71,6.31,1.58
2022-01-04,27.92,6.36,1.57
2022-01-05,27.89,6.35,1.57
2022-01-06,27.63,6.29,1.58
2022-01-07,27.9,6.35,1.57
2022-01-10,28.06,6.39,1.56
2022-01-11,28.24,6.43,1.55
2022-01-12,28.3,6.44,1.55
2022-01-13,28.27,6.44,1.55
2022-01-14,28.07,6.42,1.54
2022-01-17,28.08,6.42,1.54
2022-01-18,27.79,6.33,1.56
2022-01-19,27.48,6.26,1.59
2022-01-20,27.18,6.19,1.68
2022-01-21,26.92,6.13,1.67
2022-01-24,26.21,5.97,1.71
2022-01-25,26.34,6.0,1.71
2022-01-27,25.77,5.87,1.71
2022-01-28,25.85,5.88,1.7
2022-01-31,26.23,5.97,1.68
2022-02-01,26.43,6.06,1.65
2022-02-02,26.56,6.11,1.64
2022-02-03,26.26,6.05,1.66
2022-02-04,26.27,6.05,1.68
2022-02-07,25.59,5.97,1.7
2022-02-08,25.53,5.96,1.7
2022-02-09,25.78,6.02,1.69
2022-02-10,25.93,6.06,1.68
2022-02-11,25.91,5.95,1.71
2022-02-14,25.41,5.84,1.74
2022-02-15,25.16,5.98,1.64
2022-02-16,25.11,5.99,1.64
2022-02-17,25.09,5.99,1.59
2022-02-18,24.99,5.96,1.6
2022-02-21,24.79,5.91,1.71
2022-02-22,24.65,5.86,1.72
2022-02-23,24.62,5.85,1.73
2022-02-24,23.5,5.58,1.81
2022-02-25,23.99,5.7,1.77
2022-02-28,24.2,5.75,1.76
2022-03-02,23.92,5.68,1.78
2022-03-03,23.78,5.65,1.79
2022-03-04,23.49,5.58,1.81
2022-03-07,23.33,5.54,1.82
2022-03-08,23.61,5.61,1.8
2022-03-09,24.0,5.7,1.77
2022-03-10,24.31,5.78,1.73
2022-03-11,24.37,5.79,1.73
2022-03-14,24.49,5.82,1.72
2022-03-15,24.23,5.76,1.74
2022-03-16,24.75,5.88,1.7
2022-03-17,24.95,5.93,1.69
2022-03-21,24.58,5.84,1.77
2022-03-22,24.66,5.86,1.73
2022-03-23,24.59,5.84,1.74
2022-03-24,24.8,5.89,1.72
2022-03-25,24.66,5.86,1.73
2022-03-28,24.6,5.84,1.74
2022-03-29,24.65,5.86,1.73
2022-03-30,24.8,5.89,1.74
2022-03-31,25.94,6.0,1.66
2022-04-01,26.15,6.05,1.65
2022-04-04,26.36,6.1,1.63
2022-04-05,26.58,6.15,1.62
2022-04-06,26.44,6.11,1.63
2022-04-07,26.36,6.1,1.63
2022-04-08,26.6,6.15,1.57
2022-04-11,26.49,6.13,1.58
2022-04-12,26.23,6.07,1.59
2022-04-13,26.2,6.07,1.59
2022-04-18,25.83,5.98,1.62
2022-04-19,25.24,5.85,1.65
2022-04-20,25.67,5.95,1.62
2022-04-21,25.99,6.03,1.62
2022-04-22,25.74,5.97,1.64
2022-04-25,24.95,5.88,1.67
2022-04-26,25.28,5.96,1.64
2022-04-27,25.13,5.91,1.65
2022-04-28,25.52,6.0,1.75
2022-04-29,25.29,5.95,1.63
2022-05-02,25.19,5.91,1.65
2022-05-04,24.72,5.8,1.68
2022-05-05,24.82,5.83,1.69
2022-05-06,24.49,5.75,1.71
2022-05-09,24.35,5.71,1.72
2022-05-10,24.31,5.7,1.72
2022-05-11,24.09,5.68,1.73
2022-05-12,23.82,5.61,1.75
2022-05-13,23.95,5.64,1.74
2022-05-16,23.87,5.62,1.75
2022-05-17,24.19,5.73,1.72
2022-05-18,24.3,5.75,1.71
2022-05-19,23.57,5.58,1.76
2022-05-20,24.32,5.71,1.72
2022-05-23,24.52,5.72,1.72
2022-05-24,24.12,5.63,1.75
2022-05-25,23.64,5.52,1.79
2022-05-26,23.5,5.54,1.78
2022-05-27,23.72,5.59,1.77
2022-05-30,24.22,5.71,1.73
2022-05-31,23.99,5.72,1.73
2022-06-01,23.73,5.65,1.75
2022-06-02,23.93,5.69,1.74
2022-06-03,23.78,5.65,1.75
2022-06-06,23.7,5.64,1.77
2022-06-07,23.36,5.56,1.79
2022-06-08,23.3,5.54,1.8
2022-06-09,23.43,5.57,1.86
2022-06-10,23.27,5.53,1.81
2022-06-13,22.79,5.42,1.85
2022-06-14,22.8,5.42,1.76
2022-06-15,22.73,5.41,1.87
2022-06-16,22.31,5.3,1.91
2022-06-17,21.95,5.22,1.93
2022-06-20,22.2,5.28,1.96
2022-06-21,22.61,5.38,1.92
2022-06-22,22.34,5.31,1.95
2022-06-23,22.69,5.4,1.92
2022-06-24,22.86,5.44,1.9
2022-06-27,23.13,5.5,1.88
2022-06-28,23.19,5.51,1.88
2022-06-29,22.94,5.46,1.89
2022-06-30,22.21,5.32,1.93
2022-07-01,22.46,5.38,1.91
2022-07-04,22.59,5.41,1.9
2022-07-05,22.58,5.41,1.9
2022-07-06,22.97,5.5,1.87
