Date,P/E,P/B,Div Yield
2022-01-03,6.74,1.44,6.49
2022-01-04,6.9,1.48,6.35
2022-01-05,6.9,1.48,6.34
2022-01-06,6.9,1.48,6.35
2022-01-07,6.97,1.49,6.28
2022-01-10,7.02,1.5,6.24
2022-01-11,7.02,1.5,6.24
2022-01-12,7.11,1.52,6.15
2022-01-13,7.18,1.54,6.08
2022-01-14,7.19,1.54,6.08
2022-01-17,7.22,1.55,6.05
2022-01-18,7.11,1.52,6.14
2022-01-19,7.19,1.54,6.07
2022-01-20,7.25,1.55,6.03
2022-01-21,7.13,1.53,6.13
2022-01-24,7.04,1.51,6.2
2022-01-25,7.17,1.53,6.09
2022-01-27,7.14,1.53,6.12
2022-01-28,7.23,1.55,6.05
2022-01-31,7.33,1.57,5.96
2022-02-01,7.22,1.57,5.97
2022-02-02,7.27,1.57,5.94
2022-02-03,7.15,1.55,6.62
2022-02-04,7.11,1.54,6.66
2022-02-07,7.17,1.55,6.6
2022-02-08,7.08,1.53,6.62
2022-02-09,7.12,1.54,6.66
2022-02-10,7.21,1.56,6.58
2022-02-11,7.16,1.55,6.18
2022-02-14,6.99,1.51,6.33
2022-02-15,6.6,1.52,6.3
2022-02-16,6.51,1.52,6.81
2022-02-17,6.51,1.52,6.83
2022-02-18,6.47,1.51,6.86
2022-02-21,6.39,1.49,7.65
2022-02-22,6.38,1.49,7.76
2022-02-23,6.33,1.47,7.73
2022-02-24,6.06,1.41,8.06
2022-02-25,6.33,1.48,7.72
2022-02-28,6.51,1.52,7.5
2022-03-02,6.68,1.56,7.32
2022-03-03,6.82,1.59,7.17
2022-03-04,6.67,1.56,7.33
2022-03-07,6.91,1.61,7.08
2022-03-08,6.87,1.6,6.86
2022-03-09,6.81,1.59,6.92
2022-03-10,6.75,1.57,6.98
2022-03-11,6.8,1.58,6.93
2022-03-14,6.73,1.57,7.01
2022-03-15,6.54,1.53,6.79
2022-03-16,6.64,1.55,6.7
2022-03-17,6.67,1.55,6.67
2022-03-21,6.69,1.56,6.65
2022-03-22,6.74,1.57,6.24
2022-03-23,6.74,1.57,6.17
2022-03-24,6.83,1.59,6.16
2022-03-25,6.79,1.58,6.2
2022-03-28,6.85,1.6,6.15
2022-03-29,6.76,1.57,6.23
2022-03-30,6.7,1.56,6.28
2022-03-31,6.88,1.59,6.26
2022-04-01,7.1,1.64,6.07
2022-04-04,7.17,1.66,6.01
2022-04-05,7.29,1.69,5.91
2022-04-06,7.41,1.72,5.81
2022-04-07,7.38,1.71,5.83
2022-04-08,7.44,1.72,5.79
2022-04-11,7.48,1.73,5.76
2022-04-12,7.38,1.71,5.84
2022-04-13,7.43,1.72,5.8
2022-04-18,7.6,1.76,5.66
2022-04-19,7.61,1.76,5.66
2022-04-20,7.62,1.76,5.65
2022-04-21,7.69,1.78,5.6
2022-04-22,7.61,1.76,5.66
2022-04-25,7.37,1.71,5.84
2022-04-26,7.46,1.73,5.78
2022-04-27,7.36,1.7,5.85
2022-04-28,7.47,1.73,5.76
2022-04-29,7.27,1.68,5.92
2022-05-02,7.3,1.69,5.9
2022-05-04,7.35,1.7,5.86
2022-05-05,7.35,1.7,5.86
2022-05-06,7.39,1.71,5.83
2022-05-09,7.37,1.71,5.84
2022-05-10,7.11,1.65,6.06
2022-05-11,7.06,1.63,6.1
2022-05-12,6.95,1.61,6.19
2022-05-13,6.89,1.6,6.25
2022-05-16,6.98,1.62,6.17
2022-05-17,7.25,1.68,5.94
2022-05-18,7.15,1.66,6.02
2022-05-19,7.07,1.64,6.09
2022-05-20,7.18,1.66,6.0
2022-05-23,7.02,1.63,6.13
2022-05-24,6.87,1.61,6.19
2022-05-25,6.89,1.61,6.19
2022-05-26,6.95,1.62,6.14
2022-05-27,6.72,1.6,6.24
2022-05-30,6.85,1.61,6.18
2022-05-31,6.92,1.66,6.01
2022-06-01,6.96,1.67,5.98
2022-06-02,7.01,1.68,5.94
2022-06-03,6.94,1.66,6.01
2022-06-06,6.96,1.67,5.99
2022-06-07,7.07,1.69,5.89
2022-06-08,7.08,1.69,5.89
2022-06-09,7.09,1.7,5.88
2022-06-10,7.07,1.69,5.89
2022-06-13,6.84,1.64,6.1
2022-06-14,6.85,1.64,6.08
2022-06-15,6.76,1.62,6.17
2022-06-16,6.5,1.55,6.41
2022-06-17,6.44,1.54,6.48
2022-06-20,6.23,1.49,6.69
2022-06-21,6.38,1.53,6.53
2022-06-22,6.27,1.5,6.65
2022-06-23,6.25,1.5,6.67
2022-06-24,6.31,1.51,6.61
2022-06-27,6.44,1.54,6.48
2022-06-28,6.52,1.56,6.39
2022-06-29,6.6,1.58,6.32
2022-06-30,6.37,1.54,6.36
2022-07-01,6.09,1.47,6.65
2022-07-04,6.06,1.46,6.68
2022-07-05,6.08,1.47,6.66
2022-07-06,5.97,1.44,6.79
2022-07-07,6.07,1.47,6.67
2022-07-08,6.14,1.48,6.59
2022-07-11,6.19,1.5,6.54
2022-07-12,6.17,1.49,6.57
2022-07-13,6.2,1.5,6.53
2022-07-14,6.21,1.5,6.52
2022-07-15,6.22,1.5,6.51
2022-07-18,6.28,1.52,6.42
2022-07-19,6.28,1.52,6.42
2022-07-20,6.32,1.53,6.38
2022-07-21,6.4,1.55,6.3
2022-07-22,6.34,1.54,6.36
2022-07-25,6.34,1.54,6.36
2022-07-26,6.33,1.53,6.37
2022-07-27,6.36,1.54,6.34
2022-07-28,6.4,1.55,6.3
2022-07-29,6.53,1.58,6.18
2022-08-01,6.67,1.62,6.05
2022-08-02,6.68,1.63,6.01
2022-08-03,6.64,1.62,6.04
2022-08-04,6.58,1.6,6.1
2022-08-05,6.62,1.61,6.06
2022-08-08,6.89,1.67,5.75
2022-08-10,6.87,1.67,6.2
2022-08-11,6.96,1.65,6.49
2022-08-12,6.65,1.66,6.33
2022-08-16,6.69,1.67,6.3
2022-08-17,6.59,1.67,6.3
2022-08-18,6.56,1.66,6.79
2022-08-19,6.47,1.64,7.09
2022-08-22,6.43,1.63,7.14
2022-08-23,6.52,1.65,7.03
2022-08-24,6.57,1.66,6.98
2022-08-25,6.57,1.66,6.98
2022-08-26,6.69,1.69,6.85
2022-08-29,6.66,1.69,6.88
2022-08-30,6.76,1.6,6.78
2022-09-01,6.69,1.59,6.87
2022-09-02,6.69,1.59,6.59
2022-09-05,6.74,1.6,6.54
2022-09-06,6.76,1.6,6.52
2022-09-07,6.8,1.61,6.48
2022-09-08,6.77,1.61,5.62
2022-09-09,6.78,1.61,5.61
2022-09-12,6.79,1.61,5.61
2022-09-13,6.8,1.61,5.6
2022-09-14,6.86,1.63,5.49
2022-09-15,6.92,1.64,5.51
2022-09-16,6.86,1.63,5.51
2022-09-19,6.81,1.62,5.55
2022-09-20,6.84,1.62,5.52
2022-09-21,6.75,1.6,5.6
2022-09-22,6.68,1.59,5.64
2022-09-23,6.49,1.54,5.82
2022-09-26,6.27,1.49,6.02
2022-09-27,6.28,1.49,6.0
2022-09-28,6.24,1.48,6.04
2022-09-29,6.31,1.5,5.97
2022-09-30,6.33,1.49,5.98
2022-10-03,6.38,1.5,5.93
2022-10-04,6.5,1.53,5.82
2022-10-06,6.56,1.54,5.78
2022-10-07,6.6,1.55,5.74
2022-10-10,6.57,1.54,5.76
2022-10-11,6.48,1.52,5.84
2022-10-12,6.59,1.55,5.74
2022-10-13,6.57,1.54,5.76
2022-10-14,6.54,1.53,5.79
2022-10-17,6.59,1.55,5.75
2022-10-18,6.67,1.56,5.68
2022-10-19,6.62,1.55,5.72
2022-10-20,6.72,1.58,5.64
2022-10-24,6.75,1.58,5.61
2022-10-25,6.76,1.59,5.61
2022-10-27,6.85,1.61,5.53
2022-10-28,6.9,1.62,5.49
2022-10-31,6.92,1.62,5.48
2022-11-02,7.05,1.65,5.38
2022-11-03,7.02,1.64,5.4
2022-11-04,7.02,1.64,5.4
