Date,P/E,P/B,Div Yield
2022-01-03,24.43,4.44,1.19
2022-01-04,24.64,4.48,1.18
2022-01-05,24.8,4.51,1.17
2022-01-06,24.58,4.47,1.18
2022-01-07,24.67,4.49,1.18
2022-01-10,24.91,4.53,1.17
2022-01-11,24.97,4.54,1.16
2022-01-12,25.18,4.58,1.15
2022-01-13,25.26,4.59,1.15
2022-01-14,25.2,4.59,1.14
2022-01-17,25.28,4.61,1.14
2022-01-18,24.91,4.55,1.15
2022-01-19,24.7,4.52,1.17
2022-01-20,24.46,4.48,1.19
2022-01-21,24.24,4.44,1.2
2022-01-24,23.55,4.31,1.24
2022-01-25,23.44,4.35,1.23
2022-01-27,23.05,4.3,1.23
2022-01-28,23.09,4.3,1.23
2022-01-31,23.38,4.36,1.21
2022-02-01,23.44,4.42,1.2
2022-02-02,23.78,4.47,1.19
2022-02-03,23.51,4.42,1.22
2022-02-04,23.43,4.41,1.23
2022-02-07,22.98,4.34,1.24
2022-02-08,22.68,4.35,1.23
2022-02-09,22.94,4.4,1.2
2022-02-10,22.88,4.43,1.2
2022-02-11,22.65,4.37,1.2
2022-02-14,21.83,4.24,1.29
2022-02-15,22.33,4.36,1.24
2022-02-16,22.26,4.36,1.27
2022-02-17,22.25,4.35,1.25
2022-02-18,22.18,4.34,1.26
2022-02-21,22.07,4.32,1.29
2022-02-22,21.95,4.29,1.25
2022-02-23,21.94,4.29,1.25
2022-02-24,20.87,4.08,1.31
2022-02-25,21.43,4.19,1.28
2022-02-28,21.62,4.23,1.27
2022-03-02,21.41,4.19,1.28
2022-03-03,21.29,4.16,1.29
2022-03-04,20.94,4.09,1.31
2022-03-07,20.43,4.0,1.34
2022-03-08,20.64,4.04,1.31
2022-03-09,21.05,4.12,1.31
2022-03-10,21.39,4.18,1.29
2022-03-11,21.44,4.19,1.28
2022-03-14,21.69,4.24,1.27
2022-03-15,21.43,4.19,1.27
2022-03-16,21.85,4.27,1.25
2022-03-17,22.24,4.35,1.22
2022-03-21,22.01,4.3,1.25
2022-03-22,22.23,4.35,1.22
2022-03-23,22.16,4.33,1.21
2022-03-24,22.14,4.33,1.21
2022-03-25,22.07,4.31,1.21
2022-03-28,22.13,4.33,1.21
2022-03-29,22.26,4.35,1.21
2022-03-30,22.46,4.39,1.2
2022-03-31,22.86,4.5,1.17
2022-04-01,23.15,4.55,1.16
2022-04-04,23.63,4.65,1.14
2022-04-05,23.55,4.63,1.15
2022-04-06,23.4,4.6,1.16
2022-04-07,23.2,4.56,1.17
2022-04-08,23.42,4.6,1.15
2022-04-11,23.34,4.59,1.15
2022-04-12,23.14,4.55,1.16
2022-04-13,23.08,4.54,1.17
2022-04-18,22.73,4.47,1.18
2022-04-19,22.3,4.41,1.2
2022-04-20,22.51,4.45,1.19
2022-04-21,22.84,4.52,1.18
2022-04-22,22.57,4.47,1.19
2022-04-25,22.21,4.4,1.21
2022-04-26,22.41,4.47,1.19
2022-04-27,22.18,4.43,1.2
2022-04-28,22.43,4.48,1.21
2022-04-29,22.22,4.44,1.19
2022-05-02,22.09,4.43,1.2
2022-05-04,21.51,4.33,1.23
2022-05-05,21.46,4.33,1.23
2022-05-06,21.09,4.25,1.29
2022-05-09,20.9,4.22,1.3
2022-05-10,20.53,4.19,1.31
2022-05-11,20.42,4.17,1.32
2022-05-12,19.96,4.08,1.43
2022-05-13,19.91,4.07,1.44
2022-05-16,19.86,4.09,1.44
2022-05-17,20.19,4.2,1.4
2022-05-18,20.17,4.19,1.4
2022-05-19,19.62,4.08,1.44
2022-05-20,20.15,4.19,1.4
2022-05-23,20.09,4.17,1.41
2022-05-24,19.95,4.15,1.42
2022-05-25,19.79,4.12,1.47
2022-05-26,19.97,4.16,1.52
2022-05-27,20.33,4.2,1.5
2022-05-30,20.73,4.28,1.48
2022-05-31,20.53,4.27,1.5
2022-06-01,20.5,4.25,1.51
2022-06-02,20.63,4.27,1.5
2022-06-03,20.53,4.25,1.49
2022-06-06,20.5,4.25,1.49
2022-06-07,20.32,4.21,1.5
2022-06-08,20.25,4.2,1.51
2022-06-09,20.4,4.23,1.51
2022-06-10,20.08,4.16,1.47
2022-06-13,19.56,4.05,1.48
2022-06-14,19.53,4.05,1.46
2022-06-15,19.49,4.04,1.54
2022-06-16,19.08,3.95,1.57
2022-06-17,18.96,3.93,1.56
2022-06-20,19.01,3.94,1.56
2022-06-21,19.39,4.02,1.53
2022-06-22,19.1,3.96,1.56
2022-06-23,19.28,4.0,1.54
2022-06-24,19.47,4.03,1.52
2022-06-27,19.63,4.07,1.51
2022-06-28,19.65,4.07,1.51
2022-06-29,19.58,4.06,1.48
2022-06-30,19.54,4.05,1.51
2022-07-01,19.53,4.05,1.51
2022-07-04,19.64,4.07,1.52
2022-07-05,19.62,4.07,1.52
2022-07-06,19.86,4.12,1.49
2022-07-07,20.04,4.15,1.48
2022-07-08,20.14,4.05,1.45
2022-07-11,20.18,3.97,1.45
2022-07-12,20.01,3.94,1.46
2022-07-13,19.9,3.92,1.47
2022-07-14,19.87,3.91,1.5
2022-07-15,20.0,3.93,1.47
2022-07-18,20.28,3.99,1.45
2022-07-19,20.36,4.01,1.46
2022-07-20,20.49,4.05,1.45
2022-07-21,20.63,4.07,1.49
2022-07-22,20.72,4.09,1.48
2022-07-25,20.61,4.07,1.46
2022-07-26,20.33,4.02,1.5
2022-07-27,20.36,4.06,1.49
2022-07-28,20.66,4.12,1.45
2022-07-29,20.9,4.18,1.41
2022-08-01,21.09,4.23,1.4
2022-08-02,21.12,4.23,1.4
2022-08-03,21.11,4.24,1.41
2022-08-04,21.11,4.24,1.41
2022-08-05,21.11,4.24,1.4
2022-08-08,21.45,4.32,1.4
2022-08-10,21.53,4.32,1.41
2022-08-11,21.71,4.28,1.44
2022-08-12,21.62,4.23,1.43
2022-08-16,21.85,4.27,1.42
2022-08-17,21.95,4.3,1.41
2022-08-18,21.99,4.29,1.45
2022-08-19,21.75,4.25,1.48
2022-08-22,21.42,4.18,1.5
2022-08-23,21.52,4.2,1.49
2022-08-24,21.57,4.21,1.49
2022-08-25,21.48,4.19,1.5
2022-08-26,21.54,4.2,1.49
2022-08-29,21.27,4.15,1.51
2022-08-30,21.8,4.23,1.48
2022-09-01,21.58,4.18,1.49
2022-09-02,21.57,4.18,1.48
2022-09-05,21.69,4.21,1.47
2022-09-06,21.71,4.21,1.47
2022-09-07,21.68,4.2,1.48
2022-09-08,21.87,4.24,1.4
2022-09-09,21.91,4.25,1.4
2022-09-12,22.05,4.28,1.39
2022-09-13,22.21,4.31,1.38
2022-09-14,22.16,4.3,1.39
2022-09-15,22.05,4.27,1.39
2022-09-16,21.59,4.19,1.36
2022-09-19,21.7,4.21,1.36
2022-09-20,21.94,4.25,1.34
2022-09-21,21.78,4.22,1.35
2022-09-22,21.7,4.21,1.36
2022-09-23,21.33,4.13,1.38
2022-09-26,20.92,4.05,1.41
2022-09-27,20.91,4.05,1.41
2022-09-28,20.73,4.02,1.42
2022-09-29,20.67,4.01,1.42
2022-09-30,21.34,4.19,1.37
2022-10-03,21.04,4.13,1.39
2022-10-04,21.53,4.23,1.36
2022-10-06,21.62,4.24,1.36
2022-10-07,21.59,4.24,1.36
2022-10-10,21.49,4.22,1.36
2022-10-11,21.16,4.15,1.39
2022-10-12,21.33,4.19,1.37
2022-10-13,21.17,4.16,1.38
2022-10-14,21.33,4.19,1.37
2022-10-17,21.46,4.22,1.36
2022-10-18,21.6,4.26,1.35
2022-10-19,21.63,4.27,1.36
2022-10-20,21.71,4.28,1.36
2022-10-24,21.86,4.31,1.33
2022-10-25,21.63,4.3,1.34
2022-10-27,21.75,4.32,1.32
2022-10-28,21.79,4.33,1.31
2022-10-31,22.07,4.38,1.31
2022-11-02,22.51,4.4,1.3
2022-11-03,22.48,4.4,1.31
2022-11-04,22.48,4.41,1.3
2022-11-07,22.45,4.43,1.3
2022-11-09,22.4,4.42,1.31
2022-11-10,22.25,4.39,1.32
2022-11-11,22.63,4.46,1.28
2022-11-14,22.52,4.46,1.3
2022-11-15,22.84,4.47,1.33
2022-11-16,22.83,4.47,1.33
2022-11-17,22.73,4.45,1.33
2022-11-18,22.67,4.44,1.34
2022-11-21,22.68,4.4,1.38
