Date,P/E,P/B,Div Yield
2022-03-22,32.99,8.03,0.85
2022-03-23,33.16,8.07,0.84
2022-03-24,33.45,8.14,0.83
2022-03-25,33.45,8.14,0.83
2022-03-28,33.37,8.13,0.86
2022-03-29,33.43,8.14,0.86
2022-03-30,33.83,8.24,0.85
2022-03-31,31.75,11.69,0.83
2022-04-01,32.23,11.87,0.81
2022-04-04,32.76,12.06,0.8
2022-04-05,33.2,12.22,0.79
2022-04-06,33.53,12.35,0.79
2022-04-07,33.18,12.22,0.79
2022-04-08,33.37,12.29,0.81
2022-04-11,33.51,12.34,0.8
2022-04-12,32.77,12.07,0.82
2022-04-13,32.55,11.98,0.83
2022-04-18,31.95,11.76,0.84
2022-04-19,31.33,11.54,0.86
2022-04-20,31.36,11.57,0.86
2022-04-21,31.98,11.8,0.84
2022-04-22,31.23,11.64,0.85
2022-04-25,30.33,11.31,0.88
2022-04-26,30.66,11.43,0.87
2022-04-27,30.38,11.33,0.87
2022-04-28,30.49,11.38,0.87
2022-04-29,30.2,11.32,0.86
2022-05-02,29.47,11.04,0.88
2022-05-04,28.62,10.72,0.9
2022-05-05,28.53,10.69,0.91
2022-05-06,28.01,10.49,1.04
2022-05-09,27.36,10.25,1.06
2022-05-10,25.85,10.0,1.09
2022-05-11,25.04,9.71,1.12
2022-05-12,24.32,9.44,1.16
2022-05-13,24.47,9.53,1.14
2022-05-16,24.79,9.66,1.13
2022-05-17,25.37,10.07,1.08
2022-05-18,25.48,9.95,1.07
2022-05-19,24.56,9.6,1.11
2022-05-20,24.85,9.71,1.1
2022-05-23,24.8,9.64,1.12
2022-05-24,24.54,9.57,1.13
2022-05-25,23.66,9.23,1.14
2022-05-26,23.83,9.3,1.13
2022-05-27,24.15,9.45,1.11
2022-05-30,24.91,9.75,1.11
2022-05-31,24.36,9.77,1.11
2022-06-01,24.12,9.68,1.13
2022-06-02,24.12,9.71,1.12
2022-06-03,23.47,9.59,1.14
2022-06-06,23.34,9.54,1.14
2022-06-07,23.27,9.51,1.15
2022-06-08,23.16,9.46,1.15
2022-06-09,23.3,9.52,1.14
2022-06-10,23.24,9.5,1.15
2022-06-13,22.3,9.11,1.19
2022-06-14,22.05,9.01,1.21
2022-06-15,22.0,8.99,1.29
2022-06-16,21.27,8.69,1.34
2022-06-17,20.82,8.51,1.31
2022-06-20,19.96,8.16,1.36
2022-06-21,20.78,8.49,1.32
2022-06-22,20.35,8.32,1.35
2022-06-23,20.53,8.39,1.41
2022-06-24,20.78,8.49,1.39
2022-06-27,21.1,8.62,1.37
2022-06-28,21.09,8.62,1.37
2022-06-29,21.0,8.58,1.37
2022-06-30,29.75,15.02,1.08
2022-07-01,29.49,14.9,1.09
2022-07-04,29.66,14.98,1.08
2022-07-05,29.58,14.94,1.11
2022-07-06,29.84,15.07,1.1
2022-07-07,30.37,15.33,1.08
2022-07-08,30.43,14.54,1.07
2022-07-11,30.74,14.56,1.06
2022-07-12,30.72,14.55,1.06
2022-07-13,30.53,14.46,1.06
2022-07-14,30.26,14.34,1.07
2022-07-15,30.25,14.44,1.07
2022-07-18,30.76,14.74,1.04
2022-07-19,31.1,14.9,1.03
2022-07-20,31.33,15.01,1.02
2022-07-21,31.53,15.13,1.04
2022-07-22,31.44,15.09,1.04
2022-07-25,31.29,15.06,1.03
2022-07-26,30.87,14.84,1.08
2022-07-27,30.85,14.84,1.08
2022-07-28,30.76,14.93,1.08
2022-07-29,31.2,15.18,1.06
2022-08-01,31.84,15.53,1.03
2022-08-02,31.92,15.56,1.03
2022-08-03,31.59,15.49,1.04
2022-08-04,31.58,15.48,1.04
2022-08-05,31.79,15.54,0.99
2022-08-08,32.0,15.65,0.99
2022-08-10,31.67,15.51,1.0
2022-08-11,30.58,15.57,1.01
2022-08-12,28.92,14.49,1.01
2022-08-16,25.25,14.62,1.0
2022-08-17,25.27,14.69,0.99
2022-08-18,25.38,14.63,1.01
2022-08-19,25.01,14.41,1.04
2022-08-22,24.52,14.13,1.06
2022-08-23,24.66,14.21,1.05
2022-08-24,24.86,14.33,1.04
2022-08-25,24.75,14.27,1.04
2022-08-26,24.84,14.31,1.04
2022-08-29,24.53,14.14,1.05
2022-08-30,25.36,13.99,1.02
2022-09-01,25.8,14.21,1.0
2022-09-02,25.99,14.32,1.0
2022-09-05,26.19,14.43,0.99
2022-09-06,26.2,14.43,0.99
2022-09-07,26.27,14.47,1.0
2022-09-08,26.4,14.54,0.96
2022-09-09,26.42,14.55,0.96
2022-09-12,26.75,14.73,0.95
2022-09-13,26.7,14.71,0.92
2022-09-14,26.65,14.68,0.91
2022-09-15,26.77,14.75,0.97
2022-09-16,26.14,14.4,0.98
2022-09-19,25.93,14.28,1.02
2022-09-20,26.18,14.42,1.01
2022-09-21,25.92,14.28,1.02
2022-09-22,26.31,14.49,1.04
2022-09-23,25.82,14.22,1.05
2022-09-26,24.85,13.69,1.09
2022-09-27,24.72,13.62,1.09
2022-09-28,24.52,13.5,1.08
2022-09-29,24.61,13.55,1.07
2022-09-30,41.96,8.0,0.81
2022-10-03,41.06,7.83,0.93
2022-10-04,42.22,8.05,0.91
2022-10-06,42.86,8.17,0.89
2022-10-07,42.91,8.18,0.89
2022-10-10,42.56,8.11,0.9
2022-10-11,41.88,7.98,0.91
2022-10-12,42.11,8.03,0.91
2022-10-13,41.9,7.99,0.91
2022-10-14,41.93,7.99,0.91
2022-10-17,42.12,8.03,0.91
2022-10-18,42.38,8.15,0.9
2022-10-19,42.33,8.15,0.9
2022-10-20,42.36,8.14,0.9
2022-10-24,42.46,8.16,0.89
2022-10-25,41.2,8.18,0.89
2022-10-27,41.43,8.23,0.89
2022-10-28,41.07,8.16,0.89
2022-10-31,41.44,8.23,0.89
2022-11-02,41.45,8.29,0.88
2022-11-03,41.74,8.3,0.88
2022-11-04,41.77,8.32,0.88
2022-11-07,41.73,8.39,0.87
2022-11-09,41.72,8.39,0.87
2022-11-10,40.5,8.28,0.88
2022-11-11,40.47,8.28,0.88
2022-11-14,39.23,8.26,0.88
2022-11-15,39.1,8.25,1.02
2022-11-16,38.29,8.2,1.02
2022-11-17,38.19,8.18,1.02
2022-11-18,37.89,8.12,1.05
2022-11-21,37.77,8.1,1.05
2022-11-22,37.91,8.13,1.05
2022-11-23,38.11,8.17,1.03
2022-11-24,38.16,8.18,1.03
2022-11-25,38.27,8.2,1.03
2022-11-28,38.38,8.23,1.02
2022-11-29,38.16,8.18,1.03
2022-11-30,38.55,8.26,1.02
2022-12-01,38.62,8.28,1.02
2022-12-02,38.73,8.3,1.01
2022-12-05,38.71,8.3,1.01
2022-12-06,38.66,8.29,0.94
2022-12-07,38.5,8.25,0.94
2022-12-08,38.67,8.29,0.94
2022-12-09,38.57,8.27,0.94
2022-12-12,38.76,8.31,0.93
2022-12-13,38.87,8.33,0.93
2022-12-14,38.92,8.34,0.93
2022-12-15,38.58,8.27,0.94
2022-12-16,38.18,8.18,0.95
2022-12-19,38.43,8.24,0.94
2022-12-20,38.3,8.21,0.94
2022-12-21,37.23,7.98,0.97
2022-12-22,36.73,7.88,0.98
2022-12-23,35.0,7.5,1.03
2022-12-26,36.21,7.76,1.0
2022-12-27,36.6,7.85,0.99
2022-12-28,37.06,7.94,0.97
2022-12-29,37.23,7.98,0.97
2022-12-30,17.97,3.67,1.05
2023-01-02,17.96,3.67,1.05
2023-01-03,17.95,3.66,1.05
2023-01-04,17.73,3.62,1.07
2023-01-05,17.79,3.63,1.06
2023-01-06,17.66,3.6,1.07
2023-01-09,17.82,3.64,1.06
2023-01-10,17.64,3.6,1.07
2023-01-11,17.56,3.58,1.08
2023-01-12,17.57,3.59,1.08
2023-01-13,17.66,3.6,1.07
2023-01-16,17.7,3.61,1.07
2023-01-17,17.73,3.64,1.06
2023-01-18,17.64,3.62,1.07
2023-01-19,17.58,3.61,1.07
2023-01-20,17.54,3.6,1.07
2023-01-23,17.32,3.59,1.08
2023-01-24,17.04,3.59,1.08
2023-01-25,16.78,3.52,1.1
2023-01-27,15.89,3.36,1.15
2023-01-30,15.65,3.31,1.17
2023-01-31,15.93,3.38,1.15
2023-02-01,15.44,3.28,1.18
2023-02-02,15.14,3.25,1.2
2023-02-03,15.01,3.24,1.19
2023-02-06,14.99,3.25,1.19
2023-02-07,14.81,3.25,1.21
2023-02-08,14.94,3.28,1.24
2023-02-09,14.87,3.25,1.24
2023-02-10,14.87,3.25,1.25
2023-02-13,14.57,3.2,1.57
2023-02-14,14.53,3.19,1.54
2023-02-15,14.52,3.19,1.58
2023-02-16,14.69,3.23,1.56
2023-02-17,14.61,3.21,1.57
