Date,P/E,P/B,Div Yield
2022-10-12,20.4,4.02,1.82
2022-10-13,20.24,3.99,1.83
2022-10-14,20.25,3.99,1.83
2022-10-17,20.33,4.01,1.82
2022-10-18,20.53,4.05,1.81
2022-10-19,20.56,4.04,1.82
2022-10-20,20.68,4.07,1.81
2022-10-24,20.67,4.07,1.8
2022-10-25,20.79,4.07,1.79
2022-10-27,20.92,4.09,1.77
2022-10-28,20.88,4.08,1.78
2022-10-31,21.15,4.13,1.77
2022-11-02,21.74,4.16,1.74
2022-11-03,21.73,4.15,1.75
2022-11-04,21.78,4.17,1.75
2022-11-07,21.88,4.19,1.74
2022-11-09,21.81,4.17,1.75
2022-11-10,21.74,4.13,1.76
2022-11-11,21.99,4.18,1.68
2022-11-14,21.92,4.19,1.7
2022-11-15,22.67,4.2,1.76
2022-11-16,22.56,4.18,1.77
2022-11-17,22.43,4.15,1.78
2022-11-18,22.33,4.13,1.8
2022-11-21,22.56,4.11,1.86
2022-11-22,22.62,4.12,1.82
2022-11-23,22.64,4.12,1.81
2022-11-24,22.81,4.15,1.8
2022-11-25,22.9,4.17,1.79
2022-11-28,22.95,4.18,1.78
2022-11-29,22.78,4.19,1.84
2022-11-30,23.01,4.23,1.82
2022-12-01,23.11,4.25,1.82
2022-12-02,23.1,4.25,1.82
2022-12-05,23.1,4.25,1.82
2022-12-06,23.02,4.23,1.78
2022-12-07,22.96,4.22,1.79
2022-12-08,23.02,4.24,1.78
2022-12-09,22.91,4.22,1.79
2022-12-12,22.94,4.22,1.79
2022-12-13,22.99,4.23,1.79
2022-12-14,23.1,4.25,1.78
2022-12-15,22.87,4.21,1.79
2022-12-16,22.61,4.16,1.82
2022-12-19,22.82,4.2,1.75
2022-12-20,22.75,4.19,1.76
2022-12-21,22.49,4.14,1.78
2022-12-22,22.33,4.11,1.75
2022-12-23,21.71,3.99,1.8
2022-12-26,22.07,4.06,1.78
2022-12-27,22.27,4.1,1.76
2022-12-28,22.3,4.1,1.76
2022-12-29,22.33,4.11,1.75
2022-12-30,23.49,4.29,1.64
2023-01-02,23.56,4.3,1.63
2023-01-03,23.64,4.31,1.63
2023-01-04,23.39,4.27,1.64
2023-01-05,23.48,4.28,1.64
2023-01-06,23.31,4.25,1.65
2023-01-09,23.53,4.29,1.63
2023-01-10,23.43,4.27,1.64
2023-01-11,23.36,4.26,1.64
2023-01-12,23.33,4.26,1.65
2023-01-13,23.41,4.28,1.64
2023-01-16,23.33,4.26,1.67
2023-01-17,23.37,4.27,1.66
2023-01-18,23.43,4.28,1.66
2023-01-19,23.31,4.27,1.67
2023-01-20,23.18,4.24,1.67
2023-01-23,23.44,4.26,1.66
2023-01-24,23.37,4.25,1.66
2023-01-25,23.17,4.18,1.7
2023-01-27,22.47,4.09,1.73
2023-01-30,22.51,4.08,1.74
2023-01-31,22.98,4.11,1.73
2023-02-01,22.64,4.05,1.76
2023-02-02,22.68,4.03,1.76
2023-02-03,22.75,4.05,1.8
2023-02-06,22.79,4.06,1.78
2023-02-07,22.45,4.06,1.79
2023-02-08,23.2,4.1,1.82
2023-02-09,23.17,4.1,1.77
2023-02-10,23.11,4.09,1.77
2023-02-13,23.05,4.06,1.78
2023-02-14,23.56,4.06,1.76
2023-02-15,23.72,4.09,1.77
2023-02-16,23.69,4.11,1.74
2023-02-17,23.57,4.08,1.76
