Date,P/E,P/B,Div Yield
2022-01-03,24.49,4.44,1.17
2022-01-04,24.74,4.49,1.16
2022-01-05,24.91,4.52,1.15
2022-01-06,24.66,4.47,1.16
2022-01-07,24.75,4.49,1.16
2022-01-10,25.01,4.54,1.14
2022-01-11,25.09,4.55,1.14
2022-01-12,25.3,4.59,1.13
2022-01-13,25.37,4.6,1.13
2022-01-14,25.3,4.6,1.12
2022-01-17,25.37,4.61,1.12
2022-01-18,25.0,4.56,1.13
2022-01-19,24.76,4.52,1.15
2022-01-20,24.47,4.47,1.18
2022-01-21,24.29,4.44,1.18
2022-01-24,23.63,4.32,1.21
2022-01-25,23.47,4.35,1.2
2022-01-27,23.09,4.31,1.21
2022-01-28,23.1,4.31,1.21
2022-01-31,23.42,4.37,1.2
2022-02-01,23.62,4.43,1.18
2022-02-02,23.95,4.48,1.17
2022-02-03,23.65,4.42,1.21
2022-02-04,23.56,4.41,1.21
2022-02-07,23.11,4.34,1.23
2022-02-08,22.83,4.35,1.23
2022-02-09,23.09,4.4,1.2
2022-02-10,22.98,4.44,1.2
2022-02-11,22.68,4.38,1.2
2022-02-14,21.85,4.24,1.3
2022-02-15,22.36,4.37,1.25
2022-02-16,22.27,4.36,1.28
2022-02-17,22.25,4.36,1.25
2022-02-18,22.21,4.35,1.25
2022-02-21,22.12,4.34,1.29
2022-02-22,21.97,4.31,1.24
2022-02-23,21.94,4.3,1.24
2022-02-24,20.89,4.09,1.3
2022-02-25,21.42,4.2,1.27
2022-02-28,21.59,4.23,1.26
2022-03-02,21.35,4.18,1.27
2022-03-03,21.21,4.16,1.28
2022-03-04,20.89,4.09,1.3
2022-03-07,20.39,4.0,1.33
2022-03-08,20.59,4.03,1.31
2022-03-09,21.01,4.12,1.28
2022-03-10,21.34,4.18,1.26
2022-03-11,21.38,4.19,1.26
2022-03-14,21.69,4.25,1.24
2022-03-15,21.42,4.2,1.24
2022-03-16,21.82,4.28,1.22
2022-03-17,22.23,4.36,1.2
2022-03-21,22.01,4.31,1.21
2022-03-22,22.26,4.36,1.2
2022-03-23,22.17,4.35,1.19
2022-03-24,22.14,4.34,1.19
2022-03-25,22.05,4.32,1.19
2022-03-28,22.14,4.34,1.19
2022-03-29,22.27,4.37,1.18
2022-03-30,22.5,4.41,1.17
2022-03-31,22.92,4.46,1.13
2022-04-01,23.19,4.51,1.12
2022-04-04,23.69,4.61,1.1
2022-04-05,23.57,4.59,1.11
2022-04-06,23.37,4.55,1.12
2022-04-07,23.15,4.51,1.13
2022-04-08,23.34,4.54,1.11
2022-04-11,23.2,4.52,1.12
2022-04-12,23.01,4.48,1.13
2022-04-13,22.92,4.46,1.13
2022-04-18,22.53,4.39,1.15
2022-04-19,22.1,4.33,1.16
2022-04-20,22.33,4.38,1.15
2022-04-21,22.67,4.44,1.14
2022-04-22,22.38,4.39,1.15
2022-04-25,22.03,4.33,1.17
2022-04-26,22.17,4.39,1.15
2022-04-27,21.96,4.35,1.16
2022-04-28,22.2,4.41,1.17
2022-04-29,22.01,4.37,1.16
2022-05-02,21.87,4.36,1.16
2022-05-04,21.31,4.26,1.19
2022-05-05,21.24,4.26,1.19
2022-05-06,20.89,4.19,1.21
2022-05-09,20.75,4.17,1.21
2022-05-10,20.42,4.15,1.22
2022-05-11,20.32,4.13,1.22
2022-05-12,19.87,4.04,1.35
2022-05-13,19.83,4.03,1.35
2022-05-16,19.72,4.05,1.35
