Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,2454.89990234375,2462.550048828125,2427.35009765625,2432.550048828125,2168.708984375,314519
2020-01-02,2447.800048828125,2452.0,2417.050048828125,2429.449951171875,2165.945068359375,546945
2020-01-03,2420.0,2449.0,2415.0,2432.35009765625,2168.5302734375,544720
2020-01-06,2428.949951171875,2428.949951171875,2360.050048828125,2368.14990234375,2111.29345703125,624665
2020-01-07,2378.0,2399.89990234375,2337.0,2348.050048828125,2093.3740234375,620687
2020-01-08,2322.0,2345.050048828125,2310.550048828125,2317.550048828125,2066.181884765625,595883
2020-01-09,2341.0,2365.0,2326.10009765625,2354.550048828125,2099.1689453125,732115
2020-01-10,2357.0,2387.699951171875,2351.0,2363.449951171875,2107.103271484375,578287
2020-01-13,2382.89990234375,2382.89990234375,2352.35009765625,2366.75,2110.04541015625,434063
2020-01-14,2367.0,2418.800048828125,2361.050048828125,2411.39990234375,2149.852294921875,787340
2020-01-15,2419.949951171875,2480.550048828125,2414.0,2476.300048828125,2207.71337890625,1051367
2020-01-16,2474.949951171875,2474.949951171875,2427.0,2434.5,2170.447509765625,590255
2020-01-17,2445.0,2474.89990234375,2421.60009765625,2454.0,2187.83203125,457663
2020-01-20,2454.0,2459.64990234375,2410.10009765625,2415.60009765625,2153.597412109375,320280
2020-01-21,2410.0,2412.64990234375,2375.0,2398.699951171875,2138.52978515625,568473
2020-01-22,2408.699951171875,2410.0,2379.0,2399.050048828125,2138.842041015625,346888
2020-01-23,2397.0,2434.85009765625,2380.0,2429.75,2166.21240234375,315469
2020-01-24,2440.0,2474.800048828125,2427.10009765625,2468.64990234375,2200.89306640625,519690
2020-01-27,2456.0,2498.5,2425.050048828125,2455.75,2189.392333984375,897656
2020-01-28,2456.75,2508.949951171875,2440.0,2468.85009765625,2201.071533203125,904634
2020-01-29,2484.0,2510.0,2470.0,2486.35009765625,2216.673095703125,787135
2020-01-30,2486.949951171875,2522.0,2464.0,2482.300048828125,2213.062744140625,797868
2020-01-31,2508.0,2521.89990234375,2492.050048828125,2501.85009765625,2230.4921875,574957
2020-02-03,2391.0,2469.0,2358.0,2376.14990234375,2118.426025390625,1507692
2020-02-04,2412.0,2484.60009765625,2400.800048828125,2462.050048828125,2195.0087890625,1187298
2020-02-05,2472.0,2478.89990234375,2345.550048828125,2373.25,2115.840576171875,2176980
2020-02-06,2395.0,2427.0,2355.0,2411.300048828125,2149.763671875,1632634
2020-02-07,2480.0,2496.0,2421.35009765625,2443.449951171875,2178.42626953125,2709754
2020-02-10,2449.5,2457.449951171875,2375.14990234375,2385.699951171875,2126.940185546875,949025
2020-02-11,2415.0,2443.35009765625,2390.0,2396.449951171875,2136.52392578125,680119
2020-02-12,2410.0,2430.0,2400.0,2423.050048828125,2160.239013671875,467714
2020-02-13,2419.0,2441.300048828125,2401.0,2408.949951171875,2147.668212890625,514501
2020-02-14,2424.0,2437.800048828125,2351.10009765625,2356.5,2100.907470703125,798770
2020-02-17,2335.0,2335.0,2269.550048828125,2283.35009765625,2093.43505859375,818134
2020-02-18,2283.199951171875,2283.199951171875,2225.0,2252.64990234375,2065.28857421875,839607
2020-02-19,2274.0,2278.0,2227.050048828125,2251.60009765625,2064.325927734375,729471
2020-02-20,2267.0,2276.0,2235.449951171875,2240.25,2053.919921875,886179
2020-02-24,2220.0,2220.0,2175.0,2184.199951171875,2002.53173828125,808263
2020-02-25,2190.199951171875,2214.0,2164.050048828125,2184.14990234375,2002.4859619140625,861921
2020-02-26,2180.0,2195.0,2136.0,2142.550048828125,1964.345947265625,972076
2020-02-27,2147.89990234375,2158.64990234375,2101.0,2110.25,1934.7322998046875,1093297
2020-02-28,2080.0,2110.0,2033.949951171875,2051.75,1881.0982666015625,1879071
2020-03-02,2100.0,2110.0,1961.0,1975.449951171875,1811.144287109375,1207967
2020-03-03,1976.0,2063.85009765625,1976.0,2054.85009765625,1883.9404296875,1689926
2020-03-04,2070.0,2073.35009765625,2000.5,2046.3499755859375,1876.1473388671875,976550
2020-03-05,2061.699951171875,2093.10009765625,2052.300048828125,2063.89990234375,1892.237548828125,899516
2020-03-06,1971.0,2053.449951171875,1971.0,2038.300048828125,1868.766845703125,606826
2020-03-09,1995.0,2011.5,1915.300048828125,1956.050048828125,1793.3580322265625,844134
