Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,14819.0,14849.349609375,14712.25,14779.0498046875,14130.9892578125,23859
2020-01-02,14848.900390625,14852.9501953125,14687.150390625,14729.349609375,14083.46875,46116
2020-01-03,14750.0,14795.0,14556.099609375,14593.599609375,13953.669921875,40000
2020-01-06,14542.0,14542.0,14275.0,14416.650390625,13784.48046875,65136
2020-01-07,14423.5498046875,14546.75,14260.849609375,14290.75,13664.1005859375,72237
2020-01-08,14191.599609375,14450.0,14120.349609375,14391.25,13760.1953125,39488
2020-01-09,14495.0,14675.0,14450.0,14643.4501953125,14001.3349609375,55708
2020-01-10,14643.4501953125,14718.900390625,14570.25,14685.849609375,14041.8759765625,39274
2020-01-13,14747.900390625,14747.900390625,14601.0,14658.25,14015.4873046875,26990
2020-01-14,14657.900390625,14895.0,14607.0,14868.599609375,14216.61328125,50378
2020-01-15,14828.0,14950.0,14718.849609375,14860.2001953125,14208.5830078125,41468
2020-01-16,14851.0,15398.0,14848.099609375,15354.900390625,14681.587890625,203208
2020-01-17,15399.0,15600.0,15358.650390625,15439.4501953125,14762.431640625,96399
2020-01-20,15230.150390625,15479.400390625,15230.150390625,15417.25,14741.2041015625,68770
2020-01-21,15361.0498046875,15501.599609375,15200.0,15280.75,14610.689453125,63258
2020-01-22,15369.0,15585.0,15301.0,15548.7001953125,14866.890625,55627
2020-01-23,15500.0,15625.0,15455.0,15548.849609375,14867.033203125,42861
2020-01-24,15600.0,15850.0,15500.150390625,15755.5,15064.62109375,50632
2020-01-27,15700.0,15845.0,15559.9501953125,15666.0498046875,14979.095703125,31362
2020-01-28,15664.0,15710.0,15366.7998046875,15416.650390625,14740.6298828125,53107
2020-01-29,15585.0,15899.9501953125,15440.0,15866.75,15170.994140625,64251
2020-01-30,15802.0,15810.849609375,15471.25,15520.7998046875,14840.2138671875,47252
2020-01-31,15560.0,15637.25,15310.2998046875,15359.4501953125,14685.9384765625,59649
2020-02-03,15589.0,16500.0,15530.0,16301.0,15586.2021484375,203752
2020-02-04,16400.0,16507.900390625,16127.0498046875,16455.599609375,15734.0234375,116416
2020-02-05,16476.0,16481.900390625,16256.0498046875,16384.849609375,15666.3759765625,57511
2020-02-06,16399.0,16549.44921875,16157.7998046875,16284.9501953125,15570.85546875,74084
2020-02-07,16340.0,16385.0,16194.599609375,16327.7998046875,15611.8271484375,41407
2020-02-10,16300.0,16373.099609375,16112.0,16172.2001953125,15463.05078125,61270
2020-02-11,16240.0,16300.0498046875,15950.0,15997.150390625,15295.67578125,73350
2020-02-12,16026.0,16472.599609375,15968.4501953125,16297.7001953125,15583.0458984375,129011
2020-02-13,16328.0,16461.5,16277.349609375,16412.19921875,15692.525390625,151228
2020-02-14,16500.0,16782.400390625,16250.0,16356.4501953125,15639.2197265625,165708
2020-02-17,16413.0,16615.0,16373.0,16588.44921875,15861.046875,139788
2020-02-18,16569.900390625,16569.900390625,16385.05078125,16403.849609375,15684.541015625,90013
2020-02-19,16538.599609375,16831.5,16475.80078125,16785.05078125,16049.0283203125,95000
2020-02-20,16740.0,16740.0,16525.400390625,16539.5,15814.244140625,65732
2020-02-24,16499.0,16576.75,16317.0,16337.25,15620.8623046875,66516
2020-02-25,16373.0,16540.849609375,16309.349609375,16380.5,15662.2158203125,90916
2020-02-26,16545.0,16545.0,16150.0498046875,16240.150390625,15528.01953125,116839
2020-02-27,16300.0,16340.849609375,16057.5,16263.75,15550.5859375,90199
2020-02-28,16042.0,16129.0498046875,15680.0,15778.849609375,15086.9482421875,140673
2020-03-02,15950.0,16315.0,15901.0,16109.9501953125,15403.529296875,117232
2020-03-03,16130.25,16499.0,16130.25,16359.400390625,15642.0400390625,93372
2020-03-04,16397.0,16632.5,16020.0,16541.5,15816.15625,111711
2020-03-05,16550.0,16835.150390625,16482.5,16576.30078125,15849.4296875,85090
2020-03-06,16358.099609375,16565.55078125,16200.099609375,16429.30078125,15708.876953125,86212
2020-03-09,16249.2998046875,16350.0,15701.099609375,16031.349609375,15328.376953125,123684
2020-03-11,16005.150390625,16200.0,15772.7998046875,16048.5498046875,15344.822265625,123732
2020-03-12,15869.4501953125,15882.75,15045.0,15565.5498046875,14883.001953125,222866
2020-03-13,15341.0,15855.0,14050.0,14991.7998046875,14334.41015625,261620
2020-03-16,14800.0,14931.0498046875,13492.650390625,14397.2001953125,13765.8837890625,221228
2020-03-17,14500.0,14777.0,14250.0,14541.0,13903.376953125,176980
2020-03-18,14550.0,14738.0,13400.0,13536.7998046875,12943.2138671875,212922
2020-03-19,13000.5,13448.400390625,12577.0498046875,13120.2998046875,12544.974609375,214710
2020-03-20,13198.0,14433.099609375,13150.0,14145.5,13525.2197265625,204925
2020-03-23,12750.400390625,13999.7998046875,12750.0498046875,12944.650390625,12377.0283203125,195927
2020-03-24,13889.0,13889.0,12200.0,13478.349609375,12887.3251953125,258667
2020-03-25,12800.0,14520.0,12800.0,14444.099609375,13810.7275390625,198722
2020-03-26,14699.7001953125,15100.0,14051.5498046875,14919.650390625,14265.423828125,205344
2020-03-27,15400.0,15534.0,14800.0,15108.599609375,14446.0888671875,175244
2020-03-30,14990.0,15890.0,14687.7001953125,15658.650390625,14972.01953125,201470
2020-03-31,15849.0,16424.94921875,15701.25,16300.599609375,15585.818359375,183919
2020-04-01,16300.25,16456.0,15500.0,15654.5498046875,14968.09765625,127512
2020-04-03,15939.7001953125,15939.7001953125,15005.0,15104.650390625,14442.3125,190776
2020-04-07,15575.0,17200.0,15426.0498046875,17038.650390625,16291.5068359375,246901
2020-04-08,16650.0,17544.05078125,16555.44921875,16871.25,16131.4462890625,248445
2020-04-09,17436.94921875,17544.0,16575.0,16839.69921875,16101.2783203125,207508
2020-04-13,16845.0,16974.0,16330.150390625,16599.94921875,15872.0419921875,82907
2020-04-15,16657.099609375,17391.0,16657.099609375,17325.900390625,16566.16015625,155579
2020-04-16,17320.0,18001.650390625,17052.150390625,17895.25,17110.54296875,225740
2020-04-17,18369.94921875,18369.94921875,17223.400390625,17324.30078125,16564.630859375,187271
2020-04-20,17489.80078125,17489.80078125,16930.0,16976.400390625,16231.986328125,135197
2020-04-21,16800.0,17240.0,16700.0,17015.349609375,16269.2294921875,133754
2020-04-22,17008.349609375,17700.0,16817.19921875,17642.05078125,16868.44921875,202241
2020-04-23,17599.94921875,17800.0,17306.0,17436.05078125,16671.48046875,187100
2020-04-24,17300.0,17800.0,17300.0,17406.05078125,16642.796875,145116
2020-04-27,17585.0,18015.0,17425.0,17950.80078125,17163.658203125,121986
2020-04-28,17976.5,18022.94921875,17501.0,17569.650390625,16799.224609375,107543
2020-04-29,17748.0,17748.0,17400.0,17489.69921875,16722.77734375,105242
2020-04-30,17700.0,18000.0,17512.0,17924.650390625,17138.654296875,158370
2020-05-04,17420.5,17728.150390625,17360.05078125,17456.44921875,16690.984375,118974
2020-05-05,17571.0,17636.94921875,17100.0,17421.5,16657.568359375,130679
2020-05-06,17421.5,17617.099609375,17270.0,17309.30078125,16550.2890625,135509
2020-05-07,17200.0,17280.0,16825.25,17142.44921875,16390.75390625,209076
2020-05-08,17350.0,17820.0,17201.5,17802.94921875,17022.29296875,179200
2020-05-11,17770.0,17920.0,17490.0,17562.099609375,16792.005859375,184031
2020-05-12,17609.0,17777.0,17385.0,17461.94921875,16696.244140625,238925
2020-05-13,17750.0,17750.0,16400.0,16512.349609375,15788.2822265625,562033
2020-05-14,16600.0,16850.0,16201.0,16242.5,15587.8505859375,410238
2020-05-15,16500.0,16550.0,16201.9501953125,16443.80078125,15840.529296875,271592
2020-05-18,16441.0,16575.0,16162.2001953125,16240.349609375,15644.541015625,167960
2020-05-19,16280.2001953125,16415.80078125,16108.650390625,16150.2998046875,15557.7958984375,118144
2020-05-20,16241.0,16594.94921875,16151.0,16303.400390625,15705.279296875,179539
2020-05-21,16330.0,16505.0,16265.0,16295.4501953125,15697.6220703125,121080
2020-05-22,16296.0,16396.80078125,16150.0,16215.150390625,15620.267578125,118300
2020-05-26,16380.0,16750.0,16324.400390625,16655.150390625,16044.1240234375,198692
2020-05-27,16700.0,16820.0,16487.099609375,16716.5,16103.224609375,167533
2020-05-28,16716.5,17030.0,16680.0,16989.150390625,16365.873046875,176288
2020-05-29,16950.0,17600.0,16784.55078125,17540.80078125,16897.283203125,244466
2020-06-01,17540.80078125,17749.0,17111.0,17183.44921875,16553.041015625,175186
2020-06-02,17477.0,17477.0,16972.0,17014.44921875,16390.240234375,132201
2020-06-03,17175.0,17521.94921875,17152.0,17407.55078125,16768.921875,146101
2020-06-04,17406.900390625,17546.55078125,17148.05078125,17196.599609375,16565.7109375,97631
2020-06-05,17317.0,17460.0,16956.55078125,17096.849609375,16469.619140625,162096
2020-06-08,17250.0,17250.0,16790.0,16836.19921875,16218.5322265625,147070
2020-06-09,16652.0,16985.0,16521.0,16552.55078125,15945.2880859375,174685
2020-06-10,16650.0,16832.0,16410.0,16534.69921875,15928.091796875,123440
