"TITAN","2,320.10","2,470.00","2,320.10","2,308.10","2,458.30","150.20","6.51",3693638,"8,958,327,986.92","2,791.00","1,825.05","-0.33","-3.86"
"ADANIPORTS","459.00","507.00","395.10","462.45","488.40","25.95","5.61",89662866,"40,127,719,049.64","987.85","395.10","-31.38","-39.13"
"BAJAJFINSV","1,305.00","1,340.80","1,281.30","1,271.90","1,335.00","63.10","4.96",3271913,"4,301,682,178.49","1,844.00","1,072.72","-91.75","-8.95"
"BAJFINANCE","5,770.00","6,030.00","5,747.05","5,717.65","6,000.00","282.35","4.94",1486892,"8,775,562,239.40","7,778.00","5,220.00","-15.98","-1.41"
"HDFCBANK","1,611.00","1,660.50","1,607.00","1,603.35","1,658.25","54.90","3.42",7205550,"11,831,224,878.00","1,722.10","1,271.60","8.85","3.69"
"SBIN","536.00","545.95","519.15","528.10","545.70","17.60","3.33",32317232,"17,296,828,911.04","629.55","425.00","2.62","-10.06"
"HDFC","2,615.00","2,698.00","2,609.95","2,613.30","2,696.05","82.75","3.17",4067801,"10,834,954,065.59","2,933.80","2,026.00","7.65","2.79"
"EICHERMOT","3,233.40","3,325.00","3,199.55","3,217.30","3,309.00","91.70","2.85",500037,"1,630,955,681.79","3,889.65","2,159.55","26.04","1.81"
"INDUSINDBK","1,110.00","1,131.00","1,079.00","1,075.90","1,106.05","30.15","2.80",9207051,"10,163,019,105.33","1,275.80","763.20","15.43","-9.24"
"M&M","1,359.20","1,391.95","1,350.55","1,352.40","1,390.00","37.60","2.78",1803085,"2,470,100,234.05","1,391.95","671.15","64.90","10.81"
"SBILIFE","1,115.00","1,145.65","1,115.00","1,107.50","1,136.50","29.00","2.62",4061171,"4,580,594,770.90","1,340.35","1,003.50","-2.91","-10.22"
"UPL","701.10","718.00","697.50","696.40","713.75","17.35","2.49",2601859,"1,843,833,398.94","848.00","607.50","-6.71","-0.64"
"SUNPHARMA","1,007.00","1,032.45","1,001.65","1,007.60","1,027.00","19.40","1.93",2332076,"2,376,968,463.00","1,072.15","789.90","15.01","1.18"
"ASIANPAINT","2,705.65","2,763.90","2,700.00","2,705.65","2,756.90","51.25","1.89",1278409,"3,495,106,285.55","3,582.90","2,560.00","-14.71","-8.12"
"BHARTIARTL","779.90","794.95","778.40","777.75","791.50","13.75","1.77",5493687,"4,330,948,146.45","860.55","628.75","10.09","-1.76"
"BAJAJ-AUTO","3,785.00","3,858.00","3,769.20","3,790.70","3,852.85","62.15","1.64",242350,"924,737,318.50","4,131.75","3,125.00","8.06","6.39"
"AXISBANK","873.00","885.00","859.25","868.45","881.95","13.50","1.55",7365732,"6,440,817,032.76","970.00","618.25","10.53","-7.05"
"NTPC","164.50","166.45","162.55","166.90","164.90","2.25","1.38",11730514,"1,928,027,281.04","182.95","123.65","23.36","-2.56"
"POWERGRID","213.20","215.15","210.40","212.70","215.00","2.30","1.08",8111765,"1,726,751,415.55","248.35","186.35","2.46","2.90"
"ONGC","143.50","145.35","140.10","143.45","145.00","1.55","1.08",9250428,"1,318,000,981.44","194.95","119.85","-14.92","-1.50"
"GRASIM","1,600.00","1,619.05","1,575.85","1,598.75","1,613.90","15.15","0.95",751430,"1,201,453,912.70","1,839.50","1,276.60","-6.85","-4.83"
"KOTAKBANK","1,770.60","1,783.70","1,745.20","1,761.75","1,777.20","15.45","0.88",2675212,"4,713,536,279.16","1,997.55","1,631.00","-5.51","-2.20"
"BRITANNIA","4,590.00","4,659.75","4,570.10","4,573.05","4,611.00","37.95","0.83",517467,"2,391,354,723.09","4,659.75","3,050.00","29.95","7.32"
"INFY","1,597.50","1,604.65","1,573.00","1,583.75","1,595.65","11.90","0.75",7040194,"11,219,323,560.34","1,923.30","1,355.00","-8.14","8.42"
"LT","2,176.95","2,181.85","2,131.05","2,144.90","2,161.00","16.10","0.75",2045634,"4,414,744,104.42","2,297.65","1,456.35","11.22","3.79"
"JSWSTEEL","727.00","734.30","719.50","727.40","731.85","4.45","0.61",2558496,"1,861,049,990.40","790.00","520.05","11.33","-2.51"
"MARUTI","8,940.00","8,963.00","8,845.15","8,870.15","8,923.30","53.15","0.60",351157,"3,129,103,841.88","9,769.00","6,536.55","4.58","5.69"
"ITC","381.90","382.25","372.00","378.60","380.70","2.10","0.55",22295321,"8,439,447,858.13","384.70","207.00","62.46","14.16"
"ICICIBANK","864.65","872.65","852.10","857.90","862.50","4.60","0.54",14914366,"12,873,335,012.90","958.20","642.15","7.30","-1.75"
"TCS","3,504.00","3,504.00","3,452.90","3,460.40","3,475.00","14.60","0.42",1804469,"6,285,326,420.80","3,882.50","2,926.10","-8.72","5.17"
"COALINDIA","218.00","220.70","214.60","217.65","218.50","0.85","0.39",8776614,"1,911,195,464.64","263.40","149.00","36.47","0.34"
"HINDUNILVR","2,640.00","2,657.45","2,631.15","2,634.85","2,643.35","8.50","0.32",1638238,"4,326,455,498.96","2,741.60","1,901.55","14.83","2.52"
"APOLLOHOSP","4,245.00","4,259.80","4,158.00","4,231.50","4,239.00","7.50","0.18",413966,"1,737,585,028.06","5,016.55","3,361.55","-9.31","-4.01"
"RELIANCE","2,349.00","2,349.00","2,293.00","2,326.95","2,330.00","3.05","0.13",11398850,"26,432,451,299.50","2,856.15","2,180.00","-0.10","-7.36"
"ULTRACEMCO","7,184.95","7,225.00","7,131.00","7,167.65","7,172.00","4.35","0.06",364197,"2,613,754,461.72","7,575.00","5,157.05","-3.37","2.60"
"TATASTEEL","120.05","121.00","117.20","119.95","120.00","0.05","0.04",46977350,"5,598,290,799.50","138.67","82.70","-89.77","3.26"
"TATAMOTORS","447.00","450.80","442.35","444.80","444.75","-0.05","-0.01",13067403,"5,825,840,279.49","514.45","366.20","-11.02","15.13"
